Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+05:30,3263.0676828254796,3318.9149486181614,3263.0676828254796,3301.07080078125,696276,0.0,0.0
2022-01-04 00:00:00+05:30,3312.2597164163376,3349.346561018777,3293.9815685145736,3336.662841796875,790886,0.0,0.0
2022-01-05 00:00:00+05:30,3346.9831320206954,3414.5015237329285,3329.6695343858655,3401.76953125,1024506,0.0,0.0
2022-01-06 00:00:00+05:30,3367.382918191343,3412.138103457998,3329.765532091337,3390.0498046875,1312743,0.0,0.0
2022-01-07 00:00:00+05:30,3390.0503354872963,3455.012772002642,3372.592148701182,3449.514892578125,964364,0.0,0.0
2022-01-10 00:00:00+05:30,3453.08348338346,3462.7289679739165,3401.96241505404,3427.52294921875,657511,0.0,0.0
2022-01-11 00:00:00+05:30,3424.7261369601106,3437.650993189244,3371.145418518552,3413.296142578125,734344,0.0,0.0
2022-01-12 00:00:00+05:30,3430.802681181345,3455.446944003047,3408.714613336658,3418.167236328125,594543,0.0,0.0
2022-01-13 00:00:00+05:30,3433.7928599683546,3433.7928599683546,3327.692518789557,3333.720947265625,1153984,0.0,0.0
2022-01-14 00:00:00+05:30,3339.2672342866217,3339.2672342866217,3227.3795973203455,3245.127197265625,1558978,0.0,0.0
2022-01-17 00:00:00+05:30,3245.1265232731866,3278.4999919069005,3203.265217158816,3258.871337890625,1103159,0.0,0.0
2022-01-18 00:00:00+05:30,3259.257841071556,3276.04089173025,3232.2022070133353,3254.097412109375,558543,0.0,0.0
2022-01-19 00:00:00+05:30,3250.5286250500317,3250.5286250500317,3151.903535462089,3164.10498046875,1495218,0.0,0.0
2022-01-20 00:00:00+05:30,3165.6479736342294,3245.6089449532324,3107.775067352068,3189.182861328125,3075678,0.0,0.0
2022-01-21 00:00:00+05:30,3183.058283776135,3207.0754469245044,3126.825059848875,3158.751708984375,1441694,0.0,0.0
2022-01-24 00:00:00+05:30,3152.144307723592,3154.0734046071443,3023.8593649674,3043.294921875,1575665,0.0,0.0
2022-01-25 00:00:00+05:30,2990.100672416524,3045.031668317528,2904.0147095090483,3035.531005859375,2699779,0.0,0.0
