Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+05:30,3263.0676828254796,3318.9149486181614,3263.0676828254796,3301.07080078125,696276,0.0,0.0
2022-01-04 00:00:00+05:30,3312.2594740612676,3349.346315950096,3293.981327496899,3336.66259765625,790886,0.0,0.0
2022-01-05 00:00:00+05:30,3346.983372229371,3414.5017687873124,3329.6697733519663,3401.769775390625,1024506,0.0,0.0
2022-01-06 00:00:00+05:30,3367.383403207798,3412.1385949207065,3329.766011689623,3390.05029296875,1312743,0.0,0.0
2022-01-07 00:00:00+05:30,3390.0505754192964,3455.0130165323812,3372.5923873975726,3449.51513671875,964364,0.0,0.0
2022-01-10 00:00:00+05:30,3453.08348338346,3462.7289679739165,3401.96241505404,3427.52294921875,657511,0.0,0.0
2022-01-11 00:00:00+05:30,3424.725647043769,3437.6505014239665,3371.1449362670774,3413.295654296875,734344,0.0,0.0
2022-01-12 00:00:00+05:30,3430.802436138241,3455.446697199741,3408.7143698711816,3418.1669921875,594543,0.0,0.0
2022-01-13 00:00:00+05:30,3433.792608499096,3433.792608499096,3327.692275090416,3333.720703125,1153984,0.0,0.0
2022-01-14 00:00:00+05:30,3339.26698306356,3339.26698306356,3227.379354514925,3245.126953125,1558978,0.0,0.0
2022-01-17 00:00:00+05:30,3245.1272526059543,3278.5007287402586,3203.265937083377,3258.8720703125,1103159,0.0,0.0
2022-01-18 00:00:00+05:30,3259.257596543767,3276.040645943303,3232.2019645154114,3254.09716796875,558543,0.0,0.0
2022-01-19 00:00:00+05:30,3250.528374241005,3250.528374241005,3151.9032922629212,3164.104736328125,1495218,0.0,0.0
2022-01-20 00:00:00+05:30,3165.648215973195,3245.6091934134274,3107.775305260705,3189.18310546875,3075678,0.0,0.0
2022-01-21 00:00:00+05:30,3183.05852979542,3207.0756948000817,3126.825301521882,3158.751953125,1441694,0.0,0.0
2022-01-24 00:00:00+05:30,3152.1445605963836,3154.073657634692,3023.8596075488563,3043.295166015625,1575665,0.0,0.0
