Buy Date,Sell Date,Buy Price,Sell Price,RSI at Buy,Profit/Loss,Return %,Exit Reason,Investment After Trade,Ticker,Name,Holding Period
2022-01-03 00:00:00+05:30,2022-01-31 00:00:00+05:30,1708.056219266177,1711.7991943359375,,0.3231196561582901,0.018917389984804495,Holding Period Complete,100000.32311965615,ADANIENT.NS,Adani Enterprises,28
2022-01-04 00:00:00+05:30,2022-02-01 00:00:00+05:30,1696.876704297557,1743.690673828125,,43.37340215244242,2.5560726977153814,Holding Period Complete,100043.6965218086,ADANIENT.NS,Adani Enterprises,28
2022-01-05 00:00:00+05:30,2022-02-02 00:00:00+05:30,1699.4221371004053,1776.0810546875,,73.18341439530681,4.30637054782481,Holding Period Complete,100116.8799362039,ADANIENT.NS,Adani Enterprises,28
2022-01-06 00:00:00+05:30,2022-02-03 00:00:00+05:30,1672.5215324103042,1748.6314697265625,,72.68878431412145,4.346059701208641,Holding Period Complete,100189.56872051801,ADANIENT.NS,Adani Enterprises,28
2022-01-07 00:00:00+05:30,2022-02-04 00:00:00+05:30,1686.396176399399,1754.071533203125,,64.23488909412336,3.8090034828749655,Holding Period Complete,100253.80360961214,ADANIENT.NS,Adani Enterprises,28
2022-01-10 00:00:00+05:30,2022-02-07 00:00:00+05:30,1695.9784162971025,1728.6185302734375,,29.21551702976445,1.7226349550810827,Holding Period Complete,100283.0191266419,ADANIENT.NS,Adani Enterprises,28
2022-01-11 00:00:00+05:30,2022-02-08 00:00:00+05:30,1733.8088211704703,1712.8475341796875,,-24.407943346132967,-1.4077643998636196,Holding Period Complete,100258.61118329577,ADANIENT.NS,Adani Enterprises,28
2022-01-12 00:00:00+05:30,2022-02-09 00:00:00+05:30,1804.9777955022464,1779.8740234375,,-28.688623883686155,-1.5894169975483474,Holding Period Complete,100229.92255941208,ADANIENT.NS,Adani Enterprises,28
2022-01-13 00:00:00+05:30,2022-02-10 00:00:00+05:30,1804.6784081006183,1782.818603515625,,-25.44730159660954,-1.4100740321591274,Holding Period Complete,100204.47525781547,ADANIENT.NS,Adani Enterprises,28
2022-01-14 00:00:00+05:30,2022-02-11 00:00:00+05:30,1827.7358671027284,1761.0587158203125,,-70.26594586533898,-3.8444256158698917,Holding Period Complete,100134.20931195014,ADANIENT.NS,Adani Enterprises,28
2022-01-17 00:00:00+05:30,2022-02-14 00:00:00+05:30,1852.2408885688835,1759.6288441404392,,-96.2239141611536,-5.195000000000006,Stop Loss,100037.98539778899,ADANIENT.NS,Adani Enterprises,28
2022-01-18 00:00:00+05:30,2022-02-15 00:00:00+05:30,1826.6878720329576,1741.04541015625,,-89.21019515889677,-4.883713114031515,Holding Period Complete,99948.77520263009,ADANIENT.NS,Adani Enterprises,28
2022-01-19 00:00:00+05:30,2022-02-16 00:00:00+05:30,1807.922443107896,1734.90673828125,,-76.55853400803517,-4.2346138408696214,Holding Period Complete,99872.21666862206,ADANIENT.NS,Adani Enterprises,28
2022-05-19 00:00:00+05:30,2022-06-16 00:00:00+05:30,2093.746351836097,2079.17333984375,27.293906229013146,-18.745931684026736,-0.8953296404594385,Holding Period Complete,99853.47073693803,ADANIENT.NS,Adani Enterprises,28
2022-10-06 00:00:00+05:30,2022-11-03 00:00:00+05:30,3203.517651967081,3523.8694171637894,29.594282963688826,313.6243781275777,9.790000000000015,Take Profit,100167.09511506562,ADANIENT.NS,Adani Enterprises,28
2022-10-10 00:00:00+05:30,2022-11-07 00:00:00+05:30,3209.8087412733917,3530.7896154007312,24.69584508701793,314.24027577066545,9.790000000000013,Take Profit,100481.33539083628,ADANIENT.NS,Adani Enterprises,28
2022-10-12 00:00:00+05:30,2022-11-09 00:00:00+05:30,3140.5564367653305,3454.612080441864,26.328656421225602,307.46047515932605,9.790000000000006,Take Profit,100788.7958659956,ADANIENT.NS,Adani Enterprises,28
2022-10-13 00:00:00+05:30,2022-11-10 00:00:00+05:30,3184.4944792877027,3502.943927216473,20.333158410741092,311.76200952226634,9.790000000000008,Take Profit,101100.55787551787,ADANIENT.NS,Adani Enterprises,28
2022-10-14 00:00:00+05:30,2022-11-11 00:00:00+05:30,3190.336128376674,3509.3697412143415,20.789355212918792,312.3339069680765,9.790000000000004,Take Profit,101412.89178248595,ADANIENT.NS,Adani Enterprises,28
2022-10-17 00:00:00+05:30,2022-11-14 00:00:00+05:30,3131.669121525762,3444.8360336783385,23.712380530994764,306.59040699737244,9.790000000000012,Take Profit,101719.48218948333,ADANIENT.NS,Adani Enterprises,28
