Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,Signal Type,Signal Strength,RSI at Buy,MACD at Buy,ROC at Buy,Profit/Loss,Return %,Days Held,Exit Reason,Investment After Trade,Ticker,Name,Holding Period
2025-06-27 00:00:00+05:30,2025-07-02 00:00:00+05:30,2582.0,2630.199951171875,2630.199951171875,MOMENTUM_BUY,75,56.29936341614557,21.588098728138448,5.518567401953865,42.987751220703124,1.664901286626767,3,Holding Period Complete,100042.9877512207,ADANIENT.NS,Adani Enterprises,3
2022-08-16 00:00:00+05:30,2022-08-19 00:00:00+05:30,778.7208905771454,858.1038208007812,858.1038208007812,MOMENTUM_BUY,75,79.51468983521417,22.29533372799233,7.915409753645047,77.74610551225794,9.983821732923689,3,Holding Period Complete,100077.74610551225,ADANIPORTS.NS,Adani Ports,3
2023-05-22 00:00:00+05:30,2023-05-25 00:00:00+05:30,682.2604875154382,713.1179809570312,722.5178833007812,MOMENTUM_BUY,75,65.10024454057532,10.451465959330449,6.510002954291036,29.46211497312061,4.318308844238022,3,Holding Period Complete,100107.20822048538,ADANIPORTS.NS,Adani Ports,3
2023-09-11 00:00:00+05:30,2023-09-14 00:00:00+05:30,827.4072380798503,842.0726318359375,850.9412841796875,MOMENTUM_BUY,75,57.49528744753095,14.693375561535163,9.288497658777969,12.995913886171367,1.570679260231124,3,Holding Period Complete,100120.20413437155,ADANIPORTS.NS,Adani Ports,3
2022-09-06 00:00:00+05:30,2022-09-07 00:00:00+05:30,4256.186107726643,4340.2333984375,4340.2333984375,MOMENTUM_BUY,75,54.15509100126051,48.54361997203978,9.70459608338593,75.4508712046928,1.7727343047269468,1,Holding Period Complete,100075.4508712047,APOLLOHOSP.NS,Apollo Hospitals,1
2022-09-21 00:00:00+05:30,2022-09-22 00:00:00+05:30,4518.246665175074,4570.7080078125,4570.7080078125,MOMENTUM_BUY,75,68.49138905977946,71.04191029947015,5.2165095888105455,43.37238796443867,0.9599384712378928,1,Holding Period Complete,100118.82325916913,APOLLOHOSP.NS,Apollo Hospitals,1
2024-11-07 00:00:00+05:30,2024-11-08 00:00:00+05:30,7180.9387591898785,7401.4443359375,7401.4443359375,MOMENTUM_BUY,75,76.19581310880358,36.025770413023565,6.768623867847223,205.92319365249412,2.867636120541508,1,Holding Period Complete,100324.74645282162,APOLLOHOSP.NS,Apollo Hospitals,1
2022-10-11 00:00:00+05:30,2022-10-27 00:00:00+05:30,772.4536946685084,912.7320556640624,912.7320556640624,MOMENTUM_BUY,75,42.69994839490414,0.3202143192852418,5.783745354507038,138.59317524522137,17.9419395883267,11,Holding Period Complete,100138.59317524522,AXISBANK.NS,Axis Bank,11
2024-06-19 00:00:00+05:30,2024-07-04 00:00:00+05:30,1183.5742898322244,1278.8193359375,1286.856201171875,MOMENTUM_BUY,75,59.792164264179675,18.339610821803262,8.433157021084622,92.78265247950588,7.839191276506871,11,Holding Period Complete,100231.37582772473,AXISBANK.NS,Axis Bank,11
2025-04-16 00:00:00+05:30,2025-05-02 00:00:00+05:30,1111.6499810412404,1182.3895263671875,1221.9556884765625,MOMENTUM_BUY,75,62.0972550919628,19.221033867429014,5.381138873875747,68.44550581853869,6.157109430652658,10,MACD Bearish Crossover,100299.82133354327,AXISBANK.NS,Axis Bank,11
2023-12-27 00:00:00+05:30,2024-01-12 00:00:00+05:30,6254.564258321385,7064.052734375,7064.052734375,MOMENTUM_BUY,75,75.93028370579053,205.80583622462746,7.282312739336326,796.1698590609187,12.72942168595765,12,Holding Period Complete,100796.16985906092,BAJAJ-AUTO.NS,Bajaj Auto,12
2023-07-04 00:00:00+05:30,2023-07-17 00:00:00+05:30,1563.351604276144,1608.4510498046875,1618.09033203125,MOMENTUM_BUY,75,78.2266984475687,33.14319547000059,5.733573115377915,41.927642874462755,2.6819074327093495,9,Holding Period Complete,100041.92764287446,BAJAJFINSV.NS,Bajaj Finserv,9
2023-10-06 00:00:00+05:30,2023-10-19 00:00:00+05:30,1549.3172718216813,1632.923828125,1655.798095703125,MOMENTUM_BUY,75,63.54082198796466,13.051403550112127,7.105884753235794,80.42431520337203,5.190951954521841,9,Holding Period Complete,100122.35195807784,BAJAJFINSV.NS,Bajaj Finserv,9
2025-02-13 00:00:00+05:30,2025-02-27 00:00:00+05:30,1795.7751258573403,1924.6123046875,1924.6123046875,MOMENTUM_BUY,75,67.04643075798751,31.183666291933378,6.517486029923593,125.11679139961485,6.967286137226202,9,Holding Period Complete,100247.46874947746,BAJAJFINSV.NS,Bajaj Finserv,9
2023-07-04 00:00:00+05:30,2023-07-05 00:00:00+05:30,753.8413785248312,776.2308959960938,776.2308959960938,MOMENTUM_BUY,75,71.9005947060756,15.108731194628604,6.8729518174013124,20.859445196741667,2.7670867892076805,1,Holding Period Complete,100020.85944519674,BAJFINANCE.NS,Bajaj Finance,1
2025-03-21 00:00:00+05:30,2025-03-24 00:00:00+05:30,878.8782680147848,904.6594848632812,904.6594848632812,MOMENTUM_BUY,75,63.61516898191836,15.07646851103766,6.007112201282442,23.99767909561839,2.7304895306860284,1,Holding Period Complete,100044.85712429235,BAJFINANCE.NS,Bajaj Finance,1
2024-01-29 00:00:00+05:30,2024-01-30 00:00:00+05:30,219.70081498216567,235.98883056640625,235.98883056640625,MOMENTUM_BUY,75,69.47314757652892,5.400755017216966,7.401345960296098,15.83232593869201,7.206311883721145,1,Holding Period Complete,100015.8323259387,BPCL.NS,Bharat Petroleum,1
2024-06-03 00:00:00+05:30,2024-06-04 00:00:00+05:30,305.0256382929125,292.82461276119597,305.0256382929125,MOMENTUM_BUY,75,70.95867700737082,4.856002869693555,6.024203536769441,-12.798875782770647,-4.196000000000013,1,Stop Loss,100003.03345015593,BPCL.NS,Bharat Petroleum,1
2024-09-27 00:00:00+05:30,2024-09-30 00:00:00+05:30,334.60070509632766,357.40008544921875,357.40008544921875,MOMENTUM_BUY,75,63.122494757804624,1.809766151565725,7.303543950684322,22.107379562345546,6.607092939622195,1,Holding Period Complete,100025.14082971828,BPCL.NS,Bharat Petroleum,1
2022-11-07 00:00:00+05:30,2022-12-19 00:00:00+05:30,3764.8188372928257,4336.19189453125,4336.19189453125,MOMENTUM_BUY,75,76.09151929893224,30.995086350817928,9.137282497252006,563.2720465066002,14.961464836688746,29,Holding Period Complete,100563.2720465066,BRITANNIA.NS,Britannia Industries,29
2022-04-20 00:00:00+05:30,2022-04-25 00:00:00+05:30,151.51148198317622,145.45102270384916,159.04476928710938,MOMENTUM_BUY,75,64.14688343653496,3.6637984902953065,6.045266521646045,-6.357421784014088,-4.196000000000009,3,Stop Loss,99993.642578216,COALINDIA.NS,Coal India,24
2023-08-01 00:00:00+05:30,2023-08-18 00:00:00+05:30,194.6062866362185,196.71861267089844,199.66375732421875,MOMENTUM_BUY,75,59.643435508995694,0.3024538534347414,5.301216550293688,1.7210011353728214,0.884350225843384,12,MACD Bearish Crossover,99995.36357935137,COALINDIA.NS,Coal India,24
2023-11-13 00:00:00+05:30,2023-12-19 00:00:00+05:30,285.6722579487566,331.92645263671875,331.92645263671875,MOMENTUM_BUY,75,79.20324021680862,8.610221552053304,11.063426239188455,45.63659597737665,15.975158492835822,24,Holding Period Complete,100041.00017532875,COALINDIA.NS,Coal India,24
2023-12-28 00:00:00+05:30,2024-01-10 00:00:00+05:30,330.88621005769494,345.5852355957031,355.17352294921875,MOMENTUM_BUY,75,67.46989518953075,10.13318391055725,10.356321405457411,14.022554092354788,4.237878057810191,9,MACD Bearish Crossover,100055.0227294211,COALINDIA.NS,Coal India,24
2024-01-29 00:00:00+05:30,2024-02-12 00:00:00+05:30,354.13328829871153,394.6031188964844,415.3717041015625,MOMENTUM_BUY,75,67.14713955313914,7.894967939216997,7.402097783320698,39.721094190577645,11.216424861215783,10,Trailing Stop,100094.74382361169,COALINDIA.NS,Coal India,24
2024-06-05 00:00:00+05:30,2024-06-10 00:00:00+05:30,573.263295699139,607.9337158203125,607.9337158203125,MOMENTUM_BUY,75,70.8909385250936,11.350007793534132,8.348369809354745,33.48922310965404,5.841857199109763,3,Holding Period Complete,100033.48922310966,DABUR.NS,Dabur India,3
2022-11-01 00:00:00+05:30,2022-11-03 00:00:00+05:30,3548.0634600158855,3711.3798828125,3711.3798828125,MOMENTUM_BUY,75,74.10053387389127,4.508015683583835,7.206835916225715,156.05697945378608,4.398370581936755,2,Holding Period Complete,100156.05697945379,DIVISLAB.NS,Divi's Laboratories,2
2023-07-05 00:00:00+05:30,2023-07-07 00:00:00+05:30,3497.1247819071277,3600.669921875,3667.606689453125,MOMENTUM_BUY,75,69.04346744407553,59.40590440232336,5.0964584415217535,96.44734526409015,2.757904029134854,2,Holding Period Complete,100252.50432471788,DIVISLAB.NS,Divi's Laboratories,2
2023-08-07 00:00:00+05:30,2023-08-09 00:00:00+05:30,3690.32752133542,3668.440673828125,3775.12646484375,MOMENTUM_BUY,75,74.85119436446014,51.49647658521371,6.0919782322867055,-29.245615702458533,-0.7924937700888784,2,Holding Period Complete,100223.25870901543,DIVISLAB.NS,Divi's Laboratories,2
2023-12-26 00:00:00+05:30,2023-12-28 00:00:00+05:30,3654.823968005856,3898.16552734375,3898.16552734375,MOMENTUM_BUY,75,61.826985690671385,23.59498910014463,5.258130713264101,235.78856984254446,6.451434375680626,2,Holding Period Complete,100459.04727885796,DIVISLAB.NS,Divi's Laboratories,2
2024-10-09 00:00:00+05:30,2024-10-11 00:00:00+05:30,5616.475932453127,6114.40869140625,6114.40869140625,MOMENTUM_BUY,75,78.71806291604862,134.93935238018912,11.420633019013053,486.2018743292637,8.656707162580215,2,Holding Period Complete,100945.24915318722,DIVISLAB.NS,Divi's Laboratories,2
2022-05-20 00:00:00+05:30,2022-05-27 00:00:00+05:30,773.9397772147149,854.83837890625,854.83837890625,MOMENTUM_BUY,75,58.25868537981506,-10.036103447370579,8.101714739894788,79.26982353541412,10.242376198919958,5,Holding Period Complete,100079.26982353542,DRREDDY.NS,Dr. Reddy's Laboratories,5
2022-05-17 00:00:00+05:30,2022-05-27 00:00:00+05:30,2494.421218049912,2630.59912109375,2630.59912109375,MOMENTUM_BUY,75,53.630609214777536,3.5708746897944366,6.04114034511373,131.0528827046942,5.253839317769623,8,Holding Period Complete,100131.0528827047,EICHERMOT.NS,Eicher Motors,8
2022-08-12 00:00:00+05:30,2022-08-25 00:00:00+05:30,3023.6755046516123,3362.11279296875,3362.11279296875,MOMENTUM_BUY,75,59.08521562215687,69.83663122584949,5.812510916186355,332.05150001951733,10.981717433259304,8,Holding Period Complete,100463.10438272421,EICHERMOT.NS,Eicher Motors,8
2024-03-28 00:00:00+05:30,2024-04-09 00:00:00+05:30,2193.560131248665,2284.18115234375,2289.143798828125,MOMENTUM_BUY,75,56.69125722894494,20.200258527537244,6.430594952726447,86.14327981149245,3.9270990835549213,7,Holding Period Complete,100086.1432798115,GRASIM.NS,Grasim Industries,7
2024-04-23 00:00:00+05:30,2024-05-03 00:00:00+05:30,2261.4510752934166,2462.891845703125,2462.891845703125,MOMENTUM_BUY,75,60.030994323854436,23.804835461163748,5.926109628543048,196.71642748871187,8.698681551763771,7,Holding Period Complete,100282.85970730022,GRASIM.NS,Grasim Industries,7
2024-01-12 00:00:00+05:30,2024-01-24 00:00:00+05:30,1409.5695558725974,1494.2855224609375,1494.2855224609375,MOMENTUM_BUY,75,66.12976453958798,29.976626560897103,5.095160674144175,81.81211151000652,5.804049269449533,7,Holding Period Complete,100081.81211151001,HCLTECH.NS,HCL Technologies,7
2023-06-19 00:00:00+05:30,2023-07-13 00:00:00+05:30,598.4052827210152,676.423583984375,676.423583984375,MOMENTUM_BUY,75,68.23754418820128,13.171920463296715,9.486345600248969,76.74347239665444,12.824664924028303,17,Holding Period Complete,100076.74347239666,HDFCLIFE.NS,HDFC Life Insurance,17
2023-12-12 00:00:00+05:30,2023-12-15 00:00:00+05:30,671.2058222067207,668.9695434570312,693.9155883789062,MOMENTUM_BUY,75,70.42985891447918,13.418830227785747,5.057191699044862,-3.5764541153531564,-0.5328401508191426,3,MACD Bearish Crossover,100073.16701828131,HDFCLIFE.NS,HDFC Life Insurance,17
2025-04-30 00:00:00+05:30,2025-05-07 00:00:00+05:30,710.1370923892674,721.9046020507812,736.86328125,MOMENTUM_BUY,75,84.91245948368876,16.949986255404838,5.534272730565168,10.335467967073779,1.4554186899743449,4,MACD Bearish Crossover,100083.50248624838,HDFCLIFE.NS,HDFC Life Insurance,17
2023-01-11 00:00:00+05:30,2023-01-19 00:00:00+05:30,471.69663128712136,489.2503967285156,493.2220764160156,MOMENTUM_BUY,75,61.46136135245832,7.297419763595656,5.365380577329656,16.592818413378623,3.5176885550574535,6,Holding Period Complete,100016.59281841338,HINDALCO.NS,Hindalco Industries,6
