Date,Capital,Position,Position Value,Total Value
2023-01-02 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-03 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-04 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-05 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-06 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-09 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-10 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-11 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-12 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-13 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-16 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-17 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-18 00:00:00+05:30,100000.0,,0.0,100000.0
2023-01-19 00:00:00+05:30,766.1046317327564,,0.0,766.1046317327564
2023-01-20 00:00:00+05:30,766.1046317327564,ADANIENT.NS,100086.7314453125,100086.7314453125
2023-01-23 00:00:00+05:30,766.1046317327564,ADANIENT.NS,99513.3583984375,99513.3583984375
2023-01-24 00:00:00+05:30,766.1046317327564,ADANIENT.NS,99676.97192382812,99676.97192382812
2023-01-25 00:00:00+05:30,766.1046317327564,ADANIENT.NS,98140.69409179688,98140.69409179688
2023-01-27 00:00:00+05:30,96061.38773334374,,0.0,96061.38773334374
2023-01-30 00:00:00+05:30,77.96849150839262,,0.0,77.96849150839262
2023-01-31 00:00:00+05:30,103520.62145087535,,0.0,103520.62145087535
2023-02-01 00:00:00+05:30,1039.078299798508,,0.0,1039.078299798508
2023-02-02 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,102513.73754882812,102513.73754882812
2023-02-03 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104588.15478515625,104588.15478515625
2023-02-06 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104353.24072265625,104353.24072265625
2023-02-07 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104499.11938476562,104499.11938476562
2023-02-08 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104785.1923828125,104785.1923828125
2023-02-09 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106641.73901367188,106641.73901367188
2023-02-10 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106262.84106445312,106262.84106445312
2023-02-13 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105738.07397460938,105738.07397460938
2023-02-14 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105217.11547851562,105217.11547851562
2023-02-15 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105563.79272460938,105563.79272460938
2023-02-16 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106313.98095703125,106313.98095703125
2023-02-17 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107361.6298828125,107361.6298828125
2023-02-20 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107056.60913085938,107056.60913085938
2023-02-21 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106736.43969726562,106736.43969726562
2023-02-22 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105935.09252929688,105935.09252929688
2023-02-23 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,102525.10620117188,102525.10620117188
2023-02-24 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,103758.3955078125,103758.3955078125
2023-02-27 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104190.31860351562,104190.31860351562
2023-02-28 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107179.75048828125,107179.75048828125
2023-03-01 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107638.19091796875,107638.19091796875
2023-03-02 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107372.9794921875,107372.9794921875
2023-03-03 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107181.64526367188,107181.64526367188
2023-03-06 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,108534.27685546875,108534.27685546875
2023-03-08 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,108344.82788085938,108344.82788085938
2023-03-09 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,108117.49291992188,108117.49291992188
2023-03-10 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107232.78515625,107232.78515625
2023-03-13 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105489.90600585938,105489.90600585938
2023-03-14 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104027.41552734375,104027.41552734375
2023-03-15 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107126.69677734375,107126.69677734375
2023-03-16 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109621.67797851562,109621.67797851562
2023-03-17 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,108462.275390625,108462.275390625
2023-03-20 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,108178.1162109375,108178.1162109375
2023-03-21 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107570.00756835938,107570.00756835938
2023-03-22 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107598.42919921875,107598.42919921875
2023-03-23 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106005.19921875,106005.19921875
2023-03-24 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106031.71655273438,106031.71655273438
2023-03-27 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106230.63940429688,106230.63940429688
2023-03-28 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105499.38940429688,105499.38940429688
2023-03-29 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104970.84228515625,104970.84228515625
2023-03-31 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104635.5146484375,104635.5146484375
2023-04-03 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105217.11547851562,105217.11547851562
2023-04-05 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106410.60498046875,106410.60498046875
2023-04-06 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106461.76391601562,106461.76391601562
2023-04-10 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105192.4833984375,105192.4833984375
2023-04-11 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,104338.1015625,104338.1015625
2023-04-12 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,105586.53002929688,105586.53002929688
2023-04-13 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106457.96484375,106457.96484375
2023-04-17 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107721.56103515625,107721.56103515625
2023-04-18 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,108157.283203125,108157.283203125
2023-04-19 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,106456.08911132812,106456.08911132812
2023-04-20 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,107749.97314453125,107749.97314453125
2023-04-21 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109199.21923828125,109199.21923828125
2023-04-24 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109540.2216796875,109540.2216796875
2023-04-25 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109801.6435546875,109801.6435546875
2023-04-26 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,110256.32299804688,110256.32299804688
2023-04-27 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109875.53979492188,109875.53979492188
2023-04-28 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109966.46044921875,109966.46044921875
2023-05-02 00:00:00+05:30,1039.078299798508,ASIANPAINT.NS,109860.3720703125,109860.3720703125
2023-05-03 00:00:00+05:30,110789.23741485673,,0.0,110789.23741485673
2023-05-04 00:00:00+05:30,833.5504126918531,,0.0,833.5504126918531
2023-05-05 00:00:00+05:30,833.5504126918531,INFY.NS,109659.58996582031,109659.58996582031
2023-05-08 00:00:00+05:30,833.5504126918531,INFY.NS,110225.69567871094,110225.69567871094
2023-05-09 00:00:00+05:30,833.5504126918531,INFY.NS,110669.86376953125,110669.86376953125
2023-05-10 00:00:00+05:30,833.5504126918531,INFY.NS,110021.00939941406,110021.00939941406
2023-05-11 00:00:00+05:30,833.5504126918531,INFY.NS,109398.28857421875,109398.28857421875
2023-05-12 00:00:00+05:30,833.5504126918531,INFY.NS,108448.96655273438,108448.96655273438
2023-05-15 00:00:00+05:30,833.5504126918531,INFY.NS,109594.25610351562,109594.25610351562
2023-05-16 00:00:00+05:30,833.5504126918531,INFY.NS,110112.47680664062,110112.47680664062
2023-05-17 00:00:00+05:30,833.5504126918531,INFY.NS,108597.04907226562,108597.04907226562
2023-05-18 00:00:00+05:30,833.5504126918531,INFY.NS,108518.6484375,108518.6484375
2023-05-19 00:00:00+05:30,833.5504126918531,INFY.NS,110513.10791015625,110513.10791015625
2023-05-22 00:00:00+05:30,833.5504126918531,INFY.NS,112594.64135742188,112594.64135742188
2023-05-23 00:00:00+05:30,833.5504126918531,INFY.NS,113226.05822753906,113226.05822753906
2023-05-24 00:00:00+05:30,833.5504126918531,INFY.NS,113104.13195800781,113104.13195800781
2023-05-25 00:00:00+05:30,833.5504126918531,INFY.NS,113600.56713867188,113600.56713867188
2023-05-26 00:00:00+05:30,833.5504126918531,INFY.NS,114741.474609375,114741.474609375
2023-05-29 00:00:00+05:30,833.5504126918531,INFY.NS,114475.85925292969,114475.85925292969
2023-05-30 00:00:00+05:30,833.5504126918531,INFY.NS,115298.89562988281,115298.89562988281
2023-05-31 00:00:00+05:30,833.5504126918531,INFY.NS,114815.53857421875,114815.53857421875
2023-06-01 00:00:00+05:30,833.5504126918531,INFY.NS,114920.05004882812,114920.05004882812
2023-06-02 00:00:00+05:30,833.5504126918531,INFY.NS,114655.25207519531,114655.25207519531
2023-06-05 00:00:00+05:30,833.5504126918531,INFY.NS,115140.70935058594,115140.70935058594
2023-06-06 00:00:00+05:30,833.5504126918531,INFY.NS,112889.96630859375,112889.96630859375
2023-06-07 00:00:00+05:30,833.5504126918531,INFY.NS,113768.18737792969,113768.18737792969
2023-06-08 00:00:00+05:30,833.5504126918531,INFY.NS,113225.37707519531,113225.37707519531
2023-06-09 00:00:00+05:30,833.5504126918531,INFY.NS,111738.10363769531,111738.10363769531
2023-06-12 00:00:00+05:30,833.5504126918531,INFY.NS,114032.9853515625,114032.9853515625
2023-06-13 00:00:00+05:30,833.5504126918531,INFY.NS,115171.599609375,115171.599609375
2023-06-14 00:00:00+05:30,833.5504126918531,INFY.NS,114778.82446289062,114778.82446289062
2023-06-15 00:00:00+05:30,833.5504126918531,INFY.NS,113578.4296875,113578.4296875
2023-06-16 00:00:00+05:30,833.5504126918531,INFY.NS,114006.51123046875,114006.51123046875
2023-06-19 00:00:00+05:30,833.5504126918531,INFY.NS,114213.93347167969,114213.93347167969
2023-06-20 00:00:00+05:30,833.5504126918531,INFY.NS,115043.61108398438,115043.61108398438
2023-06-21 00:00:00+05:30,833.5504126918531,INFY.NS,114686.14233398438,114686.14233398438
2023-06-22 00:00:00+05:30,833.5504126918531,INFY.NS,113115.04174804688,113115.04174804688
2023-06-23 00:00:00+05:30,833.5504126918531,INFY.NS,111654.25378417969,111654.25378417969
2023-06-26 00:00:00+05:30,833.5504126918531,INFY.NS,112126.47399902344,112126.47399902344
2023-06-27 00:00:00+05:30,833.5504126918531,INFY.NS,112903.20336914062,112903.20336914062
2023-06-28 00:00:00+05:30,833.5504126918531,INFY.NS,114156.55773925781,114156.55773925781
2023-06-30 00:00:00+05:30,833.5504126918531,INFY.NS,117876.88696289062,117876.88696289062
2023-07-03 00:00:00+05:30,833.5504126918531,INFY.NS,117718.00817871094,117718.00817871094
2023-07-04 00:00:00+05:30,833.5504126918531,INFY.NS,118728.64526367188,118728.64526367188
2023-07-05 00:00:00+05:30,118689.54020533182,,0.0,118689.54020533182
2023-07-06 00:00:00+05:30,964.1605812017078,,0.0,964.1605812017078
