Buy Date,Sell Date,Buy Price,Sell Price,MACD at Buy,Signal at Buy,MACD at Sell,Signal at Sell,Histogram at Buy,Histogram at Sell,Profit/Loss,Return %,Exit Reason,Days Held,Investment After Trade,Ticker,Name,Holding Period
2023-10-10 00:00:00+05:30,2023-10-16 00:00:00+05:30,2440.767097001604,2427.1298828125,-10.20807353468399,-11.055254818381965,-8.889076896733059,-8.602613722213563,0.8471812836979744,-0.2864631745194952,-18.50511116891792,-0.7581678395964447,MACD Bearish Crossover,4,100770.77430367669,ADANIENT.NS,Adani Enterprises,9
2023-11-15 00:00:00+05:30,2023-11-29 00:00:00+05:30,2218.470542787802,2394.40966796875,-56.04830370226364,-57.48666985063559,-11.904611890730393,-40.58387728321655,1.438366148371955,28.67926539248616,171.3262449701914,7.722718948293868,Holding Period Complete,9,100942.10054864688,ADANIENT.NS,Adani Enterprises,9
2024-01-11 00:00:00+05:30,2024-01-16 00:00:00+05:30,3062.1988572960004,3053.70654296875,111.25353911975208,110.08426312113903,107.11878332552214,110.14990139423048,1.1692759986130454,-3.031118068708338,-14.60821972751512,-0.4770500025728097,MACD Bearish Crossover,3,100927.49232891937,ADANIENT.NS,Adani Enterprises,9
2024-02-01 00:00:00+05:30,2024-02-14 00:00:00+05:30,3080.2323551146037,3204.2685546875,66.29119050024883,62.849731435157125,77.56894102342494,77.98601316012142,3.4414590650917063,-0.4170721366964756,117.75169866309419,3.8228187061139125,MACD Bearish Crossover,9,101045.24402758246,ADANIENT.NS,Adani Enterprises,9
2024-02-26 00:00:00+05:30,2024-02-28 00:00:00+05:30,3260.017676434199,3216.05810546875,74.40848424479327,73.60820970266175,66.8088092225812,72.36618953928581,0.8002745421315183,-5.557380316704609,-50.435646747352024,-1.5470973397456678,MACD Bearish Crossover,2,100994.80838083511,ADANIENT.NS,Adani Enterprises,9
2024-04-01 00:00:00+05:30,2024-04-15 00:00:00+05:30,3204.918370765163,3144.573486328125,-4.082986370280651,-12.565106520208266,12.24091413912356,11.42499336010305,8.482120149927615,0.8159207790205105,-66.6943762941315,-2.0810007800045294,Holding Period Complete,9,100928.11400454097,ADANIENT.NS,Adani Enterprises,9
2024-05-15 00:00:00+05:30,2024-05-23 00:00:00+05:30,3034.823848681329,3338.306233549462,-54.946270088626534,-62.29361205505561,21.601523985798394,-26.98542206200875,7.347341966429077,48.586946047807146,297.1092547859023,9.790000000000006,Take Profit,5,101225.22325932687,ADANIENT.NS,Adani Enterprises,9
2024-07-29 00:00:00+05:30,2024-08-09 00:00:00+05:30,3072.428987469395,3185.921142578125,-37.70913866839601,-38.13903531664876,8.93240060599328,-6.50827537954866,0.4298966482527504,15.44067598554194,107.23380497868249,3.490196369583323,Holding Period Complete,9,101332.45706430555,ADANIENT.NS,Adani Enterprises,9
2024-09-20 00:00:00+05:30,2024-10-04 00:00:00+05:30,2940.546412710575,3109.060302734375,-29.374752821529455,-31.447717772508184,25.535960166768746,9.56749616555041,2.0729649509787293,15.968464001218337,162.46428330835488,5.5249691896070585,Holding Period Complete,9,101494.9213476139,ADANIENT.NS,Adani Enterprises,9
2024-11-01 00:00:00+05:30,2024-11-13 00:00:00+05:30,2926.903361202883,2815.260498046875,-47.178085560712134,-47.706954480655796,-34.09304554859045,-32.65749984015645,0.5288689199436618,-1.435545708434006,-117.38502701525769,-4.010553562213118,MACD Bearish Crossover,8,101377.53632059864,ADANIENT.NS,Adani Enterprises,9
2024-12-04 00:00:00+05:30,2024-12-17 00:00:00+05:30,2468.8377922533846,2486.328857421875,-132.5449054504138,-139.00067312828872,-66.21584719700195,-90.33014752715887,6.455767677874917,24.114300330156922,12.535898518815163,0.5077651742917164,Holding Period Complete,9,101390.07221911746,ADANIENT.NS,Adani Enterprises,9
2025-01-20 00:00:00+05:30,2025-01-22 00:00:00+05:30,2388.7786902457387,2375.33544921875,-33.110281716759346,-34.77972057526132,-34.63530770683565,-34.59969810560076,1.6694388585019766,-0.035609601234888544,-18.207355166453233,-0.7622035159975494,MACD Bearish Crossover,2,101371.864863951,ADANIENT.NS,Adani Enterprises,9
2025-01-23 00:00:00+05:30,2025-01-24 00:00:00+05:30,2353.796580188679,2313.9169921875,-34.19381056919565,-34.51852059831974,-39.03145234589692,-35.42110694783518,0.3247100291240912,-3.610345398061746,-44.547301573555124,-1.8925722786964132,MACD Bearish Crossover,1,101327.31756237746,ADANIENT.NS,Adani Enterprises,9
2025-02-05 00:00:00+05:30,2025-02-14 00:00:00+05:30,2307.870007408703,2192.4765070382678,-47.170670318177145,-49.52015555300275,-42.27845398299041,-38.987618428667496,2.3494852348256074,-3.2908355543229177,-119.89384688488202,-5.194999999999996,Stop Loss,7,101207.42371549258,ADANIENT.NS,Adani Enterprises,9
2025-03-05 00:00:00+05:30,2025-03-19 00:00:00+05:30,2146.952322870511,2317.46484375,-50.809133241324616,-57.68776129475561,0.49824196037434376,-18.77379555329834,6.878628053430994,19.272037513672682,166.04810371286837,7.7341309326729375,Holding Period Complete,9,101373.47181920544,ADANIENT.NS,Adani Enterprises,9
2025-04-15 00:00:00+05:30,2025-04-28 00:00:00+05:30,2357.794414750528,2368.5888671875,18.399121640459725,17.637395116874593,32.602387359286695,33.29028979818408,0.761726523585132,-0.6879024388973818,6.068069155033796,0.25736209726647613,MACD Bearish Crossover,8,101379.53988836048,ADANIENT.NS,Adani Enterprises,9
2025-05-14 00:00:00+05:30,2025-05-27 00:00:00+05:30,2428.858291048951,2539.001708984375,18.01625973953969,12.795940623019966,50.61115702449251,42.228616864697955,5.220319116519725,8.382540159794559,105.17555793539084,4.330246779855101,Holding Period Complete,9,101484.71544629587,ADANIENT.NS,Adani Enterprises,9
2025-06-10 00:00:00+05:30,2025-06-12 00:00:00+05:30,2576.382593528725,2542.39990234375,40.18996228245351,37.746656866249275,38.31996051069109,38.39471746471841,2.4433054162042325,-0.07475695402732185,-39.101473680847484,-1.517688940263038,MACD Bearish Crossover,2,101445.61397261503,ADANIENT.NS,Adani Enterprises,9
2025-06-27 00:00:00+05:30,2025-07-09 00:00:00+05:30,2582.0,2583.0,21.588098728138448,14.38605840014998,28.368685074382483,28.45782729701421,7.202040327988469,-0.08914222263172533,-4.165,-0.16130906274206042,MACD Bearish Crossover,8,101441.44897261504,ADANIENT.NS,Adani Enterprises,9
2025-08-19 00:00:00+05:30,2025-09-01 00:00:00+05:30,2314.10009765625,2284.199951171875,-64.41709639150531,-66.63116417867325,-50.19660367447341,-52.7789457844143,2.2140677871679344,2.582342109940889,-34.49844653320312,-1.490793184276842,Holding Period Complete,9,101406.95052608183,ADANIENT.NS,Adani Enterprises,9
2022-01-04 00:00:00+05:30,2022-01-11 00:00:00+05:30,716.1785325053015,747.8989868164062,0.2066410423343541,0.041328208466870825,2.9217409400185943,1.171667997997992,0.16531283386748327,1.7500729420206023,30.256376791783023,4.224697532602885,Holding Period Complete,5,100030.25637679179,ADANIPORTS.NS,Adani Ports,5
2022-02-10 00:00:00+05:30,2022-02-14 00:00:00+05:30,711.6819480352574,680.108154296875,-4.050063235311086,-4.2666418876234395,-6.304508918453735,-4.6504963017199845,0.21657865231235363,-1.65401261673375,-32.96558384071452,-4.632066884894679,MACD Bearish Crossover,2,99997.29079295107,ADANIPORTS.NS,Adani Ports,5
2022-02-16 00:00:00+05:30,2022-02-22 00:00:00+05:30,705.8657015595853,689.6878662109375,-4.135355946040022,-4.7646149293692055,-5.02680504661555,-4.255454222135944,0.6292589833291835,-0.7713508244796063,-17.57338891641834,-2.4896221586614224,MACD Bearish Crossover,4,99979.71740403466,ADANIPORTS.NS,Adani Ports,5
2022-03-09 00:00:00+05:30,2022-03-16 00:00:00+05:30,677.1266842540493,707.5275268554688,-8.340958853405027,-8.616361527924443,0.05500498454898661,-3.9097442080718015,0.275402674519416,3.964749192620788,29.016188390309896,4.285193460109363,Holding Period Complete,5,100008.73359242496,ADANIPORTS.NS,Adani Ports,5
2022-04-21 00:00:00+05:30,2022-04-28 00:00:00+05:30,813.5881894442402,867.1561279296875,27.659722995155448,27.555471992639713,33.27114340110688,30.561154437497876,0.10425100251573483,2.709988963609007,51.88719416807333,6.377574655246327,Holding Period Complete,5,100060.62078659303,ADANIPORTS.NS,Adani Ports,5
2022-06-01 00:00:00+05:30,2022-06-08 00:00:00+05:30,712.659456036997,712.2196655273438,-19.617176492190197,-19.823547400849474,-13.737751186402875,-16.410916953418532,0.20637090865927732,2.6731657670156572,-1.8646696312175621,-0.26164946180420284,Holding Period Complete,5,100058.75611696181,ADANIPORTS.NS,Adani Ports,5
2022-06-27 00:00:00+05:30,2022-07-04 00:00:00+05:30,669.5021223829838,666.667236328125,-19.970385303408875,-20.30014081445357,-16.586102816874245,-18.724474139206535,0.329755511044695,2.13837132233229,-4.17105541356988,-0.6230085423364585,Holding Period Complete,5,100054.58506154825,ADANIPORTS.NS,Adani Ports,5
2022-08-16 00:00:00+05:30,2022-08-19 00:00:00+05:30,778.7208905771454,856.59297963486,22.29533372799233,21.409646286784547,27.90293070114444,23.39621673689707,0.8856874412077822,4.506713964247371,76.23677518750256,9.790000000000003,Take Profit,3,100130.82183673575,ADANIPORTS.NS,Adani Ports,5
2022-09-08 00:00:00+05:30,2022-09-15 00:00:00+05:30,853.3792717282711,938.7171989010983,23.79276795398812,22.56521676863871,40.29741824371604,31.14116463532031,1.2275511853494088,9.156253608395726,83.54583070219785,9.790000000000013,Take Profit,5,100214.36766743794,ADANIPORTS.NS,Adani Ports,5
2022-10-24 00:00:00+05:30,2022-11-01 00:00:00+05:30,789.4004445753802,828.5751342773438,-16.02663357439826,-16.697981136603765,-6.7407409633760835,-12.47858439576944,0.6713475622055043,5.7378434323933565,37.55671412311081,4.757625154786,Holding Period Complete,5,100251.92438156105,ADANIPORTS.NS,Adani Ports,5
2023-02-10 00:00:00+05:30,2023-02-17 00:00:00+05:30,551.2023084134236,569.559326171875,-65.4184521548043,-65.86953666969428,-50.07378949631948,-59.058899871704334,0.4510845148899847,8.985110375384856,17.236256123866134,3.1270290165291286,Holding Period Complete,5,100269.16063768492,ADANIPORTS.NS,Adani Ports,5
2023-04-12 00:00:00+05:30,2023-04-20 00:00:00+05:30,639.7883799084236,655.6354370117188,1.1183760558208178,0.4974005288067486,4.793330166510827,2.799016978257906,0.6209755270140691,1.9943131882529213,14.551633286374987,2.274444760696942,Holding Period Complete,5,100283.7122709713,ADANIPORTS.NS,Adani Ports,5
2023-05-22 00:00:00+05:30,2023-05-29 00:00:00+05:30,682.2604875154382,725.9137573242188,10.451465959330449,9.467578291764214,16.423617177698702,13.158547111950307,0.9838876675662345,3.265070065748395,42.24509556394092,6.191930551010402,Holding Period Complete,5,100325.95736653524,ADANIPORTS.NS,Adani Ports,5
2023-07-25 00:00:00+05:30,2023-08-01 00:00:00+05:30,721.6320843704748,758.3905639648438,1.8750831401741834,0.8557584540903466,9.453648222578408,4.874404257345385,1.019324686083837,4.579243965233023,35.27845694603364,4.888704051567949,Holding Period Complete,5,100361.23582348127,ADANIPORTS.NS,Adani Ports,5
2023-09-11 00:00:00+05:30,2023-09-18 00:00:00+05:30,827.4072380798503,823.6913452148438,14.693375561535163,12.951145438848162,15.39705623948521,15.365543288541524,1.7422301226870012,0.03151295094368578,-5.366991448301288,-0.6486517401946317,Holding Period Complete,5,100355.86883203297,ADANIPORTS.NS,Adani Ports,5
2023-11-06 00:00:00+05:30,2023-11-13 00:00:00+05:30,792.0319055182957,802.4859008789062,-7.807514359944321,-9.278636399893061,-0.346980088503301,-4.575734557204501,1.4711220399487406,4.2287544687012,8.859477554213317,1.1185758417668523,Holding Period Complete,5,100364.72830958718,ADANIPORTS.NS,Adani Ports,5
2023-11-28 00:00:00+05:30,2023-12-05 00:00:00+05:30,798.6709425519806,878.5380368071787,2.220244257474633,0.05573382155369273,24.780329404461895,8.368381849922185,2.16451043592094,16.411947554539708,78.18988527583898,9.79000000000001,Take Profit,5,100442.91819486303,ADANIPORTS.NS,Adani Ports,5
2024-01-05 00:00:00+05:30,2024-01-12 00:00:00+05:30,1115.1666330095104,1196.1236572265625,50.37608134138861,47.345543663612965,66.3263707338333,57.861279679799175,3.030537677775648,8.465091054034126,78.64573392681602,7.05237509793259,Holding Period Complete,5,100521.56392878984,ADANIPORTS.NS,Adani Ports,5
2024-02-02 00:00:00+05:30,2024-02-09 00:00:00+05:30,1220.499891976624,1259.9381103515625,42.57974061620962,42.209381422609034,46.47378438370856,45.07104748273299,0.370359193600585,1.4027369009755688,36.95778037261033,3.0280855095166346,Holding Period Complete,5,100558.52170916245,ADANIPORTS.NS,Adani Ports,5
2024-02-19 00:00:00+05:30,2024-02-21 00:00:00+05:30,1290.3093604134892,1279.2607421875,44.26580451960831,43.85807181743859,42.39230112077166,43.574347070241565,0.40773270216971724,-1.1820459494699023,-13.61818832859022,-1.0554204089650383,MACD Bearish Crossover,2,100544.90352083386,ADANIPORTS.NS,Adani Ports,5
2024-02-26 00:00:00+05:30,2024-02-27 00:00:00+05:30,1304.7766243999224,1317.361083984375,43.560913157273035,43.23580921983856,43.20682820205752,43.230013016282356,0.3251039374344771,-0.023184814224833872,9.962321876068291,0.7635270045284607,MACD Bearish Crossover,1,100554.86584270993,ADANIPORTS.NS,Adani Ports,5
2024-03-28 00:00:00+05:30,2024-04-05 00:00:00+05:30,1302.0517037398902,1363.0419921875,9.746000472090827,7.9115305265667715,27.818540635621957,19.331174030966213,1.8344699455240558,8.487366604655744,58.32519475168244,4.479483770433591,Holding Period Complete,5,100613.19103746161,ADANIPORTS.NS,Adani Ports,5
2024-05-15 00:00:00+05:30,2024-05-23 00:00:00+05:30,1320.8789400261887,1430.2254638671875,-3.218933287963182,-4.65971029304692,18.422517873147626,4.9598873482659105,1.4407770050837376,13.462630524881716,106.59541943710539,8.070037019061864,Holding Period Complete,5,100719.78645689871,ADANIPORTS.NS,Adani Ports,5
2024-06-14 00:00:00+05:30,2024-06-24 00:00:00+05:30,1388.693737762958,1453.1800537109375,16.44065162670654,16.2902333207826,29.431709441852718,22.946465923752633,0.1504183059239388,6.485243518100084,61.6444421565055,4.439023557188953,Holding Period Complete,5,100781.43089905522,ADANIPORTS.NS,Adani Ports,5
2024-07-29 00:00:00+05:30,2024-08-05 00:00:00+05:30,1532.5439526442526,1486.6173095703125,21.001017895521045,19.15222310122808,26.23959011670013,25.02118334386645,1.8487947942929637,1.2184067728336778,-48.94580433615468,-3.1937618657985993,Holding Period Complete,5,100732.48509471907,ADANIPORTS.NS,Adani Ports,5
2024-09-24 00:00:00+05:30,2024-10-01 00:00:00+05:30,1439.9941098864929,1460.3948974609375,-12.493021610754568,-13.948192858617825,-5.217087155908757,-9.414530264273862,1.455171247863257,4.197443108365105,17.50039856709719,1.2153104271014452,Holding Period Complete,5,100749.98549328616,ADANIPORTS.NS,Adani Ports,5
2024-10-30 00:00:00+05:30,2024-11-05 00:00:00+05:30,1351.4748689572286,1322.913818359375,-20.982258994574522,-21.825781515693762,-19.806924896266764,-19.804881583011262,0.8435225211192403,-0.0020433132555019995,-31.23543928517024,-2.3112112553947,MACD Bearish Crossover,4,100718.750054001,ADANIPORTS.NS,Adani Ports,5
2024-11-06 00:00:00+05:30,2024-11-12 00:00:00+05:30,1308.8322170332835,1319.5799560546875,-18.1108733618903,-19.46607993878707,-18.564898902753157,-18.388411256500127,1.355206576896773,-0.1764876462530296,8.119326848315987,0.6203489448571171,MACD Bearish Crossover,4,100726.86938084931,ADANIPORTS.NS,Adani Ports,5
2024-12-03 00:00:00+05:30,2024-12-10 00:00:00+05:30,1214.0932406306904,1242.7039794921875,-43.65195320134262,-49.891134637212424,-20.838220147077664,-33.72907564039181,6.239181435869803,12.890855493314149,26.153941641374235,2.154195474129148,Holding Period Complete,5,100753.02332249068,ADANIPORTS.NS,Adani Ports,5
2024-12-26 00:00:00+05:30,2025-01-03 00:00:00+05:30,1176.8246173688412,1193.7423095703125,-19.42578969854071,-21.036753800550752,-14.10845043951008,-16.80644882381914,1.6109641020100405,2.6979983843090594,14.547125274532101,1.2361336651043842,Holding Period Complete,5,100767.57044776522,ADANIPORTS.NS,Adani Ports,5
2025-01-17 00:00:00+05:30,2025-01-22 00:00:00+05:30,1139.9539697349558,1096.913330078125,-28.911032736378957,-29.147951772790705,-29.668693567043874,-28.864004931900514,0.2369190364117486,-0.8046886351433606,-45.27750695664384,-3.971871510493626,MACD Bearish Crossover,3,100722.29294080858,ADANIPORTS.NS,Adani Ports,5
2025-01-31 00:00:00+05:30,2025-02-06 00:00:00+05:30,1068.8001030438463,1158.4141845703125,-30.223601903568806,-30.89873920513795,-13.687753541155871,-24.49456101336922,0.6751373015691442,10.80680747221335,87.38686723885202,8.176165682430428,Holding Period Complete,5,100809.67980804743,ADANIPORTS.NS,Adani Ports,5
2025-02-20 00:00:00+05:30,2025-02-21 00:00:00+05:30,1068.8000831444135,1078.0052490234375,-12.980236108875488,-13.100647985821972,-13.700348690737428,-13.220588126805064,0.12041187694648414,-0.47976056393236455,7.058360546856129,0.6604004488931557,MACD Bearish Crossover,1,100816.73816859428,ADANIPORTS.NS,Adani Ports,5
2025-03-05 00:00:00+05:30,2025-03-12 00:00:00+05:30,1049.8920351832833,1122.8372802734375,-14.227782988613399,-15.477639420825987,2.9894736239111808,-5.43247399127333,1.2498564322125887,8.42194761518451,70.77251577469751,6.74093272479608,Holding Period Complete,5,100887.51068436899,ADANIPORTS.NS,Adani Ports,5
2025-04-16 00:00:00+05:30,2025-04-24 00:00:00+05:30,1195.7822803706051,1230.413818359375,14.097862678922866,11.674725813525594,25.460448759355813,19.92052468113051,2.4231368653972716,5.5399240782253045,32.2053418900399,2.6932446164078123,Holding Period Complete,5,100919.71602625903,ADANIPORTS.NS,Adani Ports,5
2025-05-02 00:00:00+05:30,2025-05-09 00:00:00+05:30,1236.683242281326,1299.9754638671875,21.2715204725871,20.146269630766334,40.447619633963086,32.119101088163795,1.1252508418207654,8.328518545799291,60.75556287971288,4.912782902082209,Holding Period Complete,5,100980.47158913875,ADANIPORTS.NS,Adani Ports,5
2025-06-02 00:00:00+05:30,2025-06-03 00:00:00+05:30,1418.39924315217,1425.3653564453125,48.827752350006676,47.60379162738527,47.12927207131702,47.50888771617162,1.2239607226214062,-0.37961564485460286,4.122348693545115,0.2906338757192116,MACD Bearish Crossover,1,100984.5939378323,ADANIPORTS.NS,Adani Ports,5
2025-06-30 00:00:00+05:30,2025-07-07 00:00:00+05:30,1432.699951171875,1435.5999755859375,12.042858660480306,11.597394596613578,14.273801731333151,13.60069956419941,0.4454640638667282,0.6731021671337416,0.031724487304687354,0.0022143148171910212,Holding Period Complete,5,100984.6256623196,ADANIPORTS.NS,Adani Ports,5
2025-07-16 00:00:00+05:30,2025-07-18 00:00:00+05:30,1442.9000244140625,1443.0999755859375,13.924399415983771,13.872309233145142,13.286004190678113,13.78777405125007,0.05209018283862932,-0.5017698605719563,-2.686048828125,-0.18615626742509478,MACD Bearish Crossover,2,100981.93961349147,ADANIPORTS.NS,Adani Ports,5
2025-08-20 00:00:00+05:30,2025-08-27 00:00:00+05:30,1358.0,1315.4000244140625,-18.623097875706435,-20.259235957003682,-18.269045453868785,-18.05535815813716,1.636138081297247,-0.21368729573162426,-45.273375610351565,-3.3338273645325156,MACD Bearish Crossover,5,100936.66623788112,ADANIPORTS.NS,Adani Ports,5
2025-09-01 00:00:00+05:30,2025-09-08 00:00:00+05:30,1316.0999755859375,1348.300048828125,-17.63422004831523,-18.27170668321151,-11.591306805574959,-15.21749943486417,0.6374866348962804,3.6261926292892106,29.535673217773436,2.244181579338145,Holding Period Complete,5,100966.20191109889,ADANIPORTS.NS,Adani Ports,5
2022-01-07 00:00:00+05:30,2022-01-14 00:00:00+05:30,4903.497788618857,4919.37109375,-0.7902891883304619,-1.43154003314303,3.672299881282015,3.9686352046859117,0.641250844812568,-0.29633532340389657,6.050436248773986,0.123390210612865,MACD Bearish Crossover,5,100006.05043624877,APOLLOHOSP.NS,Apollo Hospitals,22
2022-02-03 00:00:00+05:30,2022-02-08 00:00:00+05:30,4552.201920995266,4351.1376953125,-112.58994692406941,-113.20899094900409,-109.88844611280638,-108.76024972734017,0.6190440249346807,-1.128196385466211,-209.9675652990737,-4.612439626868917,MACD Bearish Crossover,3,99796.0828709497,APOLLOHOSP.NS,Apollo Hospitals,22
2022-02-09 00:00:00+05:30,2022-03-03 00:00:00+05:30,4381.351528281276,4819.486681109404,-100.88507870930334,-107.18521552373281,22.52987928099992,-31.66502882092922,6.3001368144294645,54.194908101929144,428.93431461873774,9.790000000000019,Take Profit,15,100225.01718556843,APOLLOHOSP.NS,Apollo Hospitals,22
2022-04-12 00:00:00+05:30,2022-04-27 00:00:00+05:30,4544.042868840331,4473.22998046875,-28.972061911167657,-30.18112020412542,1.7338248376336196,6.400718860442581,1.2090582929577636,-4.666894022808961,-79.83016122088989,-1.7568091570681652,MACD Bearish Crossover,9,100145.18702434754,APOLLOHOSP.NS,Apollo Hospitals,22
2022-05-24 00:00:00+05:30,2022-05-31 00:00:00+05:30,3573.777156775576,3931.1548724531335,-229.68791027256384,-233.11807183432634,-135.93600116790958,-195.96922546043683,3.430161561762503,60.03322429252725,349.872783648329,9.790000000000004,Take Profit,5,100495.05980799587,APOLLOHOSP.NS,Apollo Hospitals,22
2022-09-06 00:00:00+05:30,2022-09-16 00:00:00+05:30,4256.186107726643,4244.28515625,48.54361997203978,44.63803141672679,53.682485024345624,61.9406134895772,3.9055885553129883,-8.258128465231579,-20.4014227406197,-0.47933577677872535,MACD Bearish Crossover,8,100474.65838525526,APOLLOHOSP.NS,Apollo Hospitals,22
2022-09-21 00:00:00+05:30,2022-09-26 00:00:00+05:30,4518.246665175074,4292.33433191632,71.04191029947015,61.0151103023129,54.13109634904322,63.962191414019486,10.026799997157248,-9.831095064976267,-234.72291425584558,-5.195000000000011,Stop Loss,3,100239.93547099941,APOLLOHOSP.NS,Apollo Hospitals,22
2022-10-21 00:00:00+05:30,2022-11-04 00:00:00+05:30,4286.879407132906,4326.44921875,0.15979956362298253,-0.3749808261113383,20.810142639765218,22.65328904312728,0.5347803897343208,-1.8431464033620628,30.956482991211367,0.7221216192763228,MACD Bearish Crossover,9,100270.89195399062,APOLLOHOSP.NS,Apollo Hospitals,22
2022-11-14 00:00:00+05:30,2022-11-18 00:00:00+05:30,4388.53012375708,4362.6962890625,17.24824804119089,14.034247562294368,20.585347347114293,21.36304038249444,3.214000478896523,-0.7776930353801461,-34.585061107399795,-0.7880784711987132,MACD Bearish Crossover,4,100236.30689288322,APOLLOHOSP.NS,Apollo Hospitals,22
2022-11-23 00:00:00+05:30,2022-12-09 00:00:00+05:30,4411.140568205314,4646.2763671875,31.142227374009053,22.541586367199542,81.29588262164089,87.27719022231133,8.60064100680951,-5.981307600670448,226.0783820467935,5.125168390151171,MACD Bearish Crossover,12,100462.38527493001,APOLLOHOSP.NS,Apollo Hospitals,22
2023-02-01 00:00:00+05:30,2023-02-16 00:00:00+05:30,4176.6011034252715,4594.261213767799,-75.86847729163583,-76.20832363931207,14.207682990217108,-24.946661438605645,0.339846347676243,39.15434442882275,408.88924802533427,9.790000000000004,Take Profit,11,100871.27452295534,APOLLOHOSP.NS,Apollo Hospitals,22
2023-03-29 00:00:00+05:30,2023-04-03 00:00:00+05:30,4281.151073697016,4204.93359375,-22.384334470786598,-25.25343865965353,-27.483741476499745,-25.17636786872395,2.869104188866931,-2.3073736077757943,-84.70356461446283,-1.978523139135955,MACD Bearish Crossover,2,100786.57095834088,APOLLOHOSP.NS,Apollo Hospitals,22
2023-04-12 00:00:00+05:30,2023-05-16 00:00:00+05:30,4236.860845444671,4523.4560546875,-30.100858997607247,-31.93313485254404,67.43111123830568,61.933305537787945,1.8322758549367926,5.4978057005177305,277.8348923426966,6.557564727229955,Holding Period Complete,22,101064.40585068357,APOLLOHOSP.NS,Apollo Hospitals,22
