Date,Capital,Position,Position Value,Total Value
2024-01-01 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-02 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-03 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-04 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-05 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-08 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-09 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-10 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-11 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-12 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-15 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-16 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-17 00:00:00+05:30,100000.0,,0.0,100000.0
2024-01-18 00:00:00+05:30,1440.0971410307538,,0.0,1440.0971410307538
2024-01-19 00:00:00+05:30,1440.0971410307538,ASIANPAINT.NS,102350.54736328125,102350.54736328125
2024-01-23 00:00:00+05:30,1440.0971410307538,ASIANPAINT.NS,98757.11645507812,98757.11645507812
2024-01-24 00:00:00+05:30,1440.0971410307538,ASIANPAINT.NS,96970.90283203125,96970.90283203125
2024-01-25 00:00:00+05:30,95408.942764568,,0.0,95408.942764568
2024-01-29 00:00:00+05:30,251.76600146433339,,0.0,251.76600146433339
2024-01-30 00:00:00+05:30,251.76600146433339,AXISBANK.NS,96819.66796875,96819.66796875
2024-01-31 00:00:00+05:30,251.76600146433339,AXISBANK.NS,98073.4375,98073.4375
2024-02-01 00:00:00+05:30,251.76600146433339,AXISBANK.NS,99588.95556640625,99588.95556640625
2024-02-02 00:00:00+05:30,251.76600146433339,AXISBANK.NS,98009.14306640625,98009.14306640625
2024-02-05 00:00:00+05:30,251.76600146433339,AXISBANK.NS,97499.3583984375,97499.3583984375
2024-02-06 00:00:00+05:30,251.76600146433339,AXISBANK.NS,96447.669921875,96447.669921875
2024-02-07 00:00:00+05:30,251.76600146433339,AXISBANK.NS,98197.421875,98197.421875
2024-02-08 00:00:00+05:30,251.76600146433339,AXISBANK.NS,95147.990234375,95147.990234375
