Ticker,Name,Best Holding Period (days),Initial Investment,Final Investment,Total Profit/Loss,Return %,Number of Trades,Winning Trades,Losing Trades,Win Rate %,Avg Profit per Trade,Data Points,Test Period
BAJAJ-AUTO.NS,Bajaj Auto,29,100000,126380.91266272157,26380.912662721574,26.380912662721574,101,75,26,74.25742574257426,261.1971550764512,925,2022-01-03 to 2025-10-01
ULTRACEMCO.NS,UltraTech Cement,21,100000,119205.09939109748,19205.09939109748,19.20509939109748,93,61,32,65.59139784946237,206.5064450655643,926,2022-01-03 to 2025-10-01
MARUTI.NS,Maruti Suzuki,22,100000,117753.066645694,17753.066645693994,17.753066645693995,72,44,28,61.111111111111114,246.57037007908326,927,2022-01-03 to 2025-10-01
EICHERMOT.NS,Eicher Motors,21,100000,115718.8167039447,15718.8167039447,15.718816703944698,108,81,27,75.0,145.54459911059908,925,2022-01-03 to 2025-10-01
DIVISLAB.NS,Divi's Laboratories,30,100000,111539.05765547788,11539.057655477882,11.539057655477881,72,55,17,76.38888888888889,160.264689659415,925,2022-01-03 to 2025-10-01
ADANIENT.NS,Adani Enterprises,14,100000,108967.93673645557,8967.936736455566,8.967936736455567,130,82,48,63.07692307692307,68.98412874196589,927,2022-01-03 to 2025-10-01
APOLLOHOSP.NS,Apollo Hospitals,21,100000,108822.96514526098,8822.965145260983,8.822965145260984,90,59,31,65.55555555555556,98.03294605845537,926,2022-01-03 to 2025-10-01
MandM.NS,MandM.NS,29,100000,108421.13789442327,8421.137894423271,8.421137894423271,126,95,31,75.39682539682539,66.83442773351803,927,2022-01-03 to 2025-10-01
BRITANNIA.NS,Britannia Industries,28,100000,107600.49108007265,7600.49108007265,7.600491080072651,74,47,27,63.51351351351351,102.70933891990067,927,2022-01-03 to 2025-10-01
TITAN.NS,Titan Company,29,100000,106329.7937084406,6329.7937084406,6.329793708440601,80,53,27,66.25,79.1224213555075,927,2022-01-03 to 2025-10-01
LT.NS,Larsen & Toubro,28,100000,106101.33853076959,6101.338530769586,6.101338530769587,98,60,38,61.224489795918366,62.25855643642435,927,2022-01-03 to 2025-10-01
HCLTECH.NS,HCL Technologies,28,100000,104193.25741936543,4193.257419365429,4.1932574193654295,86,62,24,72.09302325581395,48.758807201923595,927,2022-01-03 to 2025-10-01
ADANIPORTS.NS,Adani Ports,28,100000,103951.48515580737,3951.4851558073715,3.9514851558073714,114,77,37,67.54385964912281,34.66215048953835,926,2022-01-03 to 2025-10-01
GRASIM.NS,Grasim Industries,15,100000,103747.97812286371,3747.978122863715,3.7479781228637146,78,55,23,70.51282051282051,48.05100157517583,926,2022-01-03 to 2025-10-01
SBILIFE.NS,SBI Life Insurance,28,100000,103746.03748009237,3746.0374800923746,3.746037480092375,76,57,19,75.0,49.28996684332072,925,2022-01-03 to 2025-10-01
INFY.NS,Infosys,28,100000,103693.7355188558,3693.7355188557995,3.6937355188557994,81,61,20,75.30864197530865,45.60167307229382,927,2022-01-03 to 2025-10-01
ASIANPAINT.NS,Asian Paints,28,100000,103692.85424405044,3692.854244050439,3.692854244050439,51,35,16,68.62745098039215,72.40890674608704,927,2022-01-03 to 2025-10-01
HINDUNILVR.NS,Hindustan Unilever,30,100000,103610.63009973477,3610.6300997347716,3.610630099734772,48,36,12,75.0,75.22146041114108,926,2022-01-03 to 2025-10-01
SUNPHARMA.NS,Sun Pharmaceutical,28,100000,103134.59328474378,3134.59328474378,3.13459328474378,69,50,19,72.46376811594203,45.42888818469246,927,2022-01-03 to 2025-10-01
TCS.NS,Tata Consultancy Services,21,100000,102908.68696854469,2908.6869685446873,2.9086869685446874,47,31,16,65.95744680851064,61.88695677754654,927,2022-01-03 to 2025-10-01
TATAMOTORS.NS,Tata Motors,28,100000,102891.33160571693,2891.3316057169286,2.8913316057169283,114,82,32,71.9298245614035,25.36255794488534,927,2022-01-03 to 2025-10-01
TECHM.NS,Tech Mahindra,28,100000,102873.07139194314,2873.0713919431437,2.8730713919431436,86,57,29,66.27906976744185,33.40780688305981,927,2022-01-03 to 2025-10-01
BHARTIARTL.NS,Bharti Airtel,30,100000,102671.98263978751,2671.982639787515,2.671982639787515,66,53,13,80.3030303030303,40.484585451325984,927,2022-01-03 to 2025-10-01
BAJAJFINSV.NS,Bajaj Finserv,27,100000,102655.95824052268,2655.958240522683,2.655958240522683,78,50,28,64.1025641025641,34.050746673367726,925,2022-01-03 to 2025-10-01
DRREDDY.NS,Dr. Reddy's Laboratories,21,100000,102268.78678809354,2268.7867880935373,2.2687867880935375,80,53,27,66.25,28.359834851169218,926,2022-01-03 to 2025-10-01
AXISBANK.NS,Axis Bank,28,100000,102066.13868935245,2066.138689352447,2.0661386893524467,93,62,31,66.66666666666666,22.216545046800505,927,2022-01-03 to 2025-10-01
INDUSINDBK.NS,IndusInd Bank,29,100000,101973.35392049274,1973.3539204927365,1.9733539204927364,88,52,36,59.09090909090909,22.42447636923564,927,2022-01-03 to 2025-10-01
HINDALCO.NS,Hindalco Industries,28,100000,101933.85041779059,1933.8504177905852,1.9338504177905853,124,83,41,66.93548387096774,15.595567885407945,926,2022-01-03 to 2025-10-01
ICICIBANK.NS,ICICI Bank,27,100000,101652.87271310299,1652.8727131029882,1.6528727131029881,65,43,22,66.15384615384615,25.428810970815203,927,2022-01-03 to 2025-10-01
BAJFINANCE.NS,Bajaj Finance,21,100000,101630.43438781356,1630.434387813555,1.630434387813555,89,59,30,66.29213483146067,18.319487503523092,927,2022-01-03 to 2025-10-01
CIPLA.NS,Cipla,29,100000,101505.47805489803,1505.4780548980343,1.5054780548980342,59,39,20,66.10169491525424,25.516577201661597,926,2022-01-03 to 2025-10-01
HDFCLIFE.NS,HDFC Life Insurance,29,100000,101284.59249216314,1284.5924921631376,1.2845924921631378,77,52,25,67.53246753246754,16.68301937874205,925,2022-01-03 to 2025-10-01
JSWSTEEL.NS,JSW Steel,28,100000,101280.40207128135,1280.4020712813508,1.2804020712813506,93,60,33,64.51612903225806,13.767764207326353,926,2022-01-03 to 2025-10-01
COALINDIA.NS,Coal India,28,100000,101113.51371765565,1113.5137176556455,1.1135137176556456,117,84,33,71.7948717948718,9.517211262014063,926,2022-01-03 to 2025-10-01
RELIANCE.NS,Reliance Industries,6,100000,101108.7020363853,1108.7020363852935,1.1087020363852935,60,42,18,70.0,18.478367273088224,927,2022-01-03 to 2025-10-01
SBIN.NS,State Bank of India,27,100000,101044.8503785227,1044.850378522693,1.044850378522693,81,51,30,62.96296296296296,12.89938738916905,927,2022-01-03 to 2025-10-01
KOTAKBANK.NS,Kotak Mahindra Bank,20,100000,100948.73233900708,948.7323390070815,0.9487323390070814,40,27,13,67.5,23.718308475177036,927,2022-01-03 to 2025-10-01
NTPC.NS,NTPC,28,100000,100796.6207708686,796.6207708685979,0.796620770868598,98,69,29,70.40816326530613,8.128783376210183,927,2022-01-03 to 2025-10-01
ITC.NS,ITC Limited,28,100000,100749.02169465106,749.0216946510627,0.7490216946510627,66,52,14,78.78787878787878,11.348813555319133,927,2022-01-03 to 2025-10-01
DABUR.NS,Dabur India,29,100000,100696.1829170186,696.1829170185956,0.6961829170185957,45,29,16,64.44444444444444,15.470731489302125,927,2022-01-03 to 2025-10-01
NESTLEIND.NS,Nestle India,1,100000,100628.24079009051,628.2407900905091,0.6282407900905091,47,35,12,74.46808510638297,13.366825321074662,927,2022-01-03 to 2025-10-01
BPCL.NS,Bharat Petroleum,14,100000,100617.39543022675,617.3954302267521,0.617395430226752,104,71,33,68.26923076923077,5.936494521411078,927,2022-01-03 to 2025-10-01
POWERGRID.NS,Power Grid Corporation,27,100000,100581.13046776771,581.1304677677108,0.5811304677677108,82,60,22,73.17073170731707,7.086956923996473,925,2022-01-03 to 2025-10-01
ONGC.NS,Oil and Natural Gas Corporation,28,100000,100539.90609613595,539.9060961359501,0.5399060961359501,102,71,31,69.6078431372549,5.293197020940687,926,2022-01-03 to 2025-10-01
HDFCBANK.NS,HDFC Bank,21,100000,100529.03261996816,529.0326199681585,0.5290326199681585,67,39,28,58.2089552238806,7.896009253256097,927,2022-01-03 to 2025-10-01
IOC.NS,Indian Oil Corporation,14,100000,100354.52932899828,354.5293289982801,0.3545293289982801,98,72,26,73.46938775510205,3.6176462142681642,927,2022-01-03 to 2025-10-01
TATASTEEL.NS,Tata Steel,24,100000,100313.1962550586,313.1962550586031,0.31319625505860316,83,55,28,66.26506024096386,3.7734488561277484,927,2022-01-03 to 2025-10-01
WIPRO.NS,Wipro,8,100000,100301.99775959911,301.99775959910767,0.3019977595991077,71,44,27,61.97183098591549,4.253489571818418,927,2022-01-03 to 2025-10-01
