Symbol,Entry Date,Entry Price,Exit Date,Exit Price,Quantity,Capital Invested,Net Proceeds,PnL,PnL %,Exit Reason,Signal Strength,Days Held,Market Regime
APOLLOHOSP.NS,2022-03-16 00:00:00+05:30,4889.3056640625,2022-03-28 00:00:00+05:30,4742.626494140625,6,29369.163984375,28427.303205878907,-941.860778496095,-3.206971703372913,Stop Loss,5.467651947853658,12,bull
HCLTECH.NS,2022-03-28 00:00:00+05:30,1008.9273071289062,2022-04-21 00:00:00+05:30,978.659487915039,33,33327.93113525391,32263.46733809509,-1064.4637971588163,-3.1939090153509064,Stop Loss,1.903627821122202,24,bull
WIPRO.NS,2022-03-28 00:00:00+05:30,284.8834533691406,2022-04-21 00:00:00+05:30,276.3369497680664,116,33079.810590820314,32023.03108692261,-1056.7795038977056,-3.194635897313641,Stop Loss,1.4430296215255534,24,bull
RELIANCE.NS,2022-03-28 00:00:00+05:30,1193.018798828125,2022-05-02 00:00:00+05:30,1265.13818359375,27,32244.837568359377,34124.57222607422,1879.734657714842,5.829567767955989,Max Hold Period,4.003015132561615,35,bull
ULTRACEMCO.NS,2022-04-21 00:00:00+05:30,6694.06982421875,2022-05-16 00:00:00+05:30,6493.247729492187,4,26809.609296875,25947.01792705078,-862.591369824222,-3.217470871254987,Stop Loss,13.526966333964824,25,bull
NESTLEIND.NS,2022-04-21 00:00:00+05:30,864.7308349609375,2022-05-16 00:00:00+05:30,838.7889099121094,38,32893.10172851563,31842.104598083497,-1050.9971304321298,-3.195190101275859,Stop Loss,1.5628618255068887,25,bull
TATAMOTORS.NS,2022-05-02 00:00:00+05:30,426.5105590820313,2022-05-16 00:00:00+05:30,413.7152423095703,78,33301.15360839845,32237.51911124634,-1063.6344971521066,-3.193986940091653,Stop Loss,0.7725877110853575,14,bull
KOTAKBANK.NS,2022-05-17 00:00:00+05:30,1833.5537109375,2022-06-10 00:00:00+05:30,1839.3364501953124,18,33037.296796875,33074.94804741211,37.651250537106534,0.1139658936643629,Trailing Stop,1.9989549796545258,24,bull
RELIANCE.NS,2022-06-10 00:00:00+05:30,1235.0164794921875,2022-06-23 00:00:00+05:30,1197.9659851074218,26,32143.758466796877,31115.968497180176,-1027.7899696167005,-3.197479133245614,Stop Loss,2.306542504801499,13,bull
SBILIFE.NS,2022-06-10 00:00:00+05:30,1147.943359375,2022-06-23 00:00:00+05:30,1113.50505859375,29,33323.687421875,32259.35505251953,-1064.3323693554703,-3.193921356544714,Stop Loss,2.1354916155266617,13,bull
COALINDIA.NS,2022-06-10 00:00:00+05:30,152.58766174316406,2022-06-23 00:00:00+05:30,148.01003189086913,199,30395.354299832266,29424.542349936677,-970.8119498955894,-3.1939484577777946,Stop Loss,1.4545159324340453,13,bull
HINDUNILVR.NS,2022-07-05 00:00:00+05:30,2284.720947265625,2022-08-11 00:00:00+05:30,2486.602294921875,14,32019.42326171875,34777.61969677734,2758.1964350585913,8.614135278183445,Max Hold Period,2.806565979736359,37,bull
LT.NS,2022-07-18 00:00:00+05:30,1661.7701416015625,2022-08-22 00:00:00+05:30,1832.10107421875,20,33268.73283203125,36605.379462890625,3336.6466308593735,10.029376975990017,Max Hold Period,4.935007031109109,35,bull
TATAMOTORS.NS,2022-07-18 00:00:00+05:30,444.2962341308594,2022-08-22 00:00:00+05:30,455.5789953613281,61,27129.596250431096,27762.528398323975,632.9321478928796,2.332995087911867,Trailing Stop,2.4631044651185494,35,bull
HCLTECH.NS,2022-08-22 00:00:00+05:30,855.0533447265625,2022-09-02 00:00:00+05:30,829.4017443847656,38,32525.357099609377,31485.74902033447,-1039.6080792749053,-3.1963002776298213,Stop Loss,0.9723405648378396,11,bull
TECHM.NS,2022-08-11 00:00:00+05:30,992.4398193359376,2022-09-15 00:00:00+05:30,997.7372436523438,33,32783.84403808594,32892.40371148682,108.55967340087955,0.33113771916057994,Max Hold Period,2.8390851205379852,35,bull
SUNPHARMA.NS,2022-09-29 00:00:00+05:30,903.9561157226562,2022-11-03 00:00:00+05:30,1012.4308496093751,36,32575.750166015627,36411.063075351565,3835.3129093359385,11.773521376453507,Take Profit,1.5436983894240228,35,bull
DIVISLAB.NS,2022-10-21 00:00:00+05:30,3505.22216796875,2022-11-14 00:00:00+05:30,3400.065502929687,9,31580.32951171875,30569.98893684082,-1010.3405748779332,-3.1992717951312653,Stop Loss,2.2551555746324246,24,bull
HINDALCO.NS,2022-11-14 00:00:00+05:30,446.7388610839844,2022-11-25 00:00:00+05:30,433.33669525146485,74,33092.005720214845,32034.848533159788,-1057.1571870550579,-3.194599916345579,Stop Loss,3.2431140605013056,11,bull
JSWSTEEL.NS,2022-11-14 00:00:00+05:30,708.905517578125,2022-12-19 00:00:00+05:30,738.5170288085938,46,32642.98380859375,33937.81154187012,1294.8277332763682,3.9666341191992553,Max Hold Period,2.3624495788880044,35,bull
DIVISLAB.NS,2023-01-06 00:00:00+05:30,3371.251220703125,2023-02-10 00:00:00+05:30,3270.1136840820313,9,30374.590986328127,29401.592133581544,-972.998852746583,-3.2033315384708834,Stop Loss,3.632140906015275,35,bull
SUNPHARMA.NS,2023-01-19 00:00:00+05:30,1010.649658203125,2023-02-10 00:00:00+05:30,990.8347521972655,32,32374.1190625,31675.005358242182,-699.1137042578193,-2.159483329594675,Trailing Stop,0.7171134539375087,22,bull
BAJAJ-AUTO.NS,2023-01-30 00:00:00+05:30,3605.6982421875,2023-03-06 00:00:00+05:30,3497.5272949218747,9,32484.6141796875,31446.267908642574,-1038.3462710449276,-3.1964248222292304,Stop Loss,3.268464243500361,35,bull
TECHM.NS,2023-02-10 00:00:00+05:30,937.2556762695312,2023-03-06 00:00:00+05:30,1008.7334545898437,35,32837.278669433595,35270.36523973389,2433.086570300293,7.409525602878652,Trailing Stop,0.8916275333930821,24,bull
ASIANPAINT.NS,2023-03-22 00:00:00+05:30,2758.93408203125,2023-04-17 00:00:00+05:30,2762.09130859375,12,33140.538984375,33111.95060742187,-28.588376953128318,-0.08626406760193936,Max Hold Period,1.3062161632079103,26,bull
ADANIENT.NS,2023-04-17 00:00:00+05:30,1876.0955810546875,2023-05-12 00:00:00+05:30,1961.9241943359375,17,31926.95487792969,33319.358592407225,1392.4037144775357,4.361216783126629,Max Hold Period,9.561184695115525,25,bull
DIVISLAB.NS,2023-04-17 00:00:00+05:30,3104.046142578125,2023-05-12 00:00:00+05:30,3253.622314453125,10,31073.79142578125,32503.686921386718,1429.8954956054658,4.601612580880982,Max Hold Period,9.080782665337352,25,bull
KOTAKBANK.NS,2023-04-17 00:00:00+05:30,1889.33935546875,2023-05-12 00:00:00+05:30,1954.5887451171875,17,32152.09904296875,33194.780658325195,1042.6816153564432,3.242965922576256,Max Hold Period,4.615813000709268,25,bull
WIPRO.NS,2023-05-12 00:00:00+05:30,183.8748321533203,2023-06-16 00:00:00+05:30,188.10840744018554,181,33314.67461975098,34013.57412492691,698.8995051759339,2.097872823772331,Trailing Stop,0.4522708030048891,35,bull
SUNPHARMA.NS,2023-06-16 00:00:00+05:30,970.7288208007812,2023-07-13 00:00:00+05:30,1052.585205078125,34,33038.109907226564,35752.10907568359,2713.999168457027,8.21475313230126,Max Hold Period,1.2655295662020993,27,bull
ONGC.NS,2023-07-14 00:00:00+05:30,152.56878662109375,2023-08-18 00:00:00+05:30,158.46824645996094,218,33293.32548339844,34511.53165054321,1218.2061671447736,3.659010175334472,Max Hold Period,1.143331094229395,35,bull
HCLTECH.NS,2023-08-22 00:00:00+05:30,1098.9954833984375,2023-09-28 00:00:00+05:30,1179.0904150390625,30,33003.19450195313,35337.3397387207,2334.145236767574,7.072482745963998,Trailing Stop,1.0849771473589964,37,bull
MARUTI.NS,2023-09-04 00:00:00+05:30,10155.5712890625,2023-10-09 00:00:00+05:30,10043.787324218749,3,30500.0438671875,30101.23061068359,-398.81325650391227,-1.3075825668990686,Trailing Stop,8.590267531151692,35,bull
