Ticker,Name,Holding Period,Final Investment,Total Profit/Loss,Return %,Number of Trades,Avg Profit per Trade
ADANIPORTS.NS,Adani Ports,1,100917.38926922408,917.389269224077,0.9173892692240769,55,16.679804894983217
ADANIPORTS.NS,Adani Ports,2,100584.2194635037,584.2194635037013,0.5842194635037012,42,13.909987226278602
ADANIPORTS.NS,Adani Ports,3,100967.9795027004,967.9795027004002,0.9679795027004001,50,19.359590054008002
ADANIPORTS.NS,Adani Ports,4,101039.40306657583,1039.4030665758328,1.0394030665758327,49,21.212307481139444
ADANIPORTS.NS,Adani Ports,5,100605.4470647288,605.4470647287962,0.6054470647287962,40,15.136176618219906
ADANIPORTS.NS,Adani Ports,6,100829.57318170632,829.5731817063206,0.8295731817063206,54,15.362466327894825
ADANIPORTS.NS,Adani Ports,7,101190.03378334922,1190.033783349223,1.190033783349223,69,17.246866425351058
ADANIPORTS.NS,Adani Ports,8,100962.74875718808,962.7487571880774,0.9627487571880774,56,17.19194209264424
ADANIPORTS.NS,Adani Ports,9,100656.93916113462,656.9391611346218,0.6569391611346218,44,14.930435480332314
ADANIPORTS.NS,Adani Ports,10,100807.17724383246,807.1772438324551,0.8071772438324551,49,16.473004976172554
ADANIPORTS.NS,Adani Ports,11,100894.23148078176,894.2314807817602,0.8942314807817603,48,18.62982251628667
ADANIPORTS.NS,Adani Ports,12,100658.20931065224,658.209310652237,0.6582093106522371,38,17.32129764874308
ADANIPORTS.NS,Adani Ports,13,100621.91013156321,621.9101315632142,0.6219101315632142,52,11.959810222369505
ADANIPORTS.NS,Adani Ports,14,101066.02726590695,1066.027265906945,1.066027265906945,71,15.014468533900635
ADANIPORTS.NS,Adani Ports,15,100779.5426300644,779.542630064403,0.779542630064403,54,14.43597463082228
ADANIPORTS.NS,Adani Ports,16,100549.84815237632,549.8481523763185,0.5498481523763185,44,12.4965489176436
ADANIPORTS.NS,Adani Ports,17,100569.43794433374,569.4379443337384,0.5694379443337384,50,11.388758886674768
ADANIPORTS.NS,Adani Ports,18,100973.44730804533,973.4473080453317,0.9734473080453319,48,20.28015225094441
ADANIPORTS.NS,Adani Ports,19,100661.16687697997,661.1668769799726,0.6611668769799726,38,17.399128341578226
ADANIPORTS.NS,Adani Ports,20,100895.64809880526,895.6480988052645,0.8956480988052644,51,17.561727427554207
ADANIPORTS.NS,Adani Ports,21,101283.14605236445,1283.1460523644491,1.2831460523644491,72,17.821472949506237
ADANIPORTS.NS,Adani Ports,22,100808.6572350234,808.6572350234055,0.8086572350234056,53,15.257683679686897
ADANIPORTS.NS,Adani Ports,23,100496.49847153995,496.4984715399478,0.4964984715399478,43,11.546476082324368
ADANIPORTS.NS,Adani Ports,24,100760.6448820807,760.6448820806982,0.7606448820806981,51,14.91460553099408
ADANIPORTS.NS,Adani Ports,25,100958.595376857,958.5953768570034,0.9585953768570034,47,20.395646316106458
ADANIPORTS.NS,Adani Ports,26,100602.82298448827,602.8229844882735,0.6028229844882735,36,16.74508290245204
ADANIPORTS.NS,Adani Ports,27,100824.28046509062,824.2804650906182,0.8242804650906183,53,15.552461605483362
ADANIPORTS.NS,Adani Ports,28,100986.0461798939,986.0461798939068,0.9860461798939069,72,13.695085831859817
ADANIPORTS.NS,Adani Ports,29,100925.28889147507,925.2888914750656,0.9252888914750657,55,16.823434390455738
ADANIPORTS.NS,Adani Ports,30,100734.55563866296,734.5556386629614,0.7345556386629615,45,16.323458636954697
NESTLEIND.NS,Nestle India,1,100369.82840517697,369.8284051769733,0.3698284051769733,93,3.976649518031971
NESTLEIND.NS,Nestle India,2,100246.49904823976,246.4990482397552,0.24649904823975521,68,3.624986003525812
NESTLEIND.NS,Nestle India,3,100199.78642376674,199.78642376673815,0.19978642376673816,66,3.02706702676876
NESTLEIND.NS,Nestle India,4,100390.15569815297,390.15569815297204,0.390155698152972,68,5.737583796367236
NESTLEIND.NS,Nestle India,5,100454.1573988438,454.1573988438031,0.45415739884380313,67,6.7784686394597475
NESTLEIND.NS,Nestle India,6,100449.90639962925,449.90639962925343,0.4499063996292534,89,5.0551280857219485
NESTLEIND.NS,Nestle India,7,100779.34338726853,779.3433872685273,0.7793433872685273,112,6.958423100611851
NESTLEIND.NS,Nestle India,8,100809.29217167794,809.2921716779383,0.8092921716779383,90,8.99213524086598
NESTLEIND.NS,Nestle India,9,100441.20099640841,441.20099640841363,0.4412009964084136,65,6.787707637052518
NESTLEIND.NS,Nestle India,10,100391.39504526729,391.39504526728706,0.3913950452672871,66,5.930227958595259
NESTLEIND.NS,Nestle India,11,100610.50223260421,610.502232604209,0.610502232604209,69,8.84785844353926
NESTLEIND.NS,Nestle India,12,100802.55727381776,802.557273817758,0.802557273817758,68,11.802312850261146
NESTLEIND.NS,Nestle India,13,100837.12372058656,837.1237205865618,0.8371237205865618,90,9.30137467318402
NESTLEIND.NS,Nestle India,14,100875.58985468834,875.58985468834,0.8755898546883399,111,7.888196889084144
NESTLEIND.NS,Nestle India,15,100643.30742853145,643.3074285314506,0.6433074285314506,87,7.394338258982191
NESTLEIND.NS,Nestle India,16,100342.43012959264,342.4301295926416,0.3424301295926416,64,5.350470774885025
NESTLEIND.NS,Nestle India,17,100228.29287088869,228.29287088869023,0.22829287088869024,65,3.5121980136721573
NESTLEIND.NS,Nestle India,18,100675.64110959586,675.641109595861,0.675641109595861,66,10.236986509028197
NESTLEIND.NS,Nestle India,19,100872.99472866087,872.9947286608658,0.8729947286608659,66,13.227192858497967
NESTLEIND.NS,Nestle India,20,100636.63584806363,636.6358480636263,0.6366358480636264,88,7.234498273450299
NESTLEIND.NS,Nestle India,21,100813.82706041785,813.8270604178542,0.8138270604178541,110,7.398427821980493
NESTLEIND.NS,Nestle India,22,100734.7675991589,734.7675991589058,0.7347675991589058,87,8.4456045880334
NESTLEIND.NS,Nestle India,23,100387.72145744174,387.72145744174486,0.38772145744174485,66,5.8745675369961345
NESTLEIND.NS,Nestle India,24,100295.09277365485,295.0927736548474,0.29509277365484743,67,4.404369756042499
NESTLEIND.NS,Nestle India,25,100427.5891475339,427.58914753390127,0.42758914753390126,66,6.478623447483352
NESTLEIND.NS,Nestle India,26,100762.63428943725,762.6342894372501,0.7626342894372501,65,11.73283522211154
NESTLEIND.NS,Nestle India,27,101012.95151373002,1012.9515137300186,1.0129515137300185,88,11.510812656022939
NESTLEIND.NS,Nestle India,28,101226.1133994731,1226.1133994731063,1.2261133994731062,110,11.146485449755511
NESTLEIND.NS,Nestle India,29,101105.78282077948,1105.782820779481,1.1057828207794809,89,12.424526076173944
NESTLEIND.NS,Nestle India,30,100714.57486257135,714.5748625713459,0.7145748625713458,67,10.665296456288745
SUNPHARMA.NS,Sun Pharmaceutical,1,100498.3364855807,498.33648558070126,0.49833648558070126,55,9.060663374194569
SUNPHARMA.NS,Sun Pharmaceutical,2,100447.14652012051,447.14652012051374,0.44714652012051376,41,10.90601268586619
SUNPHARMA.NS,Sun Pharmaceutical,3,100540.48195874025,540.4819587402453,0.5404819587402453,44,12.283680880460121
SUNPHARMA.NS,Sun Pharmaceutical,4,100422.71388178252,422.713881782518,0.422713881782518,45,9.39364181738929
SUNPHARMA.NS,Sun Pharmaceutical,5,100431.38603331796,431.38603331796185,0.4313860333179619,41,10.521610568730777
SUNPHARMA.NS,Sun Pharmaceutical,6,100851.33869229583,851.3386922958307,0.8513386922958307,55,15.478885314469649
SUNPHARMA.NS,Sun Pharmaceutical,7,100707.8576035475,707.857603547498,0.707857603547498,69,10.258805848514465
SUNPHARMA.NS,Sun Pharmaceutical,8,100460.90136130195,460.9013613019488,0.4609013613019488,54,8.535210394480533
SUNPHARMA.NS,Sun Pharmaceutical,9,100325.46166185803,325.46166185803304,0.32546166185803305,39,8.345170816872642
SUNPHARMA.NS,Sun Pharmaceutical,10,100389.84607045016,389.8460704501631,0.3898460704501631,44,8.860137964776435
SUNPHARMA.NS,Sun Pharmaceutical,11,100705.73531379779,705.7353137977916,0.7057353137977916,45,15.683006973284257
SUNPHARMA.NS,Sun Pharmaceutical,12,100834.98653508203,834.9865350820328,0.8349865350820327,42,19.880631787667447
SUNPHARMA.NS,Sun Pharmaceutical,13,100871.91199026153,871.9119902615348,0.8719119902615348,54,16.14651833817657
SUNPHARMA.NS,Sun Pharmaceutical,14,101296.42703764702,1296.427037647023,1.2964270376470233,69,18.788797647058306
SUNPHARMA.NS,Sun Pharmaceutical,15,101298.60272874238,1298.6027287423785,1.2986027287423785,54,24.048198680414416
SUNPHARMA.NS,Sun Pharmaceutical,16,100679.15488691459,679.1548869145918,0.6791548869145918,41,16.56475333938029
SUNPHARMA.NS,Sun Pharmaceutical,17,100803.97023436095,803.9702343609533,0.8039702343609533,42,19.142148437165556
SUNPHARMA.NS,Sun Pharmaceutical,18,101383.84690213829,1383.8469021382916,1.3838469021382918,44,31.451065957688446
SUNPHARMA.NS,Sun Pharmaceutical,19,101268.06563122335,1268.0656312233477,1.2680656312233478,43,29.48989840054297
SUNPHARMA.NS,Sun Pharmaceutical,20,101406.61346553775,1406.6134655377537,1.4066134655377536,55,25.574790282504612
