Ticker,Name,Holding Period,Final Investment,Total Profit/Loss,Return %,Number of Trades,Avg Profit per Trade
ADANIPORTS.NS,Adani Ports,5,100966.20191109889,966.2019110988913,0.9662019110988913,41,23.565900270704667
ADANIPORTS.NS,Adani Ports,6,100777.47865285915,777.4786528591503,0.7774786528591504,41,18.9628939721744
ADANIPORTS.NS,Adani Ports,7,100884.28104932066,884.2810493206634,0.8842810493206634,41,21.567830471235695
ADANIPORTS.NS,Adani Ports,8,100838.11992023127,838.119920231271,0.8381199202312709,41,20.44194927393344
ADANIPORTS.NS,Adani Ports,9,100833.30742887827,833.3074288782664,0.8333074288782664,41,20.324571436055276
ADANIPORTS.NS,Adani Ports,10,100797.86491445832,797.8649144583178,0.7978649144583178,41,19.46011986483702
ADANIPORTS.NS,Adani Ports,11,100726.99421383573,726.9942138357292,0.7269942138357292,40,18.174855345893228
ADANIPORTS.NS,Adani Ports,12,100828.65110302035,828.6511030203546,0.8286511030203546,40,20.716277575508865
ADANIPORTS.NS,Adani Ports,13,100816.90224352329,816.902243523291,0.816902243523291,40,20.422556088082274
ADANIPORTS.NS,Adani Ports,14,100843.68216515493,843.6821651549253,0.8436821651549252,40,21.092054128873134
ADANIPORTS.NS,Adani Ports,15,100831.46209765003,831.46209765003,0.8314620976500301,40,20.786552441250752
ADANIPORTS.NS,Adani Ports,16,100840.9576006032,840.9576006032003,0.8409576006032004,40,21.023940015080008
ADANIPORTS.NS,Adani Ports,17,100846.26753193865,846.2675319386472,0.8462675319386471,40,21.15668829846618
ADANIPORTS.NS,Adani Ports,18,100846.7591053029,846.7591053029028,0.8467591053029028,40,21.16897763257257
ADANIPORTS.NS,Adani Ports,19,100864.26197065935,864.2619706593541,0.8642619706593542,40,21.606549266483853
ADANIPORTS.NS,Adani Ports,20,100855.60888923844,855.6088892384432,0.8556088892384431,40,21.39022223096108
ADANIPORTS.NS,Adani Ports,21,100849.75823939714,849.7582393971388,0.8497582393971389,40,21.24395598492847
ADANIPORTS.NS,Adani Ports,22,100842.82596962176,842.8259696217574,0.8428259696217574,40,21.070649240543936
ADANIPORTS.NS,Adani Ports,23,100840.46596626482,840.4659662648191,0.8404659662648192,40,21.01164915662048
ADANIPORTS.NS,Adani Ports,24,100840.46596626482,840.4659662648191,0.8404659662648192,40,21.01164915662048
ADANIPORTS.NS,Adani Ports,25,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,26,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,27,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,28,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,29,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,30,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,31,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,32,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,33,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,34,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,35,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,36,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,37,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,38,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,39,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,40,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,41,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,42,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,43,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,44,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,45,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,46,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,47,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,48,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,49,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,50,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,51,100885.73934187517,885.7393418751744,0.8857393418751744,39,22.711265176286524
ADANIPORTS.NS,Adani Ports,52,100888.4253907033,888.425390703298,0.888425390703298,38,23.379615544823633
ADANIPORTS.NS,Adani Ports,53,100888.4253907033,888.425390703298,0.888425390703298,38,23.379615544823633
ADANIPORTS.NS,Adani Ports,54,100888.4253907033,888.425390703298,0.888425390703298,38,23.379615544823633
ADANIPORTS.NS,Adani Ports,55,100888.4253907033,888.425390703298,0.888425390703298,38,23.379615544823633
ADANIPORTS.NS,Adani Ports,56,100888.4253907033,888.425390703298,0.888425390703298,38,23.379615544823633
ADANIPORTS.NS,Adani Ports,57,100892.28979060565,892.289790605646,0.892289790605646,37,24.11594028663908
ADANIPORTS.NS,Adani Ports,58,100892.28979060565,892.289790605646,0.892289790605646,37,24.11594028663908
ADANIPORTS.NS,Adani Ports,59,100892.28979060565,892.289790605646,0.892289790605646,37,24.11594028663908
ADANIPORTS.NS,Adani Ports,60,100892.28979060565,892.289790605646,0.892289790605646,37,24.11594028663908
NESTLEIND.NS,Nestle India,5,100660.77353836632,660.7735383663239,0.6607735383663239,39,16.94291124016215
NESTLEIND.NS,Nestle India,6,100608.32469693567,608.3246969356696,0.6083246969356696,39,15.598069152196658
NESTLEIND.NS,Nestle India,7,100558.19537204553,558.1953720455349,0.5581953720455348,39,14.312701847321408
NESTLEIND.NS,Nestle India,8,100528.24689591026,528.2468959102553,0.5282468959102553,39,13.544792202827058
NESTLEIND.NS,Nestle India,9,100595.38702499965,595.3870249996544,0.5953870249996545,39,15.266333974350113
NESTLEIND.NS,Nestle India,10,100589.12510471157,589.1251047115657,0.5891251047115657,39,15.10577191568117
NESTLEIND.NS,Nestle India,11,100611.40187790492,611.401877904922,0.611401877904922,39,15.676971228331334
NESTLEIND.NS,Nestle India,12,100615.14867667202,615.1486766720191,0.615148676672019,39,15.773042991590232
NESTLEIND.NS,Nestle India,13,100640.27577076924,640.2757707692363,0.6402757707692363,39,16.417327455621443
NESTLEIND.NS,Nestle India,14,100679.59474983418,679.5947498341848,0.6795947498341848,39,17.425506406004736
NESTLEIND.NS,Nestle India,15,100615.54271608175,615.542716081749,0.6155427160817489,39,15.783146566198692
NESTLEIND.NS,Nestle India,16,100684.83828035175,684.8382803517452,0.6848382803517452,39,17.559955906455006
NESTLEIND.NS,Nestle India,17,100627.64280464374,627.6428046437359,0.6276428046437359,38,16.51691591167726
NESTLEIND.NS,Nestle India,18,100648.58038858036,648.5803885803616,0.6485803885803616,38,17.067904962641094
NESTLEIND.NS,Nestle India,19,100648.94105050663,648.9410505066335,0.6489410505066334,38,17.077396065964038
NESTLEIND.NS,Nestle India,20,100652.37596664435,652.3759666443511,0.6523759666443512,38,17.16778859590398
NESTLEIND.NS,Nestle India,21,100574.31086038213,574.3108603821311,0.5743108603821311,38,15.113443694266607
NESTLEIND.NS,Nestle India,22,100591.85140774543,591.8514077454311,0.5918514077454311,38,15.575037045932396
NESTLEIND.NS,Nestle India,23,100614.05281692512,614.0528169251193,0.6140528169251193,38,16.159284655924193
NESTLEIND.NS,Nestle India,24,100593.67709487921,593.6770948792109,0.5936770948792109,38,15.623081444189761
NESTLEIND.NS,Nestle India,25,100594.15976602178,594.1597660217813,0.5941597660217812,38,15.635783316362664
NESTLEIND.NS,Nestle India,26,100594.6084136048,594.6084136048012,0.5946084136048011,38,15.647589831705295
NESTLEIND.NS,Nestle India,27,100575.12913308722,575.1291330872191,0.5751291330872191,38,15.134977186505765
NESTLEIND.NS,Nestle India,28,100579.94182046514,579.9418204651447,0.5799418204651446,38,15.261626854345913
NESTLEIND.NS,Nestle India,29,100576.06203713994,576.0620371399418,0.5760620371399419,38,15.159527293156364
NESTLEIND.NS,Nestle India,30,100561.7226311341,561.7226311340928,0.5617226311340928,38,14.782174503528758
NESTLEIND.NS,Nestle India,31,100556.54166006476,556.5416600647586,0.5565416600647587,38,14.645833159598912
NESTLEIND.NS,Nestle India,32,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,33,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,34,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,35,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,36,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,37,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,38,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,39,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,40,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,41,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,42,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,43,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,44,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,45,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,46,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,47,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,48,100553.71807046514,553.71807046514,0.5537180704651401,38,14.571528170135265
NESTLEIND.NS,Nestle India,49,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,50,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,51,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,52,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,53,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,54,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,55,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,56,100585.0691705628,585.0691705627978,0.5850691705627977,37,15.812680285481022
NESTLEIND.NS,Nestle India,57,100587.58116200447,587.5811620044697,0.5875811620044696,36,16.321698944568602
