Ticker,Name,Holding Period,Final Investment,Total Profit/Loss,Return %,Number of Trades,Avg Profit per Trade
ADANIPORTS.NS,Adani Ports,1,101613.80262871693,1613.8026287169341,1.613802628716934,112,14.408952042115484
ADANIPORTS.NS,Adani Ports,2,101419.44351188776,1419.443511887759,1.419443511887759,99,14.337813251391506
ADANIPORTS.NS,Adani Ports,3,101786.29327957988,1786.2932795798843,1.7862932795798843,101,17.686072075048358
ADANIPORTS.NS,Adani Ports,4,101948.36709075913,1948.3670907591295,1.9483670907591295,108,18.040436025547496
ADANIPORTS.NS,Adani Ports,5,101841.87797713664,1841.877977136639,1.8418779771366391,104,17.710365164775375
ADANIPORTS.NS,Adani Ports,6,101966.63385760048,1966.6338576004782,1.966633857600478,113,17.403839447791842
ADANIPORTS.NS,Adani Ports,7,101909.12975592045,1909.129755920454,1.909129755920454,119,16.043107192608858
ADANIPORTS.NS,Adani Ports,8,101885.27623490995,1885.2762349099503,1.88527623490995,114,16.537510832543422
ADANIPORTS.NS,Adani Ports,9,101619.5270114698,1619.527011469807,1.6195270114698068,96,16.870073036143822
ADANIPORTS.NS,Adani Ports,10,102191.78690723934,2191.786907239337,2.191786907239337,99,22.13926168928623
ADANIPORTS.NS,Adani Ports,11,102529.22300980389,2529.2230098038854,2.5292230098038853,103,24.55556320197947
ADANIPORTS.NS,Adani Ports,12,102122.52701772425,2122.527017724249,2.1225270177242495,95,22.342389660255254
ADANIPORTS.NS,Adani Ports,13,102314.46973320666,2314.469733206657,2.314469733206657,110,21.040633938242337
ADANIPORTS.NS,Adani Ports,14,102444.65567060241,2444.655670602413,2.4446556706024127,116,21.0746178500208
ADANIPORTS.NS,Adani Ports,15,102755.99667313183,2755.9966731318273,2.7559966731318273,110,25.05451521028934
ADANIPORTS.NS,Adani Ports,16,102686.09237584332,2686.09237584332,2.68609237584332,93,28.882713718745375
ADANIPORTS.NS,Adani Ports,17,102657.11438495178,2657.114384951783,2.657114384951783,95,27.96962510475561
ADANIPORTS.NS,Adani Ports,18,102819.83655640851,2819.8365564085107,2.819836556408511,103,27.377053945713694
ADANIPORTS.NS,Adani Ports,19,102778.6430816221,2778.6430816220964,2.7786430816220964,96,28.944198766896836
