Symbol,Entry Date,Entry Price,Exit Date,Exit Price,Quantity,Capital Invested,Net Proceeds,PnL,PnL %,Exit Reason,Signal Strength,Days Held,Market Regime
SBILIFE.NS,2023-01-13 00:00:00+05:30,1305.0413818359375,2023-01-27 00:00:00+05:30,1265.8901403808593,25,32659.36454589844,31615.60625601196,-1043.7582898864785,-3.195892830124155,Stop Loss,1.5227389336327732,14,bull
BAJAJ-AUTO.NS,2023-01-30 00:00:00+05:30,3605.6982421875,2023-03-06 00:00:00+05:30,3515.5557861328125,10,36095.311921875,35120.4023034668,-974.9096184082009,-2.7009314132491875,Stop Loss,3.595310667850397,35,bull
LT.NS,2023-04-05 00:00:00+05:30,2199.46630859375,2023-05-12 00:00:00+05:30,2234.2619091796873,17,37429.25674609375,37944.47000359863,515.2132575048818,1.376498766726516,Trailing Stop,2.7546843178542417,37,bull
KOTAKBANK.NS,2023-04-17 00:00:00+05:30,1889.33935546875,2023-06-16 00:00:00+05:30,1895.9510827636718,17,32152.09904296875,32198.93723857544,46.838195606687805,0.14567694489896987,Trailing Stop,4.615813000709268,60,bull
SUNPHARMA.NS,2023-06-16 00:00:00+05:30,970.7288208007812,2023-08-04 00:00:00+05:30,1116.3381439208983,39,37896.75351123047,43493.65042530212,5596.896914071651,14.76880311769462,Take Profit,1.3920825228223095,49,bull
BHARTIARTL.NS,2023-04-28 00:00:00+05:30,784.6759643554688,2023-08-17 00:00:00+05:30,847.17185546875,36,28276.73469309952,30467.688610078127,2190.9539169786076,7.748256440349439,Trailing Stop,1.5123698065006943,111,bull
TITAN.NS,2023-08-31 00:00:00+05:30,3085.04052734375,2023-10-27 00:00:00+05:30,3182.3362622070313,10,30883.7352734375,31791.53925944824,907.8039860107383,2.9394241919678765,Trailing Stop,1.6845264176691817,57,bull
EICHERMOT.NS,2023-08-31 00:00:00+05:30,3257.79345703125,2023-11-20 00:00:00+05:30,3746.462475585937,11,35874.05752734375,41169.876144213864,5295.818616870114,14.76225155973383,Take Profit,1.9862292615004047,81,bull
GRASIM.NS,2023-11-28 00:00:00+05:30,1953.4342041015625,2025-10-01 00:00:00+05:30,2789.699951171875,19,37153.57937792969,52951.29477319336,15797.715395263673,42.52003618431439,End of backtest,1.8593926911421728,673,bull
RELIANCE.NS,2023-11-28 00:00:00+05:30,1188.404052734375,2025-10-01 00:00:00+05:30,1368.699951171875,28,33308.6434765625,38285.275034179685,4976.631557617184,14.940961378745342,End of backtest,1.604404539639891,673,bull
