Date,Symbol,Signal Strength,Entry Price,Reason,Active Position
2022-02-08 00:00:00+05:30,WIPRO.NS,1.1148727393888997,265.9212951660156,Capital locked in active position,HCLTECH.NS
2022-02-10 00:00:00+05:30,TECHM.NS,14.512301070710146,1333.4771728515625,Capital locked in active position,HCLTECH.NS
2022-05-26 00:00:00+05:30,BAJAJFINSV.NS,10.82180096209914,1245.27587890625,Capital locked in active position,TITAN.NS
2022-06-22 00:00:00+05:30,ULTRACEMCO.NS,42.71455800177254,5289.50341796875,Capital locked in active position,DIVISLAB.NS
2022-06-27 00:00:00+05:30,TECHM.NS,11.868244954666316,914.5919799804688,Capital locked in active position,DIVISLAB.NS
2022-06-28 00:00:00+05:30,HINDALCO.NS,8.296875922866445,333.8430480957031,Capital locked in active position,DIVISLAB.NS
2022-10-28 00:00:00+05:30,WIPRO.NS,0.4863305941819438,183.42306518554688,Capital locked in active position,INFY.NS
2023-02-13 00:00:00+05:30,NESTLEIND.NS,1.7524830809986947,914.6912231445312,Capital locked in active position,RELIANCE.NS
2023-02-17 00:00:00+05:30,ADANIENT.NS,47.11224828910494,1720.2659912109375,Capital locked in active position,RELIANCE.NS
2023-02-20 00:00:00+05:30,HDFCLIFE.NS,1.880577509018103,503.1739807128906,Capital locked in active position,RELIANCE.NS
2023-02-21 00:00:00+05:30,DIVISLAB.NS,36.499323295756184,2864.5185546875,Capital locked in active position,RELIANCE.NS
2023-03-29 00:00:00+05:30,INDUSINDBK.NS,13.272672132254108,1034.1480712890625,Capital locked in active position,CIPLA.NS
2023-03-31 00:00:00+05:30,MandM.NS,9.37133514382295,1129.2755126953125,Capital locked in active position,CIPLA.NS
2023-05-02 00:00:00+05:30,INFY.NS,17.01641288531271,1196.31982421875,Capital locked in active position,CIPLA.NS
2024-11-11 00:00:00+05:30,HINDUNILVR.NS,8.223954415982773,2465.12646484375,Capital locked in active position,NESTLEIND.NS
2024-11-12 00:00:00+05:30,INDUSINDBK.NS,10.47005194533427,1059.550048828125,Capital locked in active position,NESTLEIND.NS
2024-11-28 00:00:00+05:30,ASIANPAINT.NS,14.453318468248284,2435.578857421875,Capital locked in active position,DABUR.NS
2024-11-29 00:00:00+05:30,BRITANNIA.NS,35.70908908627822,4877.2333984375,Capital locked in active position,DABUR.NS
2024-12-02 00:00:00+05:30,BAJAJ-AUTO.NS,36.567707365668525,8904.669921875,Capital locked in active position,DABUR.NS
2024-12-03 00:00:00+05:30,BAJAJFINSV.NS,11.099042118553337,1606.3173828125,Capital locked in active position,DABUR.NS
2025-01-02 00:00:00+05:30,NTPC.NS,2.7521076453838162,332.02252197265625,Capital locked in active position,HINDUNILVR.NS
2025-03-11 00:00:00+05:30,TCS.NS,15.97516101216555,3531.815673828125,Capital locked in active position,DRREDDY.NS
