Strategy,Initial Investment,Final Value,Total Return,Return %,Number of Trades,Buy Trades,Sell Trades,Winning Trades,Losing Trades,Win Rate %,Avg Holding Days,Min RS Threshold,Exit RS Threshold,Lookback Period,Test Period,Trading Days
Sequential RS (Alphabetical),100000,68875.57780126954,-31124.422198730463,-31.12442219873046,40,20,19,8,11,42.10526315789473,31.842105263157894,5.0,-2.0,20,2024-01-31 to 2025-10-01,412
