Trade #,Ticker,Name,Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,Shares,Investment,Proceeds,Profit/Loss,Return %,Days Held,Exit Reason,Capital After Trade,RSI at Buy
38,IOC.NS,Indian Oil Corporation,2024-11-18 00:00:00+05:30,2024-12-13 00:00:00+05:30,130.50660866710763,141.18557739257812,141.18557739257812,1009,131681.1681451116,142182.1101733771,10500.942028265505,7.974520712554396,25,Take Profit,142182.1101733771,27.777798696838175
39,SBILIFE.NS,SBI Life Insurance,2024-12-16 00:00:00+05:30,2025-01-17 00:00:00+05:30,1412.96073891498,1537.5736083984375,1537.5736083984375,100,141296.073891498,153462.3074051124,12166.233513614396,8.610454047687773,32,Take Profit,153462.3074051124,32.22641193272237
40,SUNPHARMA.NS,Sun Pharmaceutical,2025-01-20 00:00:00+05:30,2025-01-28 00:00:00+05:30,1751.9398347174554,1699.3816396759316,1816.6356201171875,87,152418.76562041862,147545.93768353385,-4872.8279368847725,-3.196999999999993,8,Stop Loss,147545.93768353385,27.715680317597105
41,ASIANPAINT.NS,Asian Paints,2025-01-29 00:00:00+05:30,2025-03-04 00:00:00+05:30,2191.82779169271,2126.0729579419285,2332.826904296875,67,146852.46204341156,142157.5888318837,-4694.873211527854,-3.1969999999999907,34,Stop Loss,142157.5888318837,28.015212497441837
42,BAJAJ-AUTO.NS,Bajaj Auto,2025-03-05 00:00:00+05:30,2025-03-20 00:00:00+05:30,7120.537658058217,7724.2373046875,7724.2373046875,19,135290.21550310613,146478.45806477033,11188.2425616642,8.269809106340976,15,Take Profit,146478.45806477033,15.907205500499927
43,INDUSINDBK.NS,IndusInd Bank,2025-03-21 00:00:00+05:30,2025-03-25 00:00:00+05:30,672.2999877929688,652.1309881591797,672.2999877929688,217,145889.09735107422,141225.02290876038,-4664.0744423138385,-3.196999999999997,4,Stop Loss,141225.02290876038,13.399336364362455
44,INFY.NS,Infosys,2025-03-26 00:00:00+05:30,2025-04-01 00:00:00+05:30,1572.8696037624018,1525.6835156495297,1581.301025390625,89,139985.39473485376,135510.06166518046,-4475.333069673303,-3.19700000000002,6,Stop Loss,135510.06166518046,31.43943432779264
45,HINDALCO.NS,Hindalco Industries,2025-04-02 00:00:00+05:30,2025-04-04 00:00:00+05:30,647.9979182553545,628.5579807076939,647.9979182553545,209,135431.5649153691,131101.81778502476,-4329.747130344331,-3.196999999999986,2,Stop Loss,131101.81778502476,34.105656868175075
46,INFY.NS,Infosys,2025-04-07 00:00:00+05:30,2025-04-08 00:00:00+05:30,1288.8655111580174,1408.9755859375,1408.9755859375,101,130175.41662695976,142034.05222888084,11858.63560192108,9.109735086083155,1,Take Profit,142034.05222888084,24.47173560279866
47,JSWSTEEL.NS,JSW Steel,2025-04-09 00:00:00+05:30,2025-04-21 00:00:00+05:30,935.5307621063096,1031.2230224609375,1031.2230224609375,151,141265.14507805274,155417.6965701319,14152.551492079161,10.018431286967143,12,Take Profit,155417.6965701319,28.751184890279177
48,TATASTEEL.NS,Tata Steel,2025-04-22 00:00:00+05:30,2025-05-12 00:00:00+05:30,134.56193578295367,148.1744842529297,148.1744842529297,1154,155284.47389352854,170667.07699915944,15382.6031056309,9.906079287861095,20,Take Profit,170667.07699915944,31.239146137959963
49,EICHERMOT.NS,Eicher Motors,2025-05-13 00:00:00+05:30,2025-08-14 00:00:00+05:30,5323.47300378659,5764.0,5764.0,32,170351.1361211709,184093.20086387882,13742.064742707938,8.066905249715035,93,Take Profit,184093.20086387882,31.750012983576383
50,ICICIBANK.NS,ICICI Bank,2025-08-18 00:00:00+05:30,2025-09-24 00:00:00+05:30,1431.0,1388.07,1446.0,128,183168.0,177312.11904,-5855.8809600000095,-3.1970000000000054,37,Stop Loss,177312.11904,20.30257486145949
51,TITAN.NS,Titan Company,2025-09-25 00:00:00+05:30,2025-10-01 00:00:00+05:30,3370.0,3408.300048828125,3408.300048828125,52,175240.0,176879.13093652343,1639.1309365234338,0.9353634652610329,6,End of Period,176879.13093652343,6.833219298136029
