Date,Capital,Position,Position Value,Total Value
2025-01-01 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-02 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-03 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-06 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-07 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-08 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-09 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-10 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-13 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-14 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-15 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-16 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-17 00:00:00+05:30,100000.0,,0.0,100000.0
2025-01-20 00:00:00+05:30,5893.722966525747,,0.0,5893.722966525747
2025-01-21 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,96607.62890625,96607.62890625
2025-01-22 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,96241.1201171875,96241.1201171875
2025-01-23 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,96631.3701171875,96631.3701171875
2025-01-24 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,94176.7763671875,94176.7763671875
2025-01-27 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,93484.2548828125,93484.2548828125
2025-01-28 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,93672.7421875,93672.7421875
2025-01-29 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,94724.806640625,94724.806640625
2025-01-30 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,95288.18359375,95288.18359375
2025-01-31 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,95090.6181640625,95090.6181640625
2025-02-01 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,95517.87109375,95517.87109375
2025-02-03 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,94925.1611328125,94925.1611328125
2025-02-04 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,94835.111328125,94835.111328125
2025-02-05 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,96963.6650390625,96963.6650390625
2025-02-06 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,95980.71875,95980.71875
2025-02-07 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,94812.0673828125,94812.0673828125
2025-02-10 00:00:00+05:30,5893.722966525747,APOLLOHOSP.NS,94402.9775390625,94402.9775390625
2025-02-11 00:00:00+05:30,91097.69935671409,,0.0,91097.69935671409
2025-02-12 00:00:00+05:30,51.358595556623186,,0.0,51.358595556623186
2025-02-13 00:00:00+05:30,51.358595556623186,POWERGRID.NS,92892.35961914062,92892.35961914062
2025-02-14 00:00:00+05:30,51.358595556623186,POWERGRID.NS,92247.15454101562,92247.15454101562
2025-02-17 00:00:00+05:30,51.358595556623186,POWERGRID.NS,94344.08203125,94344.08203125
2025-02-18 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95688.27026367188,95688.27026367188
2025-02-19 00:00:00+05:30,51.358595556623186,POWERGRID.NS,94290.30395507812,94290.30395507812
2025-02-20 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95258.13354492188,95258.13354492188
2025-02-21 00:00:00+05:30,51.358595556623186,POWERGRID.NS,93878.09692382812,93878.09692382812
2025-02-24 00:00:00+05:30,51.358595556623186,POWERGRID.NS,92892.35961914062,92892.35961914062
2025-02-25 00:00:00+05:30,51.358595556623186,POWERGRID.NS,91673.62976074219,91673.62976074219
2025-02-27 00:00:00+05:30,51.358595556623186,POWERGRID.NS,91852.84973144531,91852.84973144531
2025-02-28 00:00:00+05:30,51.358595556623186,POWERGRID.NS,89917.22351074219,89917.22351074219
2025-03-03 00:00:00+05:30,51.358595556623186,POWERGRID.NS,90508.66149902344,90508.66149902344
2025-03-04 00:00:00+05:30,51.358595556623186,POWERGRID.NS,91046.337890625,91046.337890625
2025-03-05 00:00:00+05:30,51.358595556623186,POWERGRID.NS,94774.21875,94774.21875
2025-03-06 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95580.73608398438,95580.73608398438
2025-03-07 00:00:00+05:30,51.358595556623186,POWERGRID.NS,94379.91943359375,94379.91943359375
2025-03-10 00:00:00+05:30,51.358595556623186,POWERGRID.NS,97247.52685546875,97247.52685546875
2025-03-11 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95813.72314453125,95813.72314453125
2025-03-12 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95742.03735351562,95742.03735351562
2025-03-13 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95939.18701171875,95939.18701171875
2025-03-17 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95831.65283203125,95831.65283203125
2025-03-18 00:00:00+05:30,51.358595556623186,POWERGRID.NS,95831.65283203125,95831.65283203125
2025-03-19 00:00:00+05:30,99171.97530840877,,0.0,99171.97530840877
2025-03-20 00:00:00+05:30,177.1569748079346,,0.0,177.1569748079346
2025-03-21 00:00:00+05:30,177.1569748079346,TECHM.NS,99645.328125,99645.328125
