Ticker,Name,Holding Period,Final Investment,Total Profit/Loss,Return %,Number of Trades,Avg Profit per Trade
ADANIPORTS.NS,Adani Ports,1,100590.36821742491,590.3682174249116,0.5903682174249115,21,28.112772258329123
ADANIPORTS.NS,Adani Ports,2,100637.58274489013,637.5827448901255,0.6375827448901255,21,30.361083090005973
ADANIPORTS.NS,Adani Ports,3,100694.50710987789,694.5071098778863,0.6945071098778862,21,33.0717671370422
ADANIPORTS.NS,Adani Ports,4,100682.57093788081,682.5709378808097,0.6825709378808096,21,32.50337799432427
ADANIPORTS.NS,Adani Ports,5,100609.7733214198,609.7733214197942,0.6097733214197942,21,29.03682482951401
ADANIPORTS.NS,Adani Ports,6,100494.48796534068,494.4879653406824,0.49448796534068246,21,23.547045968603925
ADANIPORTS.NS,Adani Ports,7,100551.23883588512,551.2388358851167,0.5512388358851168,21,26.249468375481747
ADANIPORTS.NS,Adani Ports,8,100487.25472730357,487.2547273035743,0.4872547273035743,21,23.202606062074967
ADANIPORTS.NS,Adani Ports,9,100509.5558422738,509.55584227379586,0.5095558422737958,21,24.2645639177998
ADANIPORTS.NS,Adani Ports,10,100506.65658378993,506.6565837899252,0.5066565837899252,21,24.12650398999644
ADANIPORTS.NS,Adani Ports,11,100544.21536192713,544.2153619271267,0.5442153619271266,21,25.91501723462508
ADANIPORTS.NS,Adani Ports,12,100582.61022192963,582.6102219296299,0.58261022192963,21,27.74334390141095
ADANIPORTS.NS,Adani Ports,13,100573.21959754,573.2195975399954,0.5732195975399954,21,27.296171311428356
ADANIPORTS.NS,Adani Ports,14,100595.39311003187,595.3931100318732,0.5953931100318732,21,28.35205285866063
ADANIPORTS.NS,Adani Ports,15,100606.50442411877,606.5044241187716,0.6065044241187716,21,28.881163053274836
ADANIPORTS.NS,Adani Ports,16,100603.50529002455,603.50529002455,0.60350529002455,21,28.738347144026193
ADANIPORTS.NS,Adani Ports,17,100610.29024632338,610.2902463233768,0.6102902463233768,21,29.06144030111318
ADANIPORTS.NS,Adani Ports,18,100610.92931608655,610.9293160865491,0.6109293160865491,21,29.091872194597574
ADANIPORTS.NS,Adani Ports,19,100636.20034544448,636.2003454444784,0.6362003454444785,21,30.295254544975165
ADANIPORTS.NS,Adani Ports,20,100615.99339976575,615.9933997657499,0.61599339976575,21,29.333019036464282
ADANIPORTS.NS,Adani Ports,21,100612.25684465101,612.2568446510122,0.6122568446510123,21,29.15508784052439
ADANIPORTS.NS,Adani Ports,22,100617.30708049757,617.3070804975723,0.6173070804975723,21,29.39557526178916
ADANIPORTS.NS,Adani Ports,23,100613.52131926709,613.5213192670926,0.6135213192670926,21,29.2153009174806
ADANIPORTS.NS,Adani Ports,24,100582.74383898145,582.7438389814488,0.5827438389814488,21,27.74970661816423
ADANIPORTS.NS,Adani Ports,25,100592.6753038252,592.6753038252064,0.5926753038252064,21,28.222633515486017
ADANIPORTS.NS,Adani Ports,26,100588.59454979688,588.5945497968787,0.5885945497968786,21,28.028311895089463
ADANIPORTS.NS,Adani Ports,27,100624.23935027295,624.2393502729537,0.6242393502729537,21,29.72568334633113
ADANIPORTS.NS,Adani Ports,28,100607.27726439649,607.2772643964854,0.6072772643964854,21,28.91796497126121
ADANIPORTS.NS,Adani Ports,29,100605.4582234419,605.4582234419067,0.6054582234419068,21,28.83134397342413
ADANIPORTS.NS,Adani Ports,30,100609.68641289503,609.6864128950256,0.6096864128950256,21,29.032686328334552
NESTLEIND.NS,Nestle India,1,100259.70775331701,259.7077533170086,0.25970775331700857,13,19.97751948592374
NESTLEIND.NS,Nestle India,2,100200.69632820715,200.69632820715196,0.200696328207152,13,15.438179092857844
NESTLEIND.NS,Nestle India,3,100202.58756252113,202.5875625211338,0.2025875625211338,13,15.583658655471831
NESTLEIND.NS,Nestle India,4,100122.34153389564,122.34153389564017,0.12234153389564016,13,9.410887222741552
NESTLEIND.NS,Nestle India,5,100121.41192244543,121.41192244543345,0.12141192244543345,13,9.339378649648726
NESTLEIND.NS,Nestle India,6,100070.2171357633,70.21713576330512,0.07021713576330513,13,5.4013181356388555
NESTLEIND.NS,Nestle India,7,100036.46960603919,36.469606039187056,0.03646960603918706,13,2.8053543107066967
NESTLEIND.NS,Nestle India,8,100024.39282771885,24.39282771885337,0.024392827718853368,13,1.8763713629887206
NESTLEIND.NS,Nestle India,9,100050.10427315343,50.10427315342531,0.05010427315342531,13,3.854174857955793
NESTLEIND.NS,Nestle India,10,100043.00182460608,43.001824606079026,0.04300182460607902,13,3.3078326620060787
NESTLEIND.NS,Nestle India,11,100072.00337264074,72.00337264074187,0.07200337264074187,13,5.538720972364759
