Buy Date,Sell Date,Buy Price,Sell Price,ROC at Buy,ROC at Sell,Profit/Loss,Return %,Exit Reason,Investment After Trade,Ticker,Name,Holding Period
2022-01-17 00:00:00+05:30,2022-02-01 00:00:00+05:30,1852.2408885688835,1759.6288441404392,9.355617991531972,7.094240994136671,-96.2239141611536,-5.195000000000006,Stop Loss,99903.77608583885,ADANIENT.NS,Adani Enterprises,14
2022-01-19 00:00:00+05:30,2022-02-03 00:00:00+05:30,1807.922443107896,1748.6314697265625,7.8026267349571,8.916583832645674,-62.847527294167975,-3.476229167559333,Holding Period Complete,99840.92855854468,ADANIENT.NS,Adani Enterprises,14
2022-01-21 00:00:00+05:30,2022-02-07 00:00:00+05:30,1807.4234464368467,1728.6185302734375,7.606969784911688,-2.0997392910239827,-82.34095814011947,-4.555709305555728,Holding Period Complete,99758.58760040456,ADANIENT.NS,Adani Enterprises,14
2022-02-10 00:00:00+05:30,2022-02-25 00:00:00+05:30,1762.755555033099,1674.617777281444,5.937124129699997,4.16839870378999,-91.57515108396953,-5.195000000000002,Stop Loss,99667.01244932058,ADANIENT.NS,Adani Enterprises,14
2022-03-11 00:00:00+05:30,2022-03-28 00:00:00+05:30,1718.037859356099,1889.841645291709,12.315821849389943,7.252734732806548,168.1959064309622,9.790000000000006,Take Profit,99835.20835575154,ADANIENT.NS,Adani Enterprises,14
2022-03-16 00:00:00+05:30,2022-03-31 00:00:00+05:30,1715.4924611516458,1887.0417072668106,7.0775936326156526,10.69776809053251,167.94671194674635,9.790000000000013,Take Profit,100003.15506769829,ADANIENT.NS,Adani Enterprises,14
2022-03-21 00:00:00+05:30,2022-04-05 00:00:00+05:30,1792.8501393033252,1972.135153233658,11.637765419883756,17.10301670344391,175.52002863779578,9.790000000000013,Take Profit,100178.67509633608,ADANIENT.NS,Adani Enterprises,14
2022-03-23 00:00:00+05:30,2022-04-07 00:00:00+05:30,1797.5413532707737,1977.2954885978513,13.074415538610696,10.639571276924109,175.979298485209,9.790000000000013,Take Profit,100354.6543948213,ADANIENT.NS,Adani Enterprises,14
2022-03-25 00:00:00+05:30,2022-04-11 00:00:00+05:30,1818.65262032066,2000.517882352726,7.12338760035385,10.126280276754382,178.0460915293927,9.790000000000004,Take Profit,100532.70048635069,ADANIENT.NS,Adani Enterprises,14
2022-03-29 00:00:00+05:30,2022-04-13 00:00:00+05:30,1882.0359916890957,2070.2395908580056,10.434311012354042,17.271073532111455,184.25132358636284,9.790000000000019,Take Profit,100716.95180993705,ADANIENT.NS,Adani Enterprises,14
