Date,Portfolio Value,Cash,Has Position,Current Ticker
2024-01-31 00:00:00+05:30,100000.0,100000.0,0,
2024-02-01 00:00:00+05:30,100258.86157958985,2589.7060620117263,1,ADANIENT.NS
2024-02-02 00:00:00+05:30,100381.19654052735,2589.7060620117263,1,ADANIENT.NS
2024-02-05 00:00:00+05:30,100876.74243896485,2589.7060620117263,1,ADANIENT.NS
2024-02-06 00:00:00+05:30,101815.18872802735,2589.7060620117263,1,ADANIENT.NS
2024-02-07 00:00:00+05:30,102623.55005615235,2589.7060620117263,1,ADANIENT.NS
2024-02-08 00:00:00+05:30,100726.53321044923,2589.7060620117263,1,ADANIENT.NS
2024-02-09 00:00:00+05:30,102169.81177490235,2589.7060620117263,1,ADANIENT.NS
2024-02-12 00:00:00+05:30,100762.14990966798,2589.7060620117263,1,ADANIENT.NS
2024-02-13 00:00:00+05:30,101031.6062084961,2589.7060620117263,1,ADANIENT.NS
2024-02-14 00:00:00+05:30,101922.03125732423,2589.7060620117263,1,ADANIENT.NS
2024-02-15 00:00:00+05:30,101507.0202709961,2589.7060620117263,1,ADANIENT.NS
2024-02-16 00:00:00+05:30,102429.97412841798,2589.7060620117263,1,ADANIENT.NS
2024-02-19 00:00:00+05:30,103520.1735913086,2589.7060620117263,1,ADANIENT.NS
2024-02-20 00:00:00+05:30,102584.83789794923,2589.7060620117263,1,ADANIENT.NS
2024-02-21 00:00:00+05:30,102417.5847241211,2589.7060620117263,1,ADANIENT.NS
2024-02-22 00:00:00+05:30,103651.81006591798,2589.7060620117263,1,ADANIENT.NS
2024-02-23 00:00:00+05:30,103969.26489990235,2589.7060620117263,1,ADANIENT.NS
2024-02-26 00:00:00+05:30,105655.66944091798,2589.7060620117263,1,ADANIENT.NS
2024-02-27 00:00:00+05:30,104867.43994873048,2589.7060620117263,1,ADANIENT.NS
2024-02-28 00:00:00+05:30,102287.50733154298,2589.7060620117263,1,ADANIENT.NS
2024-02-29 00:00:00+05:30,104344.01978271485,2589.7060620117263,1,ADANIENT.NS
2024-03-01 00:00:00+05:30,105376.92676513673,2589.7060620117263,1,ADANIENT.NS
2024-03-04 00:00:00+05:30,105327.36914794923,2589.7060620117263,1,ADANIENT.NS
2024-03-05 00:00:00+05:30,105112.11743896485,2589.7060620117263,1,ADANIENT.NS
2024-03-06 00:00:00+05:30,102750.52442138673,2589.7060620117263,1,ADANIENT.NS
2024-03-07 00:00:00+05:30,102521.33936279298,2589.7060620117263,1,ADANIENT.NS
2024-03-11 00:00:00+05:30,101926.68579833985,2589.7060620117263,1,ADANIENT.NS
2024-03-12 00:00:00+05:30,99298.73950927735,2589.7060620117263,1,ADANIENT.NS
2024-03-13 00:00:00+05:30,92599.56836669923,89919.8524423828,0,
2024-03-14 00:00:00+05:30,89816.25047314454,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-15 00:00:00+05:30,89466.67820751954,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-18 00:00:00+05:30,91287.45213330079,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-19 00:00:00+05:30,92547.42478955079,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-20 00:00:00+05:30,92498.47264111329,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-21 00:00:00+05:30,93722.25486767579,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-22 00:00:00+05:30,95793.64939892579,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-26 00:00:00+05:30,95956.46873486329,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-27 00:00:00+05:30,98105.54002392579,601.701156738287,1,BAJAJ-AUTO.NS
2024-03-28 00:00:00+05:30,97952.83982861329,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-01 00:00:00+05:30,96824.83494580079,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-02 00:00:00+05:30,99314.42283642579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-03 00:00:00+05:30,97232.39353955079,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-04 00:00:00+05:30,97931.55955517579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-05 00:00:00+05:30,96477.37889111329,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-08 00:00:00+05:30,96700.84861767579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-09 00:00:00+05:30,96151.74021923829,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-10 00:00:00+05:30,96435.34471142579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-12 00:00:00+05:30,97066.38377392579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-15 00:00:00+05:30,96344.88475048829,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-16 00:00:00+05:30,95515.91014111329,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-18 00:00:00+05:30,96602.94432080079,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-19 00:00:00+05:30,94295.84471142579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-22 00:00:00+05:30,94202.73143017579,601.701156738287,1,BAJAJ-AUTO.NS
2024-04-23 00:00:00+05:30,94203.25779736329,601.701156738287,1,BAJAJ-AUTO.NS
