Ticker,Name,Best Holding Period (days),Initial Investment,Final Investment,Total Profit/Loss,Return %,Number of Trades,Winning Trades,Losing Trades,Win Rate %,Avg Profit per Trade,Data Points,Test Period
ULTRACEMCO.NS,UltraTech Cement,28,100000,121869.41935225495,21869.419352254947,21.869419352254944,75,47,28,62.66666666666667,291.592258030066,926,2022-01-03 to 2025-10-01
MARUTI.NS,Maruti Suzuki,28,100000,117254.22585937966,17254.225859379658,17.25422585937966,95,60,35,63.1578947368421,181.62343009873325,927,2022-01-03 to 2025-10-01
EICHERMOT.NS,Eicher Motors,28,100000,109326.12865117514,9326.128651175139,9.32612865117514,82,54,28,65.85365853658537,113.73327623384316,925,2022-01-03 to 2025-10-01
ADANIENT.NS,Adani Enterprises,28,100000,108033.6442057999,8033.644205799894,8.033644205799893,101,70,31,69.3069306930693,79.54103174059301,927,2022-01-03 to 2025-10-01
APOLLOHOSP.NS,Apollo Hospitals,21,100000,107309.23951711302,7309.239517113019,7.30923951711302,79,52,27,65.82278481012658,92.52201920396227,926,2022-01-03 to 2025-10-01
DIVISLAB.NS,Divi's Laboratories,28,100000,107294.01294051825,7294.012940518252,7.294012940518252,105,73,32,69.52380952380952,69.46678990969764,925,2022-01-03 to 2025-10-01
LT.NS,Larsen & Toubro,21,100000,106409.98699530953,6409.986995309533,6.4099869953095325,70,53,17,75.71428571428571,91.57124279013618,927,2022-01-03 to 2025-10-01
BAJAJ-AUTO.NS,Bajaj Auto,9,100000,104687.10977638139,4687.109776381389,4.687109776381389,57,38,19,66.66666666666666,82.22999607686647,925,2022-01-03 to 2025-10-01
MandM.NS,MandM.NS,28,100000,104501.89727912351,4501.897279123514,4.501897279123514,76,54,22,71.05263157894737,59.23549051478307,927,2022-01-03 to 2025-10-01
TITAN.NS,Titan Company,7,100000,104379.73122038916,4379.731220389163,4.379731220389163,121,81,40,66.94214876033058,36.19612578834019,927,2022-01-03 to 2025-10-01
GRASIM.NS,Grasim Industries,28,100000,103703.01004732691,3703.010047326912,3.703010047326912,90,51,39,56.666666666666664,41.14455608141014,926,2022-01-03 to 2025-10-01
SUNPHARMA.NS,Sun Pharmaceutical,28,100000,102845.70028718372,2845.7002871837176,2.8457002871837176,69,58,11,84.05797101449275,41.24203314759011,927,2022-01-03 to 2025-10-01
TCS.NS,Tata Consultancy Services,7,100000,102674.91701658742,2674.917016587424,2.6749170165874236,137,83,54,60.58394160583942,19.524941726915504,927,2022-01-03 to 2025-10-01
BRITANNIA.NS,Britannia Industries,1,100000,102645.0465322601,2645.046532260094,2.645046532260094,73,55,18,75.34246575342466,36.23351414054923,927,2022-01-03 to 2025-10-01
AXISBANK.NS,Axis Bank,28,100000,102091.76845142379,2091.7684514237917,2.0917684514237918,121,78,43,64.46280991735537,17.287342573750344,927,2022-01-03 to 2025-10-01
DRREDDY.NS,Dr. Reddy's Laboratories,21,100000,102019.56591007147,2019.5659100714693,2.019565910071469,113,70,43,61.94690265486725,17.872264690897957,926,2022-01-03 to 2025-10-01
CIPLA.NS,Cipla,28,100000,102002.45766112124,2002.4576611212397,2.0024576611212397,79,61,18,77.21518987341773,25.347565330648603,926,2022-01-03 to 2025-10-01
ICICIBANK.NS,ICICI Bank,21,100000,101949.21985786478,1949.2198578647804,1.9492198578647801,81,54,27,66.66666666666666,24.064442689688647,927,2022-01-03 to 2025-10-01
RELIANCE.NS,Reliance Industries,14,100000,101944.63836546424,1944.6383654642414,1.9446383654642414,113,72,41,63.716814159292035,17.209189074904792,927,2022-01-03 to 2025-10-01
HINDUNILVR.NS,Hindustan Unilever,28,100000,101866.24582586864,1866.2458258686383,1.8662458258686385,114,59,55,51.75438596491229,16.370577419900336,926,2022-01-03 to 2025-10-01
KOTAKBANK.NS,Kotak Mahindra Bank,21,100000,101745.13776984357,1745.137769843568,1.7451377698435682,95,49,46,51.578947368421055,18.369871261511243,927,2022-01-03 to 2025-10-01
ASIANPAINT.NS,Asian Paints,7,100000,101696.88055103904,1696.8805510390375,1.6968805510390377,147,82,65,55.78231292517006,11.543405109109099,927,2022-01-03 to 2025-10-01
SBIN.NS,State Bank of India,28,100000,101648.41209798014,1648.4120979801373,1.6484120979801373,87,67,20,77.01149425287356,18.947265494024567,927,2022-01-03 to 2025-10-01
BHARTIARTL.NS,Bharti Airtel,28,100000,101419.97329536623,1419.9732953662315,1.4199732953662316,48,36,12,75.0,29.58277698679649,927,2022-01-03 to 2025-10-01
BAJAJFINSV.NS,Bajaj Finserv,7,100000,101377.54387799549,1377.5438779954857,1.3775438779954856,121,71,50,58.67768595041323,11.384660148723022,925,2022-01-03 to 2025-10-01
INDUSINDBK.NS,IndusInd Bank,8,100000,101343.62768977605,1343.6276897760545,1.3436276897760546,92,63,29,68.47826086956522,14.604648801913635,927,2022-01-03 to 2025-10-01
ADANIPORTS.NS,Adani Ports,21,100000,101283.14605236445,1283.1460523644491,1.2831460523644491,72,43,29,59.72222222222222,17.821472949506237,926,2022-01-03 to 2025-10-01
NESTLEIND.NS,Nestle India,28,100000,101226.1133994731,1226.1133994731063,1.2261133994731062,110,58,52,52.72727272727272,11.146485449755511,927,2022-01-03 to 2025-10-01
INFY.NS,Infosys,1,100000,101084.48607033773,1084.4860703377344,1.0844860703377344,121,82,39,67.76859504132231,8.962694796179623,927,2022-01-03 to 2025-10-01
SBILIFE.NS,SBI Life Insurance,8,100000,101070.00523328845,1070.0052332884516,1.0700052332884515,74,49,25,66.21621621621621,14.45953017957367,925,2022-01-03 to 2025-10-01
HCLTECH.NS,HCL Technologies,8,100000,101054.1429450186,1054.142945018597,1.054142945018597,103,70,33,67.96116504854369,10.234397524452397,927,2022-01-03 to 2025-10-01
JSWSTEEL.NS,JSW Steel,29,100000,101016.93641651128,1016.9364165112784,1.0169364165112782,71,43,28,60.56338028169014,14.32304811987716,926,2022-01-03 to 2025-10-01
TECHM.NS,Tech Mahindra,1,100000,100949.17151688773,949.1715168877272,0.949171516887727,94,65,29,69.14893617021278,10.097569328592842,927,2022-01-03 to 2025-10-01
BAJFINANCE.NS,Bajaj Finance,28,100000,100906.62488097137,906.6248809713725,0.9066248809713726,130,67,63,51.53846153846153,6.974037545933634,927,2022-01-03 to 2025-10-01
HINDALCO.NS,Hindalco Industries,28,100000,100884.39648003259,884.3964800325921,0.8843964800325921,103,57,46,55.33980582524271,8.586373592549437,926,2022-01-03 to 2025-10-01
TATAMOTORS.NS,Tata Motors,7,100000,100772.17326878793,772.1732687879266,0.7721732687879267,86,56,30,65.11627906976744,8.978758939394496,927,2022-01-03 to 2025-10-01
HDFCBANK.NS,HDFC Bank,28,100000,100549.59210028216,549.592100282156,0.5495921002821561,93,46,47,49.46236559139785,5.909592476152215,927,2022-01-03 to 2025-10-01
HDFCLIFE.NS,HDFC Life Insurance,1,100000,100465.10242560568,465.1024256056844,0.46510242560568443,95,60,35,63.1578947368421,4.895815006375625,925,2022-01-03 to 2025-10-01
ONGC.NS,Oil and Natural Gas Corporation,28,100000,100372.30315174846,372.3031517484633,0.3723031517484633,69,51,18,73.91304347826086,5.395697851427004,926,2022-01-03 to 2025-10-01
COALINDIA.NS,Coal India,14,100000,100336.18004800742,336.1800480074162,0.3361800480074162,69,49,20,71.01449275362319,4.8721746088031335,926,2022-01-03 to 2025-10-01
DABUR.NS,Dabur India,1,100000,100296.70488978592,296.7048897859204,0.2967048897859204,79,56,23,70.88607594936708,3.755758098555954,927,2022-01-03 to 2025-10-01
ITC.NS,ITC Limited,14,100000,100274.61163837805,274.61163837804634,0.27461163837804636,73,54,19,73.97260273972603,3.7618032654526896,927,2022-01-03 to 2025-10-01
NTPC.NS,NTPC,14,100000,100252.12747965471,252.1274796547077,0.2521274796547077,59,46,13,77.96610169491525,4.273347112791656,927,2022-01-03 to 2025-10-01
BPCL.NS,Bharat Petroleum,7,100000,100248.83281805195,248.83281805194565,0.24883281805194563,80,54,26,67.5,3.1104102256493205,927,2022-01-03 to 2025-10-01
POWERGRID.NS,Power Grid Corporation,21,100000,100242.64680119272,242.6468011927209,0.2426468011927209,68,49,19,72.05882352941177,3.56833531165766,925,2022-01-03 to 2025-10-01
TATASTEEL.NS,Tata Steel,30,100000,100188.43395453936,188.43395453935955,0.18843395453935954,61,38,23,62.295081967213115,3.089081221956714,927,2022-01-03 to 2025-10-01
WIPRO.NS,Wipro,1,100000,100099.67918564679,99.67918564678985,0.09967918564678985,115,73,42,63.47826086956522,0.8667755273633899,927,2022-01-03 to 2025-10-01
IOC.NS,Indian Oil Corporation,28,100000,100064.77431235145,64.77431235145195,0.06477431235145195,77,46,31,59.74025974025974,0.8412248357331422,927,2022-01-03 to 2025-10-01
