Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,Signal Type,Signal Strength,RSI at Buy,MACD at Buy,ROC at Buy,Profit/Loss,Return %,Days Held,Exit Reason,Investment After Trade,Ticker,Name,Holding Period
2022-03-10 00:00:00+05:30,2022-03-11 00:00:00+05:30,1675.166776566254,1730.9141845703125,1730.9141845703125,MOMENTUM_BUY,75,50.9860909363785,-24.599978385986333,3.2066098824521134,52.341327042922,3.12454424091498,1,Holding Period Complete,100052.34132704292,ADANIENT.NS,Adani Enterprises,1
2022-06-02 00:00:00+05:30,2022-06-03 00:00:00+05:30,2138.3642418135055,2185.9765625,2185.9765625,MOMENTUM_BUY,75,61.499139106729025,1.991996175876011,4.4757047742439315,43.287979882181006,2.024350156803469,1,Holding Period Complete,100095.6293069251,ADANIENT.NS,Adani Enterprises,1
2022-06-27 00:00:00+05:30,2022-06-28 00:00:00+05:30,2165.364546833213,2200.5498046875,2200.5498046875,MOMENTUM_BUY,75,46.885383643344305,-5.184204164678249,4.897233389842767,30.81934350276639,1.4232866030728566,1,Holding Period Complete,100126.44865042786,ADANIENT.NS,Adani Enterprises,1
2022-10-27 00:00:00+05:30,2022-10-28 00:00:00+05:30,3292.3418061266448,3318.604736328125,3318.604736328125,MOMENTUM_BUY,75,55.07997779326123,-17.06965634036169,3.143958923094868,19.65198365902546,0.5968998608363059,1,Holding Period Complete,100146.10063408689,ADANIENT.NS,Adani Enterprises,1
2023-02-17 00:00:00+05:30,2023-02-20 00:00:00+05:30,1700.793542276465,1632.7618005854063,1700.793542276465,STRONG_BUY,100,28.460977831901005,-462.6556827454883,8.564399454574868,-71.36529703392051,-4.196000000000002,1,Stop Loss,100074.73533705297,ADANIENT.NS,Adani Enterprises,1
2023-08-21 00:00:00+05:30,2023-08-22 00:00:00+05:30,2578.141553839586,2695.583984375,2695.583984375,MOMENTUM_BUY,75,63.380820409677426,36.78598518312674,3.853573123693182,112.16870499719954,4.350758197514347,1,Holding Period Complete,100186.90404205017,ADANIENT.NS,Adani Enterprises,1
2023-09-11 00:00:00+05:30,2023-09-12 00:00:00+05:30,2543.673123150529,2533.38232421875,2543.673123150529,MOMENTUM_BUY,75,42.76511351035792,12.957141196394332,5.763508237875448,-15.367854379148415,-0.6041599543306956,1,Holding Period Complete,100171.53618767102,ADANIENT.NS,Adani Enterprises,1
2024-01-11 00:00:00+05:30,2024-01-12 00:00:00+05:30,3062.1988572960004,3101.262939453125,3101.262939453125,MOMENTUM_BUY,75,76.9069007548183,111.25353911975208,9.644476034129035,32.900620360375505,1.0744116203291771,1,Holding Period Complete,100204.4368080314,ADANIENT.NS,Adani Enterprises,1
2024-02-01 00:00:00+05:30,2024-02-02 00:00:00+05:30,3080.2323551146037,3154.564208984375,3154.564208984375,MOMENTUM_BUY,75,55.26969516608125,66.29119050024883,3.1735654880219686,68.09705730567231,2.2107766380870535,1,Holding Period Complete,100272.53386533707,ADANIENT.NS,Adani Enterprises,1
2024-02-26 00:00:00+05:30,2024-02-27 00:00:00+05:30,3260.017676434199,3299.28173828125,3299.28173828125,MOMENTUM_BUY,75,64.23978470785991,74.40848424479327,4.984616191121565,32.70476243233548,1.0032081319297594,1,Holding Period Complete,100305.2386277694,ADANIENT.NS,Adani Enterprises,1
