Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,ROC at Buy,ROC at Sell,Profit/Loss,Return %,Days Held,Exit Reason,Investment After Trade,Ticker,Name,Holding Period
2025-05-05 00:00:00+05:30,2025-05-06 00:00:00+05:30,1279.4751296861257,1314.4052734375,1314.4052734375,6.963633385000215,6.25051681588132,32.33626334825069,2.5273069087464997,1,Holding Period Complete,100786.98716838317,ADANIPORTS.NS,Adani Ports,1
2025-09-11 00:00:00+05:30,2025-09-12 00:00:00+05:30,1388.0,1393.0999755859375,1393.0999755859375,5.90694463507297,6.1166913293073435,2.3188756103515624,0.16706596616365724,1,Holding Period Complete,100789.30604399352,ADANIPORTS.NS,Adani Ports,1
2025-09-19 00:00:00+05:30,2025-09-22 00:00:00+05:30,1425.0,1444.199951171875,1444.199951171875,8.01936723288647,7.112652886655415,16.330751220703124,1.1460176295230262,1,Holding Period Complete,100805.63679521423,ADANIPORTS.NS,Adani Ports,1
2022-04-19 00:00:00+05:30,2022-04-20 00:00:00+05:30,4533.015371480816,4728.39404296875,4728.39404296875,6.866151841479559,4.731715415284799,186.11726207348474,4.105815816209888,1,Holding Period Complete,100186.11726207349,APOLLOHOSP.NS,Apollo Hospitals,1
2022-07-25 00:00:00+05:30,2022-07-26 00:00:00+05:30,4092.560704745784,4065.01708984375,4092.560704745784,6.525136677526393,4.593228176275444,-35.70119269662336,-0.8723436320742615,1,Holding Period Complete,100150.41606937686,APOLLOHOSP.NS,Apollo Hospitals,1
2022-08-10 00:00:00+05:30,2022-08-11 00:00:00+05:30,4348.764009763877,4380.955078125,4380.955078125,9.90099283436765,7.369809470619286,23.46134927323427,0.5394946522864583,1,Holding Period Complete,100173.8774186501,APOLLOHOSP.NS,Apollo Hospitals,1
2022-09-06 00:00:00+05:30,2022-09-07 00:00:00+05:30,4256.186107726643,4340.2333984375,4340.2333984375,9.70459608338593,7.505607617022194,75.4508712046928,1.7727343047269468,1,Holding Period Complete,100249.32828985479,APOLLOHOSP.NS,Apollo Hospitals,1
2022-09-21 00:00:00+05:30,2022-09-22 00:00:00+05:30,4518.246665175074,4570.7080078125,4570.7080078125,5.2165095888105455,4.396589738837055,43.37238796443867,0.9599384712378928,1,Holding Period Complete,100292.70067781923,APOLLOHOSP.NS,Apollo Hospitals,1
2022-10-28 00:00:00+05:30,2022-10-31 00:00:00+05:30,4378.41483079189,4480.0654296875,4480.0654296875,7.05454493413389,5.127814092176382,92.79211863513022,2.119308521946232,1,Holding Period Complete,100385.49279645436,APOLLOHOSP.NS,Apollo Hospitals,1
2022-11-01 00:00:00+05:30,2022-11-02 00:00:00+05:30,4432.958379174922,4346.779296875,4432.958379174922,5.138831563306778,0.39166738934530726,-94.95881997597182,-2.1421094414526376,1,Holding Period Complete,100290.53397647839,APOLLOHOSP.NS,Apollo Hospitals,1
2022-11-24 00:00:00+05:30,2022-11-25 00:00:00+05:30,4575.766096534486,4749.76220703125,4749.76220703125,12.35808188881389,8.324306783826398,164.6705821931985,3.598754366354387,1,Holding Period Complete,100455.20455867158,APOLLOHOSP.NS,Apollo Hospitals,1
2022-11-30 00:00:00+05:30,2022-12-01 00:00:00+05:30,4604.128501574153,4736.1259765625,4736.1259765625,5.517643991396307,8.531244401870532,122.65722051021011,2.664070311423184,1,Holding Period Complete,100577.8617791818,APOLLOHOSP.NS,Apollo Hospitals,1
2023-02-15 00:00:00+05:30,2023-02-21 00:00:00+05:30,4135.444857749554,4464.74267578125,4604.673828125,5.284268118776109,4.320356997271797,320.6976304981651,7.754852054119368,4,Holding Period Complete,100898.55940967996,APOLLOHOSP.NS,Apollo Hospitals,1
2023-06-01 00:00:00+05:30,2023-06-02 00:00:00+05:30,4653.446609917822,4932.79150390625,4932.79150390625,8.380235682505836,11.696259269455767,269.75865587460424,5.79696466914806,1,Holding Period Complete,101168.31806555456,APOLLOHOSP.NS,Apollo Hospitals,1
2023-06-15 00:00:00+05:30,2023-06-16 00:00:00+05:30,4983.139736152694,5163.92529296875,5163.92529296875,8.402128874313279,4.68565900017194,170.6384917869343,3.4243168127305665,1,Holding Period Complete,101338.95655734149,APOLLOHOSP.NS,Apollo Hospitals,1
2023-09-15 00:00:00+05:30,2023-09-18 00:00:00+05:30,5035.799527205685,5049.1806640625,5049.1806640625,5.1948564195843305,5.187722052408921,3.296156665546734,0.06545448538488065,1,Holding Period Complete,101342.25271400703,APOLLOHOSP.NS,Apollo Hospitals,1
2023-11-09 00:00:00+05:30,2023-11-10 00:00:00+05:30,5095.840660478625,5251.490234375,5251.490234375,11.287117463611462,9.281184258870887,145.3022430015213,2.851389057912063,1,Holding Period Complete,101487.55495700856,APOLLOHOSP.NS,Apollo Hospitals,1
2023-11-17 00:00:00+05:30,2023-11-20 00:00:00+05:30,5278.998472382056,5445.93994140625,5445.93994140625,12.11275637061302,6.224291054548918,156.2165306104055,2.9592077252470865,1,Holding Period Complete,101643.77148761896,APOLLOHOSP.NS,Apollo Hospitals,1
2023-11-30 00:00:00+05:30,2023-12-01 00:00:00+05:30,5354.459961371651,5562.54052734375,5562.54052734375,5.818225778590023,4.727706270341867,197.16356548338368,3.6822306433472023,1,Holding Period Complete,101840.93505310234,APOLLOHOSP.NS,Apollo Hospitals,1
2024-01-23 00:00:00+05:30,2024-01-24 00:00:00+05:30,6102.263985112749,6181.556640625,6181.556640625,8.302541462997498,7.170144057762276,67.00883488651351,1.0980979362739813,1,Holding Period Complete,101907.94388798885,APOLLOHOSP.NS,Apollo Hospitals,1
2024-01-29 00:00:00+05:30,2024-01-30 00:00:00+05:30,6146.188646145147,6277.51220703125,6277.51220703125,7.834045050514458,8.870358917886803,118.89986003292682,1.9345299482061964,1,Holding Period Complete,102026.84374802177,APOLLOHOSP.NS,Apollo Hospitals,1
2024-07-18 00:00:00+05:30,2024-07-19 00:00:00+05:30,6402.8686924551885,6355.021484375,6402.8686924551885,5.298985243249043,2.5204588633307523,-60.60509825701865,-0.946530393922221,1,Holding Period Complete,101966.23864976475,APOLLOHOSP.NS,Apollo Hospitals,1
2024-08-02 00:00:00+05:30,2024-08-05 00:00:00+05:30,6652.809035286228,6659.3818359375,6659.3818359375,5.14261759662865,4.458659316333543,-6.739390219951936,-0.10130142296594542,1,Holding Period Complete,101959.4992595448,APOLLOHOSP.NS,Apollo Hospitals,1
2024-11-07 00:00:00+05:30,2024-11-08 00:00:00+05:30,7180.9387591898785,7401.4443359375,7401.4443359375,6.768623867847223,6.861918751385285,205.92319365249412,2.867636120541508,1,Holding Period Complete,102165.42245319729,APOLLOHOSP.NS,Apollo Hospitals,1
2025-04-15 00:00:00+05:30,2025-04-16 00:00:00+05:30,6826.262337498869,6996.54443359375,6996.54443359375,6.360853100170333,5.884032972977886,156.4592893237885,2.2920198724902057,1,Holding Period Complete,102321.88174252107,APOLLOHOSP.NS,Apollo Hospitals,1
2025-07-01 00:00:00+05:30,2025-07-02 00:00:00+05:30,7395.034449590563,7431.48779296875,7431.48779296875,6.986366378993633,7.319533064403762,21.626821135627814,0.2924505799540287,1,Holding Period Complete,102343.5085636567,APOLLOHOSP.NS,Apollo Hospitals,1
2025-07-03 00:00:00+05:30,2025-07-04 00:00:00+05:30,7430.489378511236,7543.84423828125,7543.84423828125,7.924961141039283,6.9370768964021945,98.38052615322123,1.3240113960425661,1,Holding Period Complete,102441.88908980992,APOLLOHOSP.NS,Apollo Hospitals,1
2025-08-22 00:00:00+05:30,2025-08-25 00:00:00+05:30,7852.0,7851.0,7852.0,10.63654704283671,10.96124442290084,-16.703000000000003,-0.2127228731533368,1,Holding Period Complete,102425.18608980993,APOLLOHOSP.NS,Apollo Hospitals,1
2022-07-26 00:00:00+05:30,2022-08-22 00:00:00+05:30,2961.7366977327792,3275.332443847656,3429.66748046875,7.441604892427535,-3.200414995878695,307.35867697329644,10.377650289054415,17,Trailing Stop,100307.3586769733,ASIANPAINT.NS,Asian Paints,26
2023-05-11 00:00:00+05:30,2023-06-22 00:00:00+05:30,2945.123431154949,3176.5166015625,3245.610595703125,7.895193856235645,1.7878454112311999,225.2715303748338,7.648967374059841,30,Holding Period Complete,100532.63020734813,ASIANPAINT.NS,Asian Paints,26
2023-11-17 00:00:00+05:30,2023-12-27 00:00:00+05:30,3081.741885591903,3335.283935546875,3335.283935546875,7.411233835558363,5.572522458263094,247.12502413383308,8.019004618434108,26,Holding Period Complete,100779.75523148196,ASIANPAINT.NS,Asian Paints,26
2024-05-02 00:00:00+05:30,2024-05-09 00:00:00+05:30,2816.688839167691,2675.8543972093066,2872.579345703125,5.137819683891915,-5.497337339244062,-146.32698519476156,-5.195,5,Stop Loss,100633.4282462872,ASIANPAINT.NS,Asian Paints,26
2024-09-11 00:00:00+05:30,2024-09-25 00:00:00+05:30,3279.074276403195,3209.58544921875,3346.58447265625,7.74116903270212,-3.643709740724494,-75.97748691006714,-2.3170407409437086,10,ROC Reversal,100557.45075937714,ASIANPAINT.NS,Asian Paints,26
2025-07-09 00:00:00+05:30,2025-07-22 00:00:00+05:30,2492.89990234375,2368.2549072265624,2492.89990234375,9.60568487129048,-4.805608218280537,-129.5061499267579,-5.195000000000004,9,Stop Loss,100427.94460945038,ASIANPAINT.NS,Asian Paints,26
2022-03-31 00:00:00+05:30,2022-04-07 00:00:00+05:30,748.1760882125745,788.8064575195312,788.8064575195312,5.1530086672199715,9.671176683236961,39.0933867612246,5.225158539164278,5,Holding Period Complete,100039.09338676122,AXISBANK.NS,Axis Bank,5
2022-07-08 00:00:00+05:30,2022-07-15 00:00:00+05:30,659.6524355003754,660.4503173828125,678.1036376953125,5.704803028073718,2.99059410991635,-0.522220870446106,-0.0791660641789306,5,Holding Period Complete,100038.57116589077,AXISBANK.NS,Axis Bank,5
2022-09-12 00:00:00+05:30,2022-09-19 00:00:00+05:30,784.7211728307806,795.9912109375,803.4215698242188,7.531221772244036,5.554814078043669,9.689325722951144,1.2347475840365245,5,Holding Period Complete,100048.26049161372,AXISBANK.NS,Axis Bank,5
2022-10-11 00:00:00+05:30,2022-10-18 00:00:00+05:30,772.4536946685084,814.193115234375,814.193115234375,5.783745354507038,12.950539823504146,40.152773755963686,5.19808164982561,5,Holding Period Complete,100088.41326536969,AXISBANK.NS,Axis Bank,5
2022-10-21 00:00:00+05:30,2022-10-31 00:00:00+05:30,853.5887149931851,903.6062622070312,912.7320556640624,19.147809854271017,13.17927068187814,48.2603522366459,5.653817979192848,5,Holding Period Complete,100136.67361760633,AXISBANK.NS,Axis Bank,5
2022-11-01 00:00:00+05:30,2022-11-07 00:00:00+05:30,866.7039821877464,870.6434936523438,870.6434936523438,7.0748716775348734,-3.0486549573895565,2.20216398875724,0.2540849048828075,4,ROC Reversal,100138.87578159508,AXISBANK.NS,Axis Bank,5
2022-12-08 00:00:00+05:30,2022-12-15 00:00:00+05:30,911.3357655726234,935.6713256835938,942.1041259765624,6.920492232866067,3.7948885514529183,22.488553019714175,2.4676473665646,5,Holding Period Complete,100161.3643346148,AXISBANK.NS,Axis Bank,5
2023-12-01 00:00:00+05:30,2023-12-08 00:00:00+05:30,1068.4614795274906,1129.3624267578125,1130.6103515625,7.628968185421319,13.227563152902052,58.70312332403659,5.49417311235189,5,Holding Period Complete,100220.06745793884,AXISBANK.NS,Axis Bank,5
2024-06-03 00:00:00+05:30,2024-06-04 00:00:00+05:30,1191.461410829416,1131.8883402879453,1191.461410829416,7.232662124570864,-0.5625671046989142,-61.89642029258813,-5.194999999999998,1,Stop Loss,100158.17103764626,AXISBANK.NS,Axis Bank,5
2024-06-05 00:00:00+05:30,2024-06-12 00:00:00+05:30,1108.8957578654326,1185.970458984375,1198.0506591796875,5.195375628894946,2.427255654812704,74.77983490209255,6.7436307129571755,5,Holding Period Complete,100232.95087254835,AXISBANK.NS,Axis Bank,5
2024-06-19 00:00:00+05:30,2024-06-26 00:00:00+05:30,1183.5742898322244,1283.31201171875,1283.31201171875,8.433157021084622,7.6008780108955065,97.27083558497463,8.218397139968554,5,Holding Period Complete,100330.22170813332,AXISBANK.NS,Axis Bank,5
2024-06-27 00:00:00+05:30,2024-07-04 00:00:00+05:30,1277.9207881597238,1278.8193359375,1278.8193359375,8.506598239714599,3.3400575487620703,-1.6581923463209942,-0.12975705236854956,5,Holding Period Complete,100328.563515787,AXISBANK.NS,Axis Bank,5
2024-09-20 00:00:00+05:30,2024-09-27 00:00:00+05:30,1228.849807990495,1272.0628662109375,1276.009521484375,7.44336948332067,4.575138933573806,40.71214554624103,3.313028596457732,5,Holding Period Complete,100369.27566133325,AXISBANK.NS,Axis Bank,5
2025-03-25 00:00:00+05:30,2025-04-02 00:00:00+05:30,1095.413853076155,1083.52392578125,1101.0589599609375,7.98379465460438,4.8638889633828155,-14.06886507376237,-1.2843424459398616,5,Holding Period Complete,100355.20679625949,AXISBANK.NS,Axis Bank,5
2025-04-16 00:00:00+05:30,2025-04-24 00:00:00+05:30,1111.6499810412404,1206.0692138671875,1221.9556884765625,5.381138873875747,15.186800311280418,92.10151363103869,8.285118085889831,5,Holding Period Complete,100447.30830989053,AXISBANK.NS,Axis Bank,5
2025-04-25 00:00:00+05:30,2025-05-05 00:00:00+05:30,1145.0214836623811,1172.1981201171875,1191.781494140625,8.206166552201735,-1.478007334582029,24.859416851026815,2.1710873730956837,5,Holding Period Complete,100472.16772674157,AXISBANK.NS,Axis Bank,5
2025-09-16 00:00:00+05:30,2025-09-23 00:00:00+05:30,1104.0,1170.800048828125,1170.800048828125,6.154137758469047,11.271631168977017,64.52524877929687,5.84467833145805,5,Holding Period Complete,100536.69297552087,AXISBANK.NS,Axis Bank,5
2022-03-28 00:00:00+05:30,2022-04-04 00:00:00+05:30,3297.760946323456,3405.060791015625,3405.060791015625,7.734450305630368,4.864787929901617,100.59702295482971,3.0504643784741696,5,Holding Period Complete,100100.59702295483,BAJAJ-AUTO.NS,Bajaj Auto,5
2023-01-27 00:00:00+05:30,2023-02-03 00:00:00+05:30,3595.231708941584,3616.3994140625,3616.3994140625,10.263848419757043,7.7350098350711844,13.956073997911712,0.3881828802077489,5,Holding Period Complete,100114.55309695273,BAJAJ-AUTO.NS,Bajaj Auto,5
2023-04-05 00:00:00+05:30,2023-04-13 00:00:00+05:30,3717.310224672519,4025.48583984375,4025.48583984375,5.733240181936408,12.627522652023067,300.4328191067149,8.081994801313144,5,Holding Period Complete,100414.98591605945,BAJAJ-AUTO.NS,Bajaj Auto,5
2023-04-17 00:00:00+05:30,2023-04-24 00:00:00+05:30,3962.3114767635902,4066.5546875,4066.5546875,12.204618276982478,7.400339302014837,96.21434457214617,2.4282377883813893,5,Holding Period Complete,100511.2002606316,BAJAJ-AUTO.NS,Bajaj Auto,5
2023-07-05 00:00:00+05:30,2023-07-12 00:00:00+05:30,4482.056814090156,4719.51025390625,4757.4814453125,8.100552020775394,8.870490667301041,228.25187274809764,5.092569822643626,5,Holding Period Complete,100739.45213337969,BAJAJ-AUTO.NS,Bajaj Auto,5
2023-09-15 00:00:00+05:30,2023-09-25 00:00:00+05:30,4733.586367868934,4842.37255859375,5014.08935546875,9.897292704494271,5.166456821820358,99.21023179835346,2.0958787711529183,5,Holding Period Complete,100838.66236517804,BAJAJ-AUTO.NS,Bajaj Auto,5
