Date,Action,Ticker,Reason,Price,Shares,Value,RS,Rank,Return %
2023-05-19 00:00:00+05:30,SELL,ITC.NS,Rebalance,387.0962829589844,70,27096.739807128906,,,-2.0758101283569164
2023-05-19 00:00:00+05:30,SELL,NESTLEIND.NS,Rebalance,1047.9495849609375,26,27246.689208984375,,,-1.4972983708988918
2023-05-19 00:00:00+05:30,BUY,BAJFINANCE.NS,Rebalance,668.961669921875,41,27427.428466796875,14.739450457533309,1.0,
2023-05-19 00:00:00+05:30,BUY,INDUSINDBK.NS,Rebalance,1220.9031982421875,22,26859.870361328125,10.815136684136764,2.0,
2023-06-02 00:00:00+05:30,SELL,BAJFINANCE.NS,Rebalance,692.5975341796875,41,28396.498901367188,,,3.5332165235375634
2023-06-02 00:00:00+05:30,BUY,ADANIENT.NS,Rebalance,2441.595458984375,11,26857.550048828125,27.326456030706726,1.0,
2023-06-06 00:00:00+05:30,SELL,TATAMOTORS.NS,Take Profit,547.610595703125,58,31761.41455078125,,,16.558309768801593
2023-06-16 00:00:00+05:30,SELL,INDUSINDBK.NS,Rebalance,1299.5723876953125,22,28590.592529296875,,,6.443523906431736
2023-06-16 00:00:00+05:30,BUY,APOLLOHOSP.NS,Rebalance,5163.92529296875,5,25819.62646484375,16.92996509477041,2.0,
2023-06-16 00:00:00+05:30,BUY,DIVISLAB.NS,Rebalance,3513.270263671875,8,28106.162109375,15.534327059254242,3.0,
2023-06-16 00:00:00+05:30,BUY,BRITANNIA.NS,Rebalance,4915.46435546875,5,24577.32177734375,12.108184280732202,4.0,
2023-06-23 00:00:00+05:30,SELL,ADANIENT.NS,Stop Loss,2230.39453125,11,24534.33984375,,,-8.650119615729782
2023-07-03 00:00:00+05:30,SELL,APOLLOHOSP.NS,Rebalance,5033.28857421875,5,25166.44287109375,,,-2.529794900942432
2023-07-03 00:00:00+05:30,SELL,DIVISLAB.NS,Rebalance,3521.072998046875,8,28168.583984375,,,0.22209320061944265
2023-07-03 00:00:00+05:30,SELL,BRITANNIA.NS,Rebalance,4879.99609375,5,24399.98046875,,,-0.7215648238663235
2023-07-03 00:00:00+05:30,BUY,HDFCLIFE.NS,Rebalance,646.7070922851562,34,21988.041137695312,13.262571455539602,1.0,
2023-07-03 00:00:00+05:30,BUY,JSWSTEEL.NS,Rebalance,782.4171752929688,28,21907.680908203125,12.369089163433788,2.0,
2023-07-03 00:00:00+05:30,BUY,DRREDDY.NS,Rebalance,999.4531860351562,22,21987.970092773438,10.581393982523375,3.0,
2023-07-03 00:00:00+05:30,BUY,TATAMOTORS.NS,Rebalance,582.147216796875,38,22121.59423828125,10.244437064942838,4.0,
2023-07-03 00:00:00+05:30,BUY,LT.NS,Rebalance,2390.69873046875,9,21516.28857421875,9.82301342497829,5.0,
2023-07-17 00:00:00+05:30,SELL,JSWSTEEL.NS,Rebalance,789.8195190429688,28,22114.946533203125,,,0.9460865614597815
2023-07-17 00:00:00+05:30,SELL,DRREDDY.NS,Rebalance,1033.239501953125,22,22731.26904296875,,,3.380480085515511
2023-07-17 00:00:00+05:30,SELL,TATAMOTORS.NS,Rebalance,609.4415893554688,38,23158.780395507812,,,4.688568762515858
2023-07-17 00:00:00+05:30,SELL,LT.NS,Rebalance,2405.06787109375,9,21645.61083984375,,,0.6010435544165202
2023-07-17 00:00:00+05:30,BUY,TECHM.NS,Rebalance,1144.587890625,25,28614.697265625,15.336058324487157,1.0,
2023-07-17 00:00:00+05:30,BUY,MandM.NS,Rebalance,1512.9775390625,18,27233.595703125,10.581600502128111,2.0,
2023-07-17 00:00:00+05:30,BUY,INFY.NS,Rebalance,1350.490234375,21,28360.294921875,10.165279545287072,3.0,
2023-07-27 00:00:00+05:30,SELL,TECHM.NS,Stop Loss,1039.86474609375,25,25996.61865234375,,,-9.14941922669356
2023-07-31 00:00:00+05:30,SELL,HDFCLIFE.NS,Rebalance,642.8806762695312,34,21857.942993164062,,,-0.591676828856826
2023-07-31 00:00:00+05:30,SELL,MandM.NS,Rebalance,1452.804931640625,18,26150.48876953125,,,-3.9770985271308326
2023-07-31 00:00:00+05:30,SELL,INFY.NS,Rebalance,1286.6646728515625,21,27019.958129882812,,,-4.7261031511994345
2023-07-31 00:00:00+05:30,BUY,CIPLA.NS,Rebalance,1155.1153564453125,18,20792.076416015625,18.240137549192752,1.0,
2023-07-31 00:00:00+05:30,BUY,NTPC.NS,Rebalance,204.59506225585935,106,21687.07659912109,14.169944030225636,2.0,
2023-07-31 00:00:00+05:30,BUY,DRREDDY.NS,Rebalance,1114.3814697265625,19,21173.247924804688,11.499116246487565,3.0,
