Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,RSI at Buy,Profit/Loss,Return %,Days Held,Exit Reason,Investment After Trade,Ticker,Name,Holding Period
2022-02-24 00:00:00+05:30,2022-03-17 00:00:00+05:30,1525.991334406598,1754.8900345675877,1816.3070068359375,31.181092475319346,225.61781879201544,14.784999999999995,14,Take Profit,100225.61781879202,ADANIENT.NS,Adani Enterprises,22
2022-05-26 00:00:00+05:30,2022-06-02 00:00:00+05:30,1902.697996722868,2188.102696231298,2205.3408203125,35.81996770160181,281.3138988154758,14.784999999999988,5,Take Profit,100506.9317176075,ADANIENT.NS,Adani Enterprises,22
2022-10-03 00:00:00+05:30,2022-11-02 00:00:00+05:30,3105.8058017233075,3571.6766719818033,3575.64111328125,33.41518816504083,459.1933877847908,14.784999999999993,20,Take Profit,100966.12510539229,ADANIENT.NS,Adani Enterprises,22
2022-12-23 00:00:00+05:30,2023-01-19 00:00:00+05:30,3611.6899397806646,3467.2223421894378,3852.898681640625,36.12019711486608,-151.54650987319698,-4.196000000000008,19,Stop Loss,100814.5785955191,ADANIENT.NS,Adani Enterprises,22
2023-01-25 00:00:00+05:30,2023-01-27 00:00:00+05:30,3310.3163944255584,3177.903738648536,3310.3163944255584,19.55665979406507,-138.90087591009643,-4.196,1,Stop Loss,100675.677719609,ADANIENT.NS,Adani Enterprises,22
2023-01-30 00:00:00+05:30,2023-02-01 00:00:00+05:30,2661.2347594090156,2554.785369032655,2969.6982421875,16.728317127513932,-111.66541050480217,-4.195999999999995,2,Stop Loss,100564.01230910419,ADANIENT.NS,Adani Enterprises,22
2023-02-02 00:00:00+05:30,2023-02-07 00:00:00+05:30,1492.6380618743824,1716.5337711555396,1800.402587890625,11.518767648848183,220.6865374481273,14.78499999999999,3,Take Profit,100784.69884655232,ADANIENT.NS,Adani Enterprises,22
2023-02-08 00:00:00+05:30,2023-02-13 00:00:00+05:30,1838.2490450320624,1764.71908323078,1922.9791259765625,26.857517012950566,-77.13292992954537,-4.1960000000000015,3,Stop Loss,100707.56591662277,ADANIENT.NS,Adani Enterprises,22
2023-02-28 00:00:00+05:30,2023-03-01 00:00:00+05:30,1102.1905955869593,1267.519184925003,1562.0899658203125,19.19168069623022,162.95887955753173,14.784999999999982,1,Take Profit,100870.5247961803,ADANIENT.NS,Adani Enterprises,22
2023-06-19 00:00:00+05:30,2023-06-23 00:00:00+05:30,2346.6797981808704,2252.8126062536353,2411.38818359375,35.288690908650594,-98.46668433166963,-4.196000000000013,4,Stop Loss,100772.05811184863,ADANIENT.NS,Adani Enterprises,22
2023-06-26 00:00:00+05:30,2023-08-03 00:00:00+05:30,2169.980020284578,2495.4770233272648,2530.28564453125,36.64767500757885,320.83154599907476,14.784999999999995,27,Take Profit,101092.8896578477,ADANIENT.NS,Adani Enterprises,22
2023-11-02 00:00:00+05:30,2023-12-05 00:00:00+05:30,2202.1854378264575,2532.513253500426,2956.645263671875,19.86125140945005,325.59311698264156,14.784999999999993,21,Take Profit,101418.48277483034,ADANIENT.NS,Adani Enterprises,22
2024-01-24 00:00:00+05:30,2024-02-26 00:00:00+05:30,2868.625622775337,3298.919466191637,3324.70849609375,38.83337655054303,424.12629832733325,14.78499999999999,22,Take Profit,101842.60907315767,ADANIENT.NS,Adani Enterprises,22
2024-03-13 00:00:00+05:30,2024-04-16 00:00:00+05:30,2847.545121197267,3135.1321875,3265.7626953125,28.155997008088335,281.60438899403584,9.889374075155432,21,Trailing Stop,102124.2134621517,ADANIENT.NS,Adani Enterprises,22
2024-05-02 00:00:00+05:30,2024-05-06 00:00:00+05:30,3012.294410445261,2891.8026340274505,3012.294410445261,33.54058623977767,-126.39587346228305,-4.195999999999997,2,Stop Loss,101997.81758868942,ADANIENT.NS,Adani Enterprises,22
2024-05-10 00:00:00+05:30,2024-05-23 00:00:00+05:30,2757.927186116742,3171.616264034253,3384.2041015625,29.542242409337533,407.75953446735997,14.784999999999988,8,Take Profit,102405.57712315678,ADANIENT.NS,Adani Enterprises,22
2024-08-30 00:00:00+05:30,2024-10-01 00:00:00+05:30,3001.7652820828534,3184.471923828125,3184.471923828125,28.746530004771728,176.52040453936058,5.880553206241271,22,Holding Period Complete,102582.09752769614,ADANIENT.NS,Adani Enterprises,22
2024-10-30 00:00:00+05:30,2024-11-21 00:00:00+05:30,2813.611306260978,2701.066854010539,3044.693115234375,36.9871522402137,-118.05913041071052,-4.195999999999996,14,Stop Loss,102464.03839728543,ADANIENT.NS,Adani Enterprises,22
2024-11-22 00:00:00+05:30,2024-11-27 00:00:00+05:30,2023.9650760561603,2327.5598374645842,2396.57470703125,18.34148124653933,299.24323649490316,14.784999999999993,3,Take Profit,102763.28163378034,ADANIENT.NS,Adani Enterprises,22
2024-11-28 00:00:00+05:30,2025-01-01 00:00:00+05:30,2398.7735968701595,2553.54443359375,2591.025390625,27.53625381616746,149.81851869312658,6.245629803854971,22,Holding Period Complete,102913.10015247346,ADANIENT.NS,Adani Enterprises,22
2025-02-14 00:00:00+05:30,2025-04-07 00:00:00+05:30,2123.464311418267,2211.569091796875,2409.568115234375,38.34730049322467,83.76974697539308,3.9449566693891396,33,Holding Period Complete,102996.86989944885,ADANIENT.NS,Adani Enterprises,22
2025-07-31 00:00:00+05:30,2025-08-06 00:00:00+05:30,2422.60009765625,2325.69609375,2422.60009765625,33.80565601104071,-101.65230009765644,-4.196000000000008,4,Stop Loss,102895.21759935119,ADANIENT.NS,Adani Enterprises,22
2022-02-24 00:00:00+05:30,2022-03-04 00:00:00+05:30,637.2928581711546,684.4092407226562,694.3309936523438,32.064651989675525,45.79468045260779,7.185814161486953,5,Holding Period Complete,100045.79468045261,ADANIPORTS.NS,Adani Ports,4
2022-05-26 00:00:00+05:30,2022-06-13 00:00:00+05:30,653.128622037731,679.6194458007812,731.6233520507812,30.866989716931343,25.158075695211718,3.851932811751487,12,Holding Period Complete,100070.95275614783,ADANIPORTS.NS,Adani Ports,4
2022-12-23 00:00:00+05:30,2022-12-29 00:00:00+05:30,777.7858175171674,806.6747436523438,806.6747436523438,27.615806117189663,27.304465574006837,3.51053785747439,4,Holding Period Complete,100098.25722172184,ADANIPORTS.NS,Adani Ports,4
2023-01-25 00:00:00+05:30,2023-01-27 00:00:00+05:30,694.9085930205191,667.1122492996983,694.9085930205191,10.442263839294768,-29.158364563141017,-4.196000000000005,1,Stop Loss,100069.0988571587,ADANIPORTS.NS,Adani Ports,4
2023-01-30 00:00:00+05:30,2023-02-01 00:00:00+05:30,558.0431351269497,535.7214097218716,603.025146484375,1.5656154208606665,-23.41548994992686,-4.1960000000000095,2,Stop Loss,100045.68336720877,ADANIPORTS.NS,Adani Ports,4
2023-02-02 00:00:00+05:30,2023-02-03 00:00:00+05:30,417.38806339566065,479.99627290500973,491.0129699707031,5.192523976068571,61.71082517304841,14.784999999999995,1,Take Profit,100107.39419238182,ADANIPORTS.NS,Adani Ports,4
2023-02-06 00:00:00+05:30,2023-02-07 00:00:00+05:30,469.2109919984791,539.5926407982508,544.4598999023438,22.700579103912887,69.37284516697504,14.784999999999982,1,Take Profit,100176.7670375488,ADANIPORTS.NS,Adani Ports,4
2023-06-23 00:00:00+05:30,2023-06-30 00:00:00+05:30,691.9557234067479,727.6361694335938,744.615234375,37.58866317605475,34.26085413400551,4.95130728384281,4,Holding Period Complete,100211.0278916828,ADANIPORTS.NS,Adani Ports,4
2024-03-13 00:00:00+05:30,2024-03-19 00:00:00+05:30,1177.2964876581068,1229.91357421875,1271.33349609375,34.704231373572384,50.20987649876634,4.264845518960518,4,Holding Period Complete,100261.23776818156,ADANIPORTS.NS,Adani Ports,4
2024-09-06 00:00:00+05:30,2024-09-12 00:00:00+05:30,1420.6384259265865,1465.47021484375,1465.47021484375,28.44031310580091,41.94568027639318,2.952593672738005,4,Holding Period Complete,100303.18344845794,ADANIPORTS.NS,Adani Ports,4
2024-09-20 00:00:00+05:30,2024-09-26 00:00:00+05:30,1402.377081945548,1465.47021484375,1465.47021484375,38.38467403366267,60.22528560141263,4.2945143910838,4,Holding Period Complete,100363.40873405935,ADANIPORTS.NS,Adani Ports,4
2024-10-03 00:00:00+05:30,2024-10-07 00:00:00+05:30,1407.3529403751877,1351.0588227601802,1407.3529403751877,39.57783911582588,-59.05252937814288,-4.196000000000001,2,Stop Loss,100304.35620468121,ADANIPORTS.NS,Adani Ports,4
2024-11-05 00:00:00+05:30,2024-11-11 00:00:00+05:30,1289.625817876872,1341.3740234375,1363.366943359375,38.22179908932417,49.11720571931372,3.80864007516351,4,Holding Period Complete,100353.47341040053,ADANIPORTS.NS,Adani Ports,4
2024-11-21 00:00:00+05:30,2024-11-25 00:00:00+05:30,990.8294504575306,1139.45386802616,1161.15087890625,19.91664753109137,146.4941342501458,14.78499999999999,2,Take Profit,100499.96754465067,ADANIPORTS.NS,Adani Ports,4
2024-11-27 00:00:00+05:30,2024-12-03 00:00:00+05:30,1096.6645433006545,1261.1642247957525,1282.410888671875,37.68556351189533,162.1418527270016,14.784999999999984,4,Take Profit,100662.10939737767,ADANIPORTS.NS,Adani Ports,4
2025-01-14 00:00:00+05:30,2025-01-20 00:00:00+05:30,1069.8450690986786,1143.138427734375,1157.8668212890625,38.883923910241954,71.0803751388634,6.643987731676615,4,Holding Period Complete,100733.18977251653,ADANIPORTS.NS,Adani Ports,4
2025-06-20 00:00:00+05:30,2025-06-26 00:00:00+05:30,1334.5999755859375,1429.300048828125,1429.300048828125,25.30553212915956,91.93617321777344,6.888668882030374,4,Holding Period Complete,100825.12594573431,ADANIPORTS.NS,Adani Ports,4
2025-07-31 00:00:00+05:30,2025-08-06 00:00:00+05:30,1370.300048828125,1367.0999755859375,1388.9000244140625,32.06858039332873,-5.937473266601563,-0.4332973111749698,4,Holding Period Complete,100819.18847246771,ADANIPORTS.NS,Adani Ports,4
2025-08-07 00:00:00+05:30,2025-08-13 00:00:00+05:30,1315.0,1319.5999755859375,1339.4000244140625,30.775320788435764,1.9653756103515625,0.14945822131951045,4,Holding Period Complete,100821.15384807806,ADANIPORTS.NS,Adani Ports,4
2025-08-14 00:00:00+05:30,2025-08-21 00:00:00+05:30,1290.5,1361.800048828125,1370.5999755859375,31.968458008210163,68.64774877929688,5.319469103393791,4,Holding Period Complete,100889.80159685736,ADANIPORTS.NS,Adani Ports,4
2022-05-04 00:00:00+05:30,2022-05-06 00:00:00+05:30,3952.1222431029664,3794.0373533788475,3952.1222431029664,30.30507836535854,-165.83104932060078,-4.196000000000008,2,Stop Loss,99834.1689506794,APOLLOHOSP.NS,Apollo Hospitals,25
2023-01-30 00:00:00+05:30,2023-03-06 00:00:00+05:30,4088.835216118339,4390.38623046875,4604.673828125,33.597123737620876,293.0717929038241,7.167610759869321,25,Holding Period Complete,100127.24074358323,APOLLOHOSP.NS,Apollo Hospitals,25
2023-03-20 00:00:00+05:30,2023-04-28 00:00:00+05:30,4165.857343419422,4482.34326171875,4482.34326171875,35.65692805206194,307.83771769418956,7.389540551129626,25,Holding Period Complete,100435.07846127742,APOLLOHOSP.NS,Apollo Hospitals,25
2023-08-01 00:00:00+05:30,2023-09-06 00:00:00+05:30,4986.665706345631,5007.345703125,5007.345703125,36.99447948746166,10.685985369897962,0.21429119173358327,25,Holding Period Complete,100445.76444664731,APOLLOHOSP.NS,Apollo Hospitals,25
2023-10-25 00:00:00+05:30,2023-12-01 00:00:00+05:30,4806.777158566574,5527.79373235156,5562.54052734375,27.382467690085306,710.6820028940675,14.78499999999999,25,Take Profit,101156.44644954138,APOLLOHOSP.NS,Apollo Hospitals,25
2024-02-29 00:00:00+05:30,2024-04-09 00:00:00+05:30,6036.471081056735,6477.60205078125,6477.60205078125,38.173690582146286,428.61689659267716,7.100454733192298,25,Holding Period Complete,101585.06334613406,APOLLOHOSP.NS,Apollo Hospitals,25
2024-04-29 00:00:00+05:30,2024-06-05 00:00:00+05:30,5708.809940554754,5909.60888671875,6031.14453125,36.534139347438575,189.18052733672283,3.313834745010608,25,Holding Period Complete,101774.24387347078,APOLLOHOSP.NS,Apollo Hospitals,25
2024-10-03 00:00:00+05:30,2024-11-11 00:00:00+05:30,6837.514819096512,7136.20947265625,7404.88525390625,38.947582594010235,284.7209292679853,4.164099629777584,27,Holding Period Complete,102058.96480273877,APOLLOHOSP.NS,Apollo Hospitals,25
2025-01-15 00:00:00+05:30,2025-02-11 00:00:00+05:30,6590.23132922663,6326.622076057564,6925.97607421875,27.497002194437897,-276.5261065743498,-4.196000000000006,20,Stop Loss,101782.43869616442,APOLLOHOSP.NS,Apollo Hospitals,25
2025-02-12 00:00:00+05:30,2025-03-21 00:00:00+05:30,6198.28839092344,6603.09814453125,6603.09814453125,33.30176434737595,392.0083670723556,6.324461566622153,25,Holding Period Complete,102174.44706323677,APOLLOHOSP.NS,Apollo Hospitals,25
2022-02-24 00:00:00+05:30,2022-03-03 00:00:00+05:30,2943.319442934114,2825.586665216749,3062.10400390625,35.65311972543556,-123.50168382551543,-4.196000000000001,4,Stop Loss,99876.49831617449,ASIANPAINT.NS,Asian Paints,21
2022-03-04 00:00:00+05:30,2022-03-17 00:00:00+05:30,2567.676369913756,2952.827825400819,3025.40283203125,25.548462988553112,379.63095129174866,14.784999999999993,9,Take Profit,100256.12926746624,ASIANPAINT.NS,Asian Paints,21
2022-05-25 00:00:00+05:30,2022-06-08 00:00:00+05:30,2726.1035664537603,2617.0594237956097,2805.4375,36.80572903422388,-114.38730564839994,-4.196000000000006,10,Stop Loss,100141.74196181784,ASIANPAINT.NS,Asian Paints,21
2022-10-20 00:00:00+05:30,2022-11-22 00:00:00+05:30,3009.077749864382,3015.412109375,3090.703857421875,23.791090692942504,0.30986965137863276,0.010297828010346309,21,Holding Period Complete,100142.05183146922,ASIANPAINT.NS,Asian Paints,21
2023-01-12 00:00:00+05:30,2023-01-25 00:00:00+05:30,2813.484205898475,2700.944837662536,2861.33056640625,25.41990240353276,-118.05379727950005,-4.1960000000000015,9,Stop Loss,100023.99803418972,ASIANPAINT.NS,Asian Paints,21
2023-01-31 00:00:00+05:30,2023-03-01 00:00:00+05:30,2640.604571232569,2759.95361328125,2759.95361328125,23.716665699618233,113.94848386416717,4.315242240566858,21,Holding Period Complete,100137.94651805388,ASIANPAINT.NS,Asian Paints,21
2023-04-12 00:00:00+05:30,2023-05-31 00:00:00+05:30,2672.6155512518785,3073.50788393966,3101.972900390625,35.98940440439925,395.1462092525901,14.784999999999995,33,Take Profit,100533.09272730647,ASIANPAINT.NS,Asian Paints,21
2023-08-24 00:00:00+05:30,2023-09-25 00:00:00+05:30,3101.0652905910406,3250.060546875,3250.060546875,32.68170774361985,142.64413044649336,4.599842863008744,21,Holding Period Complete,100675.73685775297,ASIANPAINT.NS,Asian Paints,21
2023-10-26 00:00:00+05:30,2023-11-28 00:00:00+05:30,2875.251032358632,3084.387451171875,3104.51953125,7.9645224793646605,203.17678032971241,7.06640143914815,21,Holding Period Complete,100878.91363808268,ASIANPAINT.NS,Asian Paints,21
2024-01-17 00:00:00+05:30,2024-01-23 00:00:00+05:30,3128.179045203001,3003.051883394881,3128.179045203001,20.802619110452866,-131.25839273671792,-4.196000000000001,3,Stop Loss,100747.65524534596,ASIANPAINT.NS,Asian Paints,21
2024-01-24 00:00:00+05:30,2024-02-23 00:00:00+05:30,2915.636736293274,2925.286376953125,2956.097412109375,10.8834133268859,3.8087175466043757,0.13063072978859838,21,Holding Period Complete,100751.46396289257,ASIANPAINT.NS,Asian Paints,21
2024-02-28 00:00:00+05:30,2024-04-02 00:00:00+05:30,2728.908805592479,2815.806640625,2833.490234375,31.596084356959935,81.35311958630354,2.9811593344410348,21,Holding Period Complete,100832.81708247887,ASIANPAINT.NS,Asian Paints,21
2024-11-06 00:00:00+05:30,2024-11-11 00:00:00+05:30,2829.0050652458713,2715.8448626360364,2829.0050652458713,29.998698511009408,-118.70505253771678,-4.1960000000000015,3,Stop Loss,100714.11202994116,ASIANPAINT.NS,Asian Paints,21
2024-11-12 00:00:00+05:30,2024-12-13 00:00:00+05:30,2443.231761393377,2385.639404296875,2482.099609375,9.685979022492688,-62.42122826219218,-2.5548631631488496,21,Holding Period Complete,100651.69080167897,ASIANPAINT.NS,Asian Paints,21
2024-12-19 00:00:00+05:30,2025-01-21 00:00:00+05:30,2244.640695488299,2239.686279296875,2328.71484375,16.562799763743385,-9.438743166209289,-0.4205012938231517,21,Holding Period Complete,100642.25205851276,ASIANPAINT.NS,Asian Paints,21
2025-03-04 00:00:00+05:30,2025-04-16 00:00:00+05:30,2105.3257388113384,2421.124599633039,2437.411865234375,23.365163887930052,311.27241048325624,14.784999999999993,27,Take Profit,100953.52446899602,ASIANPAINT.NS,Asian Paints,21
2025-05-07 00:00:00+05:30,2025-06-05 00:00:00+05:30,2297.3044799347813,2222.990234375,2334.85791015625,38.201222423156786,-78.83454027409107,-3.431610435736804,21,Holding Period Complete,100874.68992872193,ASIANPAINT.NS,Asian Paints,21
2025-06-10 00:00:00+05:30,2025-07-15 00:00:00+05:30,2215.199951171875,2398.94390625,2498.89990234375,26.26305824916149,179.12981122070317,8.08639468983108,25,Trailing Stop,101053.81973994263,ASIANPAINT.NS,Asian Paints,21
2025-07-29 00:00:00+05:30,2025-08-28 00:00:00+05:30,2325.0,2489.0,2587.39990234375,32.75496883402063,159.186,6.846709677419355,21,Holding Period Complete,101213.00573994263,ASIANPAINT.NS,Asian Paints,21
2022-03-07 00:00:00+05:30,2022-03-31 00:00:00+05:30,652.8739683467754,750.8050635987917,757.9851684570312,27.632138856912135,96.52741622007066,14.784999999999988,17,Take Profit,100096.52741622007,AXISBANK.NS,Axis Bank,27
2022-04-29 00:00:00+05:30,2022-05-06 00:00:00+05:30,721.9854277931292,693.1060106814041,724.32568359375,28.503742335132472,-30.294508550199694,-4.195999999999999,4,Stop Loss,100066.23290766987,AXISBANK.NS,Axis Bank,27
2022-06-28 00:00:00+05:30,2022-07-22 00:00:00+05:30,629.3721368776262,723.77795740927,728.8192138671875,38.922966754653565,93.05267043735692,14.784999999999982,18,Take Profit,100159.28557810723,AXISBANK.NS,Axis Bank,27
2023-01-24 00:00:00+05:30,2023-02-01 00:00:00+05:30,901.3621348309634,865.3076494377249,901.3621348309634,30.95524810501881,-37.82115517750725,-4.196000000000002,5,Stop Loss,100121.46442292973,AXISBANK.NS,Axis Bank,27
2023-02-28 00:00:00+05:30,2023-04-12 00:00:00+05:30,837.7806080724329,848.8013916015625,865.507080078125,35.12641955768463,9.334201529455635,1.1141582222739415,27,Holding Period Complete,100130.79862445919,AXISBANK.NS,Axis Bank,27
2023-10-26 00:00:00+05:30,2023-12-01 00:00:00+05:30,951.2023710405086,1093.8827266965848,1102.8555908203125,38.70385257614582,140.63527055833904,14.784999999999984,24,Take Profit,100271.43389501753,AXISBANK.NS,Axis Bank,27
2024-01-25 00:00:00+05:30,2024-03-05 00:00:00+05:30,1024.1337763691554,1099.011962890625,1104.9521484375,31.061798878147968,72.75504078220983,7.104056370462371,27,Holding Period Complete,100344.18893579974,AXISBANK.NS,Axis Bank,27
2024-03-15 00:00:00+05:30,2024-05-09 00:00:00+05:30,1028.5764058763134,1117.4459765625,1164.0062255859375,34.62472966914264,86.72354830374772,8.431415285076667,34,Trailing Stop,100430.9124841035,AXISBANK.NS,Axis Bank,27
2024-07-25 00:00:00+05:30,2024-09-03 00:00:00+05:30,1154.513270046537,1190.58251953125,1190.58251953125,22.56887095391805,33.72415369513527,2.9210711188946226,27,Holding Period Complete,100464.63663779863,AXISBANK.NS,Axis Bank,27
2024-10-07 00:00:00+05:30,2024-11-13 00:00:00+05:30,1129.934390048423,1138.1773681640625,1195.8280029296875,28.375959799691827,5.974866357427031,0.5287799371405077,27,Holding Period Complete,100470.61150415606,AXISBANK.NS,Axis Bank,27
2024-11-19 00:00:00+05:30,2024-12-20 00:00:00+05:30,1121.0919482455736,1076.2482703157507,1183.53857421875,35.19035243915036,-47.04101814838421,-4.195999999999995,22,Stop Loss,100423.57048600767,AXISBANK.NS,Axis Bank,27
2025-01-15 00:00:00+05:30,2025-01-21 00:00:00+05:30,1013.7835688153692,973.2322260627544,1037.1136474609375,30.250230408343782,-42.538358547492926,-4.196000000000003,4,Stop Loss,100381.03212746017,AXISBANK.NS,Axis Bank,27
2025-01-22 00:00:00+05:30,2025-02-28 00:00:00+05:30,953.185372863857,1014.6828002929688,1023.2255249023438,17.308736131443894,59.52955925595496,6.2453286580655005,27,Holding Period Complete,100440.56168671613,AXISBANK.NS,Axis Bank,27
2025-06-05 00:00:00+05:30,2025-07-14 00:00:00+05:30,1156.0120836970516,1172.699951171875,1232.44677734375,30.17521708806767,14.35915543995448,1.2421284900441827,27,Holding Period Complete,100454.92084215609,AXISBANK.NS,Axis Bank,27
2022-03-02 00:00:00+05:30,2022-03-04 00:00:00+05:30,3015.442140164068,2933.20263671875,3015.442140164068,35.085385224698626,-88.18814822220077,-2.9245511644074362,2,Holding Period Complete,99911.8118517778,BAJAJ-AUTO.NS,Bajaj Auto,2
2022-09-05 00:00:00+05:30,2022-09-07 00:00:00+05:30,3702.525322543031,3609.92236328125,3702.525322543031,39.105359511363254,-99.91540694760533,-2.6985745739337643,2,Holding Period Complete,99811.8964448302,BAJAJ-AUTO.NS,Bajaj Auto,2
2023-02-27 00:00:00+05:30,2023-03-01 00:00:00+05:30,3403.783160870444,3502.91015625,3502.91015625,24.418131935265308,92.22030206243542,2.709347150035611,2,Holding Period Complete,99904.11674689263,BAJAJ-AUTO.NS,Bajaj Auto,2
2024-04-19 00:00:00+05:30,2024-04-23 00:00:00+05:30,8416.602205827821,8509.232421875,8509.232421875,36.9865215342818,75.70438141947587,0.8994648858069668,2,Holding Period Complete,99979.8211283121,BAJAJ-AUTO.NS,Bajaj Auto,2
2024-07-05 00:00:00+05:30,2024-07-09 00:00:00+05:30,9258.649196429717,9298.4404296875,9298.4404296875,37.56819822262619,21.234143631666242,0.22934386195185438,2,Holding Period Complete,100001.05527194377,BAJAJ-AUTO.NS,Bajaj Auto,2
2024-10-17 00:00:00+05:30,2024-10-21 00:00:00+05:30,9822.06964002356,10240.9541015625,10240.9541015625,14.142628745520568,398.8214377973547,4.060462330385168,2,Holding Period Complete,100399.87670974112,BAJAJ-AUTO.NS,Bajaj Auto,2
