Date,Portfolio Value
2024-01-01 00:00:00+05:30,99762.68920898438
2024-01-02 00:00:00+05:30,99218.72863769531
2024-01-03 00:00:00+05:30,97075.86364746094
2024-01-04 00:00:00+05:30,98829.65698242188
2024-01-05 00:00:00+05:30,97180.81970214844
2024-01-08 00:00:00+05:30,94974.15771484375
2024-01-09 00:00:00+05:30,97269.59716796875
2024-01-10 00:00:00+05:30,98671.23461914062
2024-01-11 00:00:00+05:30,97744.94091796875
2024-01-12 00:00:00+05:30,98082.13989257812
2024-01-15 00:00:00+05:30,97757.12280273438
2024-01-16 00:00:00+05:30,96964.89990234375
2024-01-17 00:00:00+05:30,94811.64916992188
2024-01-18 00:00:00+05:30,94369.3828125
2024-01-19 00:00:00+05:30,95121.640625
2024-01-23 00:00:00+05:30,92434.1328125
2024-01-24 00:00:00+05:30,95634.2734375
2024-01-25 00:00:00+05:30,94047.8515625
2024-01-29 00:00:00+05:30,95522.046875
2024-01-30 00:00:00+05:30,94596.890625
2024-01-31 00:00:00+05:30,95610.0078125
2024-02-01 00:00:00+05:30,95694.9375
2024-02-02 00:00:00+05:30,96080.171875
2024-02-05 00:00:00+05:30,94357.25
2024-02-06 00:00:00+05:30,98506.8203125
2024-02-07 00:00:00+05:30,97997.21875
2024-02-08 00:00:00+05:30,99116.5234375
2024-02-09 00:00:00+05:30,98922.3828125
2024-02-12 00:00:00+05:30,101127.6015625
2024-02-13 00:00:00+05:30,101045.703125
2024-02-14 00:00:00+05:30,101403.6328125
2024-02-15 00:00:00+05:30,100860.6796875
2024-02-16 00:00:00+05:30,101157.9296875
2024-02-19 00:00:00+05:30,101019.9755859375
2024-02-20 00:00:00+05:30,101133.06921386719
2024-02-21 00:00:00+05:30,102649.86474609375
2024-02-22 00:00:00+05:30,101904.77087402344
2024-02-23 00:00:00+05:30,100993.359375
2024-02-26 00:00:00+05:30,100973.4140625
2024-02-27 00:00:00+05:30,99769.283203125
2024-02-28 00:00:00+05:30,98791.34802246094
2024-02-29 00:00:00+05:30,99536.43347167969
2024-03-01 00:00:00+05:30,102337.19165039062
2024-03-04 00:00:00+05:30,102723.04248046875
2024-03-05 00:00:00+05:30,104306.3701171875
2024-03-06 00:00:00+05:30,104299.71606445312
2024-03-07 00:00:00+05:30,104851.87609863281
2024-03-11 00:00:00+05:30,102942.58410644531
2024-03-12 00:00:00+05:30,101079.85363769531
2024-03-13 00:00:00+05:30,100557.14325363279
2024-03-14 00:00:00+05:30,100185.92578125
2024-03-15 00:00:00+05:30,101812.08581542969
2024-03-18 00:00:00+05:30,102093.84558105469
2024-03-19 00:00:00+05:30,101836.24145507812
2024-03-20 00:00:00+05:30,100854.0966796875
2024-03-21 00:00:00+05:30,100185.92578125
2024-03-22 00:00:00+05:30,100443.52990722656
2024-03-26 00:00:00+05:30,100934.61218261719
2024-03-27 00:00:00+05:30,100846.04809570312
2024-03-28 00:00:00+05:30,101973.09704589844
2024-04-01 00:00:00+05:30,102198.5068359375
2024-04-02 00:00:00+05:30,101739.638671875
2024-04-03 00:00:00+05:30,100483.78271484375
2024-04-04 00:00:00+05:30,100210.08142089844
2024-04-05 00:00:00+05:30,101337.12048339844
2024-04-08 00:00:00+05:30,102174.34130859375
2024-04-09 00:00:00+05:30,102069.69982910156
2024-04-10 00:00:00+05:30,100065.17724609375
2024-04-12 00:00:00+05:30,99582.15344238281
2024-04-15 00:00:00+05:30,97973.15844726562
2024-04-16 00:00:00+05:30,97357.52087402344
2024-04-18 00:00:00+05:30,97989.14685058594
2024-04-19 00:00:00+05:30,98300.96520996094
2024-04-22 00:00:00+05:30,98908.60363769531
2024-04-23 00:00:00+05:30,97829.24304199219
2024-04-24 00:00:00+05:30,101714.90954589844
